Name,Summary,eggman,2d,dr,ratchet,rayman,spyro,platforming,clank,sonic,platformer
Ty the Tasmanian Tiger,"meet ty... a wild, yet charismatic, boomerang wielding tasmanian tiger whose adventures take the player through a brilliantly animated 3d environment set in the ruggedness and splendor of australia.  ty, raised by a pack of bilbies, has only vague memories of his family and friends and believes that he is the lone remaining tasmanian tiger. during a chance meeting with a mystical elder, ty discovers that his fellow tasmanian tigers are still alive but trapped in another world -- dreamtime.   ty must find five stolen talismans that will unlock and open the dreamtime portal that is located deep within the australian outback. if successful, ty will be able to free his family and reunite with them. so begins ty’s adventurous journey where he traverses through a wide range of locations including the rainforest, snowy mountains, desert terrain and a barrier reef. along the way, he will encounter a large cast of characters -- both friends and foes -- all of which are based on real-life animals that are indigenous to the australian outback. for example, the lovable ty is inspired by the extinct tasmanian tiger and the evil boss cass -- who along with his minions presents obstacles that ty must overcome – is a cassowary.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
Mirror's Edge,"in a city where information is heavily monitored, agile couriers called runners transport sensitive data away from prying eyes.
in this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. you are a runner called faith - and this innovative first-person action-adventure is your story.
mirror’s edge delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. with a never before seen sense of movement and perspective, you will be drawn into faith’s world. a world that is visceral, immediate, and very dangerous. live or die? soar or plummet? one thing is certain, in this city you will learn how to run.
from the makers of the groundbreaking battlefield franchise, mirror’s edge is an action-adventure experience unlike any other. ",0,0,0,0,0,0,0,0,0,0
Mega Man X,"near the end of his life, dr. light succeeds in creating the first of a new series of robots which will change the world. able to think and make decisions, this new robot holds great danger as well as great possibilities. fearful of the possible consequences of unleashing his creation on the world, dr. light decides to seal him in a capsule and test his systems until they are totally reliable. the future will have to decide his fate...
released from the capsule by dr. cain, ""x"" is born into the world of the future where the robot rebellions are a thing of the past. but when dr. cain tries to implement dr. light's designs into a new series of reploids, something goes hideously wrong. now the future lies on the brink of destruction and a new mega man must emerge to face sigma and his forces before the human race is wiped from the planet! ",0,0,0,0,0,0,0,0,0,0
Ratchet & Clank: All 4 One,"created exclusively for the playstation®3 by insomniac games, ratchet & clank: all 4 onetm packs an explosive punch by introducing 4-player co-op to the franchise for the first time. play together online or offline as the greatest heroes (and villain) in the ratchet & clank universe form the unlikeliest team in this humorous adventure blending high-powered, accessible gameplay with astounding moments and cinematic visuals.
4-player cooperative mayhem. play alone or with up to 3 other friends as ratchet, clank, qwark or dr. nefarious, each with their own unique skills and an arsenal of co-op weapons.
play together side-by-side or online. drop in and out of ratchet & clank: all 4 one at anytime, playing alongside friends or family as you fight together in spectacular cooperative battles.
a cinematic experience 4 all. for the first time in the franchise, play together with friends through a sprawling, high-definition ratchet & clank adventure filled with humor and unforgettable moments.
us.playstation.com ",0,0,0,4,0,0,0,2,0,0
Sonic the Hedgehog (2006), ,0,0,0,0,0,0,0,0,0,0
Tak and the Power of Juju,"tak and the power of juju is a tale of good vs. evil set in an ancient, tribal world where magic (juju) actually works -- a fantastical setting where the perils that the hero faces are lightheartedly amusing and entertaining.  tak, a young shaman’s apprentice and unlikely hero, must recover moonstones stolen by an evil juju-man to save the moon juju and restore her powers.  tak will have to stretch beyond his training and use his wits, his environment and the power of the juju gods to overcome the villain, return the five moonstones to the temple of the moon juju and reinstate peace in his mystical world. ",0,0,0,0,0,0,0,0,0,0
Mirror's Edge,"in a city where information is heavily monitored, agile couriers called runners transport sensitive data away from prying eyes.
in this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. you are a runner called faith - and this innovative first-person action-adventure is your story.
mirror’s edge™ delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. with a never before seen sense of movement and perspective, you will be drawn into faith’s world. a world that is visceral, immediate, and very dangerous. live or die? soar or plummet? one thing is certain, in this city you will learn how to run.
from the makers of the groundbreaking battlefield franchise, mirror’s edge is an action-adventure experience unlike any other.
key features
move yourself: 
string together an amazing arsenal of wall-runs, leaps, vaults and more, in fluid, acrobatic movements that turns every level of the urban environment to your advantage and salvation.
 immerse yourself: 
in first person every breath, every collision, every impact is acutely felt. heights create real vertigo, movements flow naturally, collisions and bullet impacts create genuine fear and adrenaline.
 challenge yourself:
fight or flight. your speed and agility allow you not only to evade, capture and perform daring escapes, but also to disable and disarm unwary opponents, in a mix of chase, puzzles, strategy and intense combat.
 free yourself: 
runner vision allows you to see the city as they do. see the flow. rooftops become pathways and conduits, opportunities and escape routes. the flow is what keeps you running – what keeps you alive.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
Donkey Kong,"  donkey kong has kidnapped pauline, and it is up to mario, the fearless carpenter, to come to her rescue.  throwing fate to the wind, mario tries desperately to climb the labyrinth of structural beams from the top of which donkey kong taunts him.  help our hero ascend the metal structure by dodging an assortment of fireballs, steel beams, and exploding barrels the angry ape hurls at him.  prepare yourself for a never-ending adventure as donkey kong takes pauline away to the next level every time mario gets to the top.  based on the arcade game of the same name, this classic will keep hardcore and casual gamers entertained for hours.   from: www.nintendo.com  ",0,0,0,0,0,0,0,0,0,0
Crash Bandicoot N. Sane Trilogy,"spin, jump & wump!
your favorite marsupial, crash bandicoot®, is back and he’s enhanced, entranced & ready-to-dance! now you can experience crash bandicoot like never before in fully-remastered hd graphical glory.
take on the epic challenges and adventures of the three games that  started it all, crash bandicoot®, crash bandicoot® 2: cortex strikes  back and crash bandicoot®: warped.
source: https://www.crashbandicoot.com/uk/en/ ",0,0,0,0,0,0,0,0,0,0
Donkey Kong Jr.,"mario has gone mad! he's turned the tables on donkey kong and locked him in a cage. it's up to you, as donkey kong jr., to rescue your father by stealing mario's set of keys. but it won't be easy. you'll have to fight off ape-eating snapjaws, jump onto moving islands and break through a jungle of vines to get to the keys that will free donkey kong. can you handle the action? because this off-the-wall monkey business will have you going bananas! ",0,0,0,0,0,0,0,0,0,0
Jungle Hunt,"swing into action with one of the most popular arcade hits ever  - jungle hunt! realistic graphics place you deep in the jungle as you swing from vine to vine, fight off man-eating crocodiles, dodge bouncing boulders, and save your sweetie from the masked cannibals! ",0,0,0,0,0,0,0,0,0,0
Popeye,"popeye and brutus are at it again in this video contest for olive  oyl's affection. as popeye, you must battle the likes of brutus and the sea  hag while you race to collect all of the floating hearts that olive tosses  to you. once you have spinach power, popeye can conquer all, but without  it, watch out! 

source: the game's instruction manual. ",0,0,0,0,0,0,0,0,0,0
Super Ghouls 'n Ghosts,"you are arthur, the boldest bladesman alive. you are caught in a dangerous quest! fiendish foes and grim demons are about to hurl disaster your way!
you must save the wondrous princess guinevere. but beware! the reeking ruler of the forbidden land can call forth evil and destruction. who knows what creeping, leaping terrors haunt this dripping realm!
you may lose your armor and your strength. you may be hexed. you may become a baby, a duck, or a skeleton! but you are never without a weapon. and magic awaits to help you.
destroy the witches, ogres and ghosts. escape the snapping skulls and ghastly ghouls. and save guinevere from the mysterious depths of the phantom zone in super ghouls 'n ghosts! ",0,0,0,0,0,0,0,0,0,0
SpongeBob SquarePants: Revenge of the Flying Dutchman, ,0,0,0,0,0,0,0,0,0,0
Joust,"climb into your suit of armor and saddle up your ostrich--that's right, your ostrich!  you're about to enter the world of joust where gladiators ride gigantic buzzards into combat and friends can turn into foes at a moment's notice.  fly your favorite fowl into battle against the infamous buzzard riders--and knock your opponent off their birds before they turn you into buzzard bait!joust has all the features of the challenging arcade classic, including a two-player game that lets you and a friend work as a team or joust against each ofther on the aerial battlefield ",0,0,0,0,0,0,0,0,0,0
The Simpsons Game,"the simpsons™ game features a hilarious, sprawling, and mind-busting storyline crafted by the tv show’s emmy award-winning writers. in this action-comedy, the full cast of voice actors from the tv show and movie reprise their roles to lend the ultimate in authenticity and realism to the game. in the simpsons game, homer, marge, bart, and lisa use exciting, all-new powers to save the world from rising chaos. to help the simpsons, gamers at home must journey through all of springfield (as well as vast worlds beyond!), vanquish an amazing array of villains, and fight their way through parodies of multiple popular games.
key features
the real simpsons
you wouldn't want to hear comic book guy voiced over by an actual comic book shop guy, would you? neither would we! that's why we got the actual voice actors from the tv show and movie to reprise their roles, so the characters in the simpsons game sound exactly as they should.
 play your favorite characters
play as all members of your favorite dysfunctional tv family as you battle to save them from video game purgatory.
 it's the real deal
just like you want the game to sound like the show, you also want it to look like the show. and thanks to some really smart guys using innovative 3d into 2d technology, it does! add in a huge cast of simpsons folks and an amazing level of interactivity and you've got a simpsons experience like no other.
 haw-haw!
when the simpsons aims its trademark wit at the video game industry, nothing's sacred! pop culture and current event parodies join the mix to deliver classic the simpsons humor and then some!
 they're simpsons and then some
the simpsons family has been given special video game powers! from lisa’s saxophone spin to homer's power burp, these special abilities give the simpsons a fighting chance against the videogame baddies.
electronic arts uk ",0,1,0,0,0,0,0,0,0,0
Mega Man 3,"in the year 200x megaman find himself locked into battle once again. dr. willy claims to have reformed, and works with dr. light to build a peace keeping robot named 'gamma'. however the robots made to help maintain peace go beserk and make off with the eight power crystals. megaman is called into action once more. ",0,0,0,0,0,0,0,0,0,0
Sonic Generations,"the ultimate celebration of 20 years in sonic gaming, sonic  generations  delivers the definitive gaming experience for sonic fans  new and old.   sonic’s universe is thrown into chaos when a  mysterious new power comes  into force, creating ‘time holes’ which take  sonic and his friends back  in time. while there, sonic runs into some  very familiar characters from  his past including a younger, classic  version of himself! now they must  defeat their enemies, save their  friends, and find out who is behind  this diabolical deed.  twice the fun  play as both classic sonic and modern sonic in the ultimate sonic   experience. master the moves of each character as they race through each   environment on their own specially designed track.  the best just got better  iconic environments from gaming history come to life in beautiful hd  for  the ultimate sonic adventure, each revisited, recreated and  re-imagined  with stunning results. also, these environments are  presented in  stunning new stereoscopic 3d for a whole new way to play!  unlock new adventures once you complete each level and ‘free’ sonic’s captured friends,  you’ll  get to go back and take on more challenges with them at your  side.   infamous bosses and rivals take on some of the most notorious characters from sonic’s past as you fight for ultimate supremacy.  master your moves master classic sonic’s famous spin dash and spin attack and utilize   modern sonic ‘s ‘sonic boost’ as you complete the all new tracks.
 
sega ",0,0,0,0,0,0,0,0,10,0
Wario Land: Shake It!,"a classic side-scroller for the wii console stars wario, the smelly,        bad-mannered alter ego of mario. with the wii remote controller turned        sideways like an old-school controller, veterans and newcomers alike can        run, jump and smash their way through hectic side-scrolling stages.        players shake the wii remote to help wario take down his enemies, empty        bags of treasure or cause earthquakes. best of all, there are numerous        stages each offering multiple missions to keep players coming back again        and again to unlock everything, collect more coins or just improve their        best times.
nintendo.com ",0,0,0,0,0,0,0,0,0,0
Spider-Man 2,"two years have passed since peter parker first hit the streets of new york city as the conflicted crime-fighter spider-man. now he finds himself battling his most diabolical villain yet, the mechanized, multi-tentacled doc ock. the nefarious doc ock was once dr. otto octavius, a brilliant nuclear physicist. but a freak accident transformed him from a timid researcher to a criminally insane megalomaniac who blames spider-man for his horrible transformation. now the scientist peter once idolized for his remarkable intellect has marked our web-slinger for death. experience total freedom as you soar through the concrete canyons of a living, breathing manhattan, complete with familiar landmarks and bustling, traffic-clogged streets. true non-linear gameplay (gamecube™, playstation®2, and xbox® only) means you can web-swing wherever you like, whenever you like, exploring the vast metropolis and reliving scenes from the spider-man 2™ movie. combat petty thugs and aid nyc citizens in challenging side-quests, or pursue the lunatic doc ock and other classic spider-man rivals. the decision is yours.
activision ",0,0,0,0,0,0,0,0,0,0
Dora the Explorer: Dora Saves the Mermaids, ,0,0,0,0,0,0,0,0,0,0
Adventure Island,"a mysterious tropical paradise known as adventure island is the setting for this side-scrolling action game. the evil witch doctor has kidnapped tina, the true love of master higgins. to save her, you must safely guide master higgins through eight perilous stages - including dense forests and creepy caves - while defeating all of the enemies in your path. each area is made up of four rounds filled with enemies determined to stop you in your tracks.
as if this wasn't tough enough, as time passes master higgins’ vitality is automatically drained. to keep going, he must eat constantly by grabbing fruit, milk and whatever other goodies he can as he races towards his goal.
sometimes eggs containing miraculous items will appear, such as axes to throw at your enemies or honey that grants temporary invincibility. use these items skilfully to help you clear the areas. at the end of each area you’ll face the witch doctor, whom you must defeat to advance. go, master higgins, go!
 
from: www.nintendo.com ",0,0,0,0,0,0,0,0,0,0
Mega Man X4,"battle armies of maverick reploid robots while mastering all-new strategic moves like the air hover and zero's saber tactic system.  discover a myriad of power-ups, secret rooms, extra weapons and invincible vehicles to take on the evil bosses.
playstation ",0,0,0,0,0,0,0,0,0,0
The Simpsons Game,"the simpsons™ game features a hilarious, sprawling, and mind-busting storyline crafted by the tv show’s emmy award-winning writers. in this action-comedy, the full cast of voice actors from the tv show and movie reprise their roles to lend the ultimate in authenticity and realism to the game. in the simpsons game, homer, marge, bart, and lisa use exciting, all-new powers to save the world from rising chaos. to help the simpsons, gamers at home must journey through all of springfield (as well as vast worlds beyond!), vanquish an amazing array of villains, and fight their way through parodies of multiple popular games.
key features
the real simpsons
you wouldn't want to hear comic book guy voiced over by an actual comic book shop guy, would you? neither would we! that's why we got the actual voice actors from the tv show and movie to reprise their roles, so the characters in the simpsons game sound exactly as they should.
 play your favorite characters
play as all members of your favorite dysfunctional tv family as you battle to save them from video game purgatory.
 it's the real deal
just like you want the game to sound like the show, you also want it to look like the show. and thanks to some really smart guys using innovative 3d into 2d technology, it does! add in a huge cast of simpsons folks and an amazing level of interactivity and you've got a simpsons experience like no other.
 haw-haw!
when the simpsons aims its trademark wit at the video game industry, nothing's sacred! pop culture and current event parodies join the mix to deliver classic the simpsons humor and then some!
 they're simpsons and then some
the simpsons family has been given special video game powers! from lisa’s saxophone spin to homer's power burp, these special abilities give the simpsons a fighting chance against the videogame baddies.
electronic arts uk ",0,1,0,0,0,0,0,0,0,0
Donkey Kong Land III,"fame-and-fortune seekers have flooded donkey kong country in search of the fabled lost world. you command dixie kong and kiddy kong through 36 kong-sized levels of action and adventure. use your animal friends - squitter the spider, squawks the parrot, ellie the elephant, enguarde the swordfish and parry the parallel bird - to help you prove your adventuring skills and find the lost world before someone else does! ",0,0,0,0,0,0,0,0,0,0
Sonic Unleashed,"transformed and unleashed, sonic races to save the world… and himself!
 
sonic the hedgehog is on an adventure unlike any other! powered by an all-new engine, sonic unleashed™ merges classic sonic gameplay with the latest in next-generation innovation.
merging blistering 2d action with meticulously rendered 3d environments, players race through intriguing locations across the globe as sonic to save a chaotic world. on a quest for domination once more, dr. eggman unleashes a slumbering beast from the center of the world. the event causes a devastating tremor that splinters the world into seven continents and triggers a hair-raising transformation in sonic. with the world divided and sonic altered with new abilities and powers, the stage is set for a climactic battle… for when the sun sets, a whole new adventure awakens!
 
key features
• sonic’s world transformed: sonic maintains his high-speed abilities during the day, but at night he is transformed into a mysterious dark form with incredible never-before-seen abilities including 3d-action brawling and amazing agility.
 
• tight navigation and speed control: players accelerate to super speed with ‘sonic boost’ by collecting rings to increase sonic’s ‘ring energy.’ using ‘quick step,’ players will quickly move left or right to avoid obstacles instantly. additionally, ‘speed drift’ allows players to rocket through turns without slowing down.
 
• powerful new engine and cinematic graphics: with its new propietary “hedgehog engine,” sonic unleashed enhances the classic 2d perspective with mind-blowing 3d stages. other next-gen technology capabilities include global illumination, grid computing, continuous data streaming and an intricate path finding system.
 
• enhanced and expanded environments: many unique and fascinating continents offer the player an opportunity to save the world in a dynamic, high-speed experience. 
 
in addition to exploring exciting unlockable areas, players dash through up to nine locations resembling real-life destinations including the great wall of china, arctic pole glaciers and many more.
 
from: sega ",1,2,0,0,0,0,0,0,8,0
Shrek 2,"leaner. meaner. greener. well, maybe not leaner.   go beyond the film as you guide shrek and all his pals on a thrilling, squad-based action-adventure. voyage through familiar haunts like shrek’s swamp. explore all-new areas like far far away and even locations not seen in the film, like billy goat’s gruff bridge, the spooky forest, and the dwarven mines.   get 3 of your friends together and watch the mayhem multiply. choose 4 characters from a list of 10, including shrek and princess fiona™, donkey, puss in boots™ and lil' red, and everybody plays at once. tag-team baddies and use each character’s special abilities to solve puzzles and accomplish mission objectives. switch among characters in the heat of battle. laugh out loud as you and your pals are treated to hours of comic dialogue and sight gags.   experience hero time. master each character’s unique special moves in single-player segments and mini-quests that feature one character at a time. then show off the skills you’ve perfected in the main game and start cleaning swamp!
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Wall-E,"race, fly and shoot as you take futuristic robots wall•e and eve through a fast-paced adventure. from the desolate waste-lands of earth to the axiom space cruiser, throw cubes and blast robots and obstacles while you relive some of the movie’s most thrilling moments and explore worlds filled with non-stop action and adventure, along with head-to-head multiplayer challenges. dodge dangerous enemies, carry out intense missions and navigate your way through a futuristic galaxy!

unique game play experience tailored specifically for the wii
use the pointer for flight control and power surges, and to fire eve's laser arm
3 unique, head-to-head multiplayer mini-games with 3 variations each
play as co-op wall•e and eve
explore 9 worlds

-thq ",0,0,0,0,0,0,0,0,0,0
The Simpsons Game,"the simpsons™ game features a hilarious, sprawling, and mind-busting storyline crafted by the tv show’s emmy award-winning writers. in this action-comedy, the full cast of voice actors from the tv show and movie reprise their roles to lend the ultimate in authenticity and realism to the game. in the simpsons game, homer, marge, bart, and lisa use exciting, all-new powers to save the world from rising chaos. to help the simpsons, gamers at home must journey through all of springfield (as well as vast worlds beyond!), vanquish an amazing array of villains, and fight their way through parodies of multiple popular games.
key features
the real simpsons
you wouldn't want to hear comic book guy voiced over by an actual comic book shop guy, would you? neither would we! that's why we got the actual voice actors from the tv show and movie to reprise their roles, so the characters in the simpsons game sound exactly as they should.
 play your favorite characters
play as all members of your favorite dysfunctional tv family as you battle to save them from video game purgatory.
 it's the real deal
just like you want the game to sound like the show, you also want it to look like the show. and thanks to some really smart guys using innovative 3d into 2d technology, it does! add in a huge cast of simpsons folks and an amazing level of interactivity and you've got a simpsons experience like no other.
 haw-haw!
when the simpsons aims its trademark wit at the video game industry, nothing's sacred! pop culture and current event parodies join the mix to deliver classic the simpsons humor and then some!
 they're simpsons and then some
the simpsons family has been given special video game powers! from lisa’s saxophone spin to homer's power burp, these special abilities give the simpsons a fighting chance against the videogame baddies.
electronic arts uk ",0,1,0,0,0,0,0,0,0,0
Braid,"braid is a puzzle-platformer, drawn in a painterly style, where the player manipulates the flow of time in strange and unusual ways. from a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. in each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. the time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more. braid treats your time and attention as precious; there is no filler in this game. every puzzle shows you something new and interesting about the game world. braid is a 2-d platform game where you can never die and never lose. ",0,0,0,0,0,0,0,0,0,0
Rayman Origins,"
rayman is back!fifteen years after the first rayman game launched worldwide, michel ancel (celebrated creator of this limbless yet limitless hero) returns to his roots to revive the fun with one of platforming’s most iconic characters. this time, rayman is joined by his friends globox and two teensies for 60 levels of an immersive 2d platforming adventure in full hd graphics, featuring 4-player, jump-in/jump-out coop; all running at 60 fps!enter the glade of dreamsa gorgeously designed interactive cartoon playground populated by strange and hilarious creatures in eye-popping environments.when the glade of dreams is overrun by ‘nefurrious’ darktoons, the fairy council hastily invokes rayman to save the day; but the hero of light isn’t quite all there… to help him, rayman teams up with his best friend, globox, and two crafty wizards, the teensies. together they form the world’s most hilarious team of heroes and will need to restore peace to the glade or watch as their beloved home vanishes like a bad dream...

ubisoft ",0,1,0,0,5,0,1,0,0,0
Knack,"mankind must turn to knack, an unlikely hero, to protect them from a dangerous new threat. the unassuming knack stands at a mere three feet tall, but thanks to the power of mysterious ancient relics, he can transform into a powerful brute or even a gigantic wrecking machine. knack is mankind’s only hope for turning the tide against the invading goblin army, but trying to harness the true power of the relics could threaten to put the whole world at risk. from mark cerny, one of the greatest minds in video games today, knack is a fun-filled adventure of colossal proportions that invites players to wield fantastic powers and discover a unique and vibrant world, available exclusively for playstation®4.
source: developer ",0,0,0,0,0,0,0,0,0,0
Sonic Adventure 2 Battle,"battle to save the world or conquer it!
mistaken for a dark villainous hedgehog, sonic must discover who is responsible for his troubles! choose hero or dark, it's time to save the world - or conquer it!

new ""battle"" mode for enhanced 2-player action
play the cute and comical chao karate
30 action stages with over 150 missions
sonic adventure 2 battle connects your nintendo gamecube to your gameboy advance so you can take your chao on the go!

*sega - back of box
  ",0,0,0,0,0,0,0,0,2,0
Oddworld: Abe's Exoddus,"oddworld: abe's exoddus is a 2d platformer game, developed by oddworld inhabitants and published by gt interactive,  which was released in 1998. ",0,1,0,0,0,0,0,0,0,1
Shadow The Hedgehog,"shadow awakens with amnesia and is tormented by a dark past as he struggles to unveil his true identity. was he created to save humankind or to do the evil bidding of the dark side? only by collecting the seven chaos emeralds will shadow unlock the truth. caught in a complex battle between aliens, the g.u.n. army, and dr. eggman, shadow becomes the very element that may tip the scales between good and evil forever. the epic is set…and the path that shadow will ultimately take is completely up to you!
features:  * open-ended, story altering choices. produce positive or dire consequences in shadow's future by the paths you choose. have a different experience every time you play!  * intense high-speed action! shadow has amplified speed and firepower, and can manipulate time and space with chaos control or create unbelievable destruction with chaos blast.  * weapons, vehicles, and items! draw from a huge arsenal of weapons including projectiles, firearms, bazookas, blasters and worm lasers. speed away on a motorcycle, an alien craft or an suv. and, for the first time ever in a sonic property – pick up and use environmental objects like poles, sticks and debris to plow your way through the mission.  * an all-star cast of characters! all of your favorite characters from the sonic series, as well as an interesting lineup of new allies and adversaries!  * huge variety of unique and intriguing stages and missions. over 20 stages and more than 50+ missions.  * two-player competitive mode. get your friends in on the intense action.
sega ",0,0,0,0,0,0,0,0,2,0
Disney Epic Mickey 2: The Power of Two,"unleash the power of the brush in an all new co-op adventure. join  mickey and oswald in an epic battle to save the magical world of  wasteland and change it forever. interact with your favorite characters  like never before in the most heroic adventure yet.
features

all in-game characters. even oswald the lucky rabbit, are fully voiced
get immersed in disney's rich history and challenge adversaries
discover disney's forgotten characters and new ones plus never before seen attractions
master 2d puzzle-based, platforming gameplay inspired by classic disney animated films & shorts
enjoy an original game story co-written by award-winning marv wolfman and junction point

source: official site ",0,1,0,0,0,0,1,0,0,0
Donkey Kong Junior,"junior's revenge...remember in donkey kong how mario fought papa donkey kong?  well, mario won.  now he has papa locked up like an animal in a cage.  only you, donkey kong junior, can save papa.  you have to reach a special key to unlock the cage.  but mario has other ideas.as you nimbly climb trees and gracefully swing across vines towards your goal, mario sends jaw-snapping creatures after you.  you earn extra points by plucking fruit to bonk them.  when you have won your first challenge, another scene appears with even greater obstacles.  and the third level is the most difficult of all.you can do it!  after all, you're a chimp off the old block.
 
(credit: nintendo; excerpt from original game instruction manual) ",0,0,0,0,0,0,0,0,0,0
de Blob,"launch a color revolution!
only de blob can flip, bounce and paint his way past the all-powerful i.n.k.t. corporation to launch a color revolution and save chroma city from a future without color. battle against massive tank battalions, speedy i.n.k.t. racers and elite inky soldiers on your quest to free the citizens of chroma city. avoid hot plates, electric shocks and inky turrets to create your own path to the impenetrable i.n.k.t. fortress. just remember that the struggle to reclaim chroma city is to be fought on your terms. remix the city in your own image using custom paints, patterns and soundtracks. super-size your blob to attack larger and stronger enemies. join the color revolutionaries to refine your skills while making a mess. the race to rescue chroma city has just begun, and only de blob can save the world from a black-and-white future.

de blob: flip, bounce and paint your way past the all-powerful i.n.k.t. corporation to launch a revolution and save chroma city from a future without vibrant color.
long live color!: join the color revolutionaries in the resistance against the evil comrade black and his diabolical array of hot plates, electric shocks, and ink turrets.
free the citizens: free your friends from a black and white world by dodging ink cannons, flattening i.n.k.t. tanks and outsmarting inky soldiers.
save your city: remix chroma city’s towering skyscrapers, expansive bridges and massive landmarks in your own style using custom paints, patterns and soundtracks.
make a mess: super-size your blob as you splash, spray, and splatter everything you touch in sprint, race and combat challenges.
multiplayer: compete for control as ink levels rise and wind cannons fire in eight multiplayer-specific gameplay modes.

-thq ",0,0,0,0,0,0,0,0,0,0
Skylanders: Trap Team,"

kaos has blown up the walls of the feared cloudcracker prison freeing the most notorious villains in skylands! it’s up to you and the skylanders to find and capture them. using traptanium™, a magic material that can harness the power of the elements , you have the amazing ability to trap the villains and return them to skylands to fight for you! begin the ultimate adventure as you explore skylands in search of the escaped villains!
source: skylanders.com
 ",0,0,0,0,0,0,0,0,0,0
Sonic Unleashed,"transformed and unleashed, sonic races to save the world… and himself!
 
sonic the hedgehog is on an adventure unlike any other! powered by an all-new engine, sonic unleashed™ merges classic sonic gameplay with the latest in next-generation innovation.
merging blistering 2d action with meticulously rendered 3d environments, players race through intriguing locations across the globe as sonic to save a chaotic world. on a quest for domination once more, dr. eggman unleashes a slumbering beast from the center of the world. the event causes a devastating tremor that splinters the world into seven continents and triggers a hair-raising transformation in sonic. with the world divided and sonic altered with new abilities and powers, the stage is set for a climactic battle… for when the sun sets, a whole new adventure awakens!
 
key features
• sonic’s world transformed: sonic maintains his high-speed abilities during the day, but at night he is transformed into a mysterious dark form with incredible never-before-seen abilities including 3d-action brawling and amazing agility.
 
• tight navigation and speed control: players accelerate to super speed with ‘sonic boost’ by collecting rings to increase sonic’s ‘ring energy.’ using ‘quick step,’ players will quickly move left or right to avoid obstacles instantly. additionally, ‘speed drift’ allows players to rocket through turns without slowing down.
 
• powerful new engine and cinematic graphics: with its new propietary “hedgehog engine,” sonic unleashed enhances the classic 2d perspective with mind-blowing 3d stages. other next-gen technology capabilities include global illumination, grid computing, continuous data streaming and an intricate path finding system.
 
• enhanced and expanded environments: many unique and fascinating continents offer the player an opportunity to save the world in a dynamic, high-speed experience. 
 
in addition to exploring exciting unlockable areas, players dash through up to nine locations resembling real-life destinations including the great wall of china, arctic pole glaciers and many more.
 
from: sega ",1,2,0,0,0,0,0,0,8,0
SpongeBob SquarePants: Battle for Bikini Bottom,"he is our only hope...
the evil plankton has set in motion his most diabolical plot ever! the fate of bikini bottom and possibly mankind as we know it has been put in the hands of 3 unsuspecting heroes. join spongebob and his friends in their fearless crusade to end plankton's evil scheme...

encounter your favorite characters from the cartoon including special cameo appearances
pull off crazy maneuvers like ""tongue boarding"" or ""underwear bungee jumping"" even launch a ""guided cruise bubble""
play as spongebob, patrick and sandy cheeks - each with their own special abilities
10 huge 3d worlds to explore including special bonus areas and other secret rewards

*thq - back of box
  ",0,0,0,0,0,0,0,0,0,0
Dust: An Elysian Tail,"immerse  yourself in a gorgeous hand-painted world on a search for your true  identity. as the mysterious warrior, dust, your action-packed journey  will take you from peaceful glades to snowy mountaintops and beyond. at  your disposal is the mythical blade of ahrah, capable of turning its  wielder it into an unstoppable force of nature, and the blade's  diminutive guardian, fidget.  battle dozens of enemies at once with an easy-to-learn,  difficult-to-master combat system, take on a variety of quests from  friendly villagers, discover ancient secrets and powerful upgrades  hidden throughout the massive, open world, and uncover the story of an  ancient civilization on the brink of extinction as you fight to uncover  your own past. 

 take control of dust, a warrior searching for his true purpose, as he  joins forces with the mystical blade of ahrah and its guardian, fidget,  to save the world of falana from an army unlike any before it!
 explore an incredible hand-painted world!
 match wits and weapons against challenging monsters!
 take on side-quests from a cast of colorful, fully-voiced characters!
 craft dozens of items and discover falana's rarest treasures!
 compete against your friends' high scores in ranked challenge arenas!

source: http://www.noogy.com/main.html ",0,0,0,0,0,0,0,0,0,0
The SpongeBob SquarePants Movie,"bigger! better! more absorbent!
join spongebob and patrick on their most perilous journey ever to a mysterious place no sea creature has ever returned from. only you can help them save mr. krabs and all of bikini bottom from plankton's dreaded ""plan z"".

play as spongebob or patrick - each with their own crazy moves.
spend your ""manliness"" points on ""macho-enhanced"" powerups like the ""cart wheel attack"" or ""electric guided sonic wave guitar""
hop in the patty wagon for a brand new driving experience
re-live the movie and face-off against powerful enemies

*thq - back of box
  ",0,0,0,0,0,0,0,0,1,0
