Name,Summary,assassin,transformers,bakugan,ninja,combat,spider,samurai,warriors,enemies,lego,spidey,zeroes,salem,bombur,thorin,ronan,hobbit,superchargers,emmet
LEGO Jurassic World,"following the epic storylines of jurassic park, the lost world:  jurassic park and jurassic park iii, as well as the smash-hit jurassic  world, lego jurassic world is the first game where players will be able  to relive and experience all four jurassic films. reimagined in lego  form and told in tt games' signature classic lego humor, the thrilling  adventure recreates unforgettable scenes and action sequences from the  films, allowing fans to play through key moments and giving them the  opportunity to fully explore the expansive ground of isla nublar and  isla sorna.
game features

 relive key moments from all four jurassic films: an adventure 65 million years in the making - now in classic lego brick fun! 
wreak havoc as lego dinosaurs: choose from 20 dinosaurs,  including the friendly triceratops, deadly raptor, vicious compy and  even the mighty t. rex. 
 customize your own dinosaur collection: collect lego amber and  experiment with dna to create completely original dinosaurs, like the  dilophosaurus rex. 
 populate and explore isla nublar and isla sorna: put your unique  dinosaur creations in to paddocks as you complete special free play  missions.
 play with family and friends with easy access drop-in, drop-out gameplay option. 

source: official website ",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Red Dead Redemption: Undead Nightmare,"when former outlaw john marston wakes up at his farmhouse, he finds a world gone insane: overnight, deranged hordes have overrun the towns and outposts of the american frontier. in a desperate attempt to save his family, marston must traverse a world torn apart by chaos and disorder, using every skill he has to survive long enough to find a cure.
take on the dying and undead west in multiplayer with exciting co-op missions and competitive modes. attack and defend in stronghold mode, or take over territory in land grab. play online as iconic characters from red dead revolver or as legends from red dead redemption. school your friends in poker, liar's dice and horse racing and annihilate your enemies with the deadly tomahawk and explosive rifle.
 
source: game case (eu) ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mission: Impossible,"good morning, mr. phelps...
prepare to enter into the most demanding and dangerous mission impossible ever. your mission, should you decide to accept it, will be to guide your team through a spectacular series of authorized worldwide missions encompassing over 20 levels of gameplay. razor-sharp reflexes, the ability to make quick decisions, strategic thinking and an extremely high level of accuracy will prove essential.as always, should you, or any member of your im force be caught or killed, the secretary will disavow any knowledge of your actions. as usual, ethan hunt will be your point man. this game will not self-destruct in five seconds, but you may...
good luck, jim!

an explosive arsenal of high-tech weapons and gadgetry. 
super-smart a.i. adversaries--they will track you down! 
a pulse-pounding mixture of action and intelligence. 
interchangeable 3rd to 1st-person viewpoints. 
player supported by back-up imf members.

source - back of box. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Overdrive,"the city’s overrun with mutants. problem? not for you. sunset overdrive  is an open-world playground of post-apocalyptic possibilities. vault,  grind & wall-run while using a deadly & unconventional arsenal.  with hyper-agility, unique weapons, & customizable abilities, it  rewrites the rules of shooters while delivering an irreverent adventure.
source: developer ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Star Wars: The Video Game,"the world’s most successful film series meets the world’s most successful toy in the epic video game lego® star wars®. this brilliantly conceived alliance blends the unique world and designs of lego play materials with the unforgettable characters, stories and vehicles of the prequel eras of the star wars universe.
play the most memorable and exhilarating scenes from the phantom menace, attack of the clones and the forthcoming episode iii revenge of the sith including pod racing on mos espa, the repelling of the droid onslaught in the genosian arena and obi-wan kenobi and qui-gon’s fatal fight with darth maul. besides controlling the likes of obi-wan kenobi, yoda, anakin skywalker and r2-d2, notorious dark side enemies such as jango fett, darth maul and count dooku appear in thrilling showdowns. as you progress through the game you unlock many new characters including those from the dark side, and you must switch between them to solve puzzles using their special abilities.
in addition to a single-player mode, there is a ‘drop in, drop out’ two-player co-operative mode allowing a second player to enter or leave the action whenever they want. there is also a free-play mode where unlocked characters can be played in different scenarios to those of the films. this adds immeasurably to the game’s replayability and there are further incentives to complete the game for budding jedi knights in the form of hidden levels and vehicles.
 
source - www.eidosinteractive.com (publisher) ",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Gauntlet: Dark Legacy,"""warrior needs food, badly"" those words bellowed out of arcades in the ‘80s from the classic arcade great gauntlet. and at last, that timeless gaming warrior gets its needed food with a feast of visuals and intense gameplay with the conversion of gauntlet: dark legacy on the playstation 2 computer entertainment system. thumbs, prepare to blister, because the odds and excitement are once again maxed out in this medieval challenge of axes, bows, and magic. throngs of ogres and wyverns assail your band of warriors and magicians, who will hack and slash without mercy on their quest. incredible boss encounters and multiple paths of adventure make the journey even more exhilarating, and with the dazzling explosions and vivid blasts of color pumped out of the playstation 2 system for this melee, your only way to survive the onslaught of action is to fight for your life.
us.playstation.com ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaboom!,"one charming ""mad bomber"" really doesn't mean any harm.  it's just that he loves nothing better than to drop his bombs and watch them explode.only you can stop him.  as he tosses his bombs, you race to douse their fuses with your buckets of water.  the more bombs that splash in your buckets, the more points you score.  but, the more points you score, the faster the bombs drop.miss a bomb, and you'll learn how kaboom! got its name.here's a true test of stamina, reflexes and concentration--kaboom! by activision.  simply spellbinding!
 
(credit: activision; description as provided on back of original game box) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doraemon,"doraemon is an action game, published by hudson,  which was released in japan in 1986. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden II,"
ninja gaiden® ii makes its long-awaited debut on xbox 360® as the blockbuster action-packed sequel to ninja gaiden®. ninja gaiden ii features a new and improved game engine, developed from the ground up exclusively for microsoft and xbox 360 by team ninja and legendary game developer tomonobu itagaki, creator of the famed dead or alive franchise.
guide ryu hayabusa on a mission to avenge his clan and prevent the destruction of the human race. armed with an assortment of ninja weaponry, help ryu to skillfully maneuver through a world fraught with peril and danger. ninja gaiden ii features an all-new gameplay engine, new auto-health regeneration system, levels, adventures, enemies, and thrilling combat with an extensive assortment of ninja weaponry, representing a true evolution of the highly popular franchise.

exhilarating ninja action: assume the role of a ninja warrior and experience an all-new combat system that requires skill and mastery of your full arsenal of weapons, including obliteration techniques allowing you to quickly and stylishly finish off an opponent. in addition to a variety of brutal new primary weapons and enhanced versions of previous favorites, ninja gaiden ii features unique acrobatic combat and attacks used not only by ryu hayabusa but also by his formidable enemies.
easy to play, hard to master: ninja gaiden ii’s new auto-healing system featuring semi-permanent damage restored at save points is the natural evolution of the franchise’s distinctive gameplay, and introduces a new twist to managing health. featuring a newly implemented auto-healing functionality and save point system, as well as an extensive story mode and multiple difficulty levels available from the start of the game, the gameplay is accessible to more casual players and challenging to even the most demanding gamers.
massive content and engrossing story: the themes of revenge and friendship in ninja gaiden ii give rise to a series of dramatic events to create a truly compelling story. from tokyo to new york and to the netherworld, the story leads you through a lengthy, action-packed story mode as you skillfully maneuver ryu hayabusa through a demonized world fraught with peril and danger. in addition to the single-player campaign, upload karma scores to xbox live® leaderboards and participate in an all-new master ninja tournament.
realistic graphics in next-generation gaming: built from the ground-up from team ninja's in-house gaming engine for xbox 360, ninja gaiden ii represents the best in amazing visuals, responsive control, and thrilling combat with an extensive assortment of ninja weaponry.


source - www.xbox.com ",0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-Earth: Shadow of War,"middle-earth: shadow of war™ is the sequel to the critically-acclaimed middle-earth: shadow of mordor™, winner of more than 50 industry awards, including 2015 game developers choice awards’ game of the year, outstanding innovation in gaming at the 2015 d.i.c.e. awards and the bafta for game design. in middle-earth: shadow of war, players wield a new ring of power and confront the deadliest of enemies, including sauron and his nazgul, in a monumental battle for middle-earth. the open-world rpg is brought to life through the expansion of the award-winning nemesis system. the robust personalization from middle-earth: shadow of mordor is now applied to the entire world where the environments and characters are all shaped by player actions and decisions, creating a personal world unique to every gameplay experience.
• nemesis system evolved – players turn all of mordor against sauron by leading their personal orc army created by the award-winning nemesis system. the robust personalization from middle-earth: shadow of mordor is now applied to the entire world where the environments and characters are all shaped by player actions and decisions, creating a personal world unique to every gameplay experience. the nemesis system has been expanded with the introduction of followers, who bring about entirely new stories of loyalty, betrayal and revenge. through nemesis fortresses, players utilize different strategies to conquer dynamic strongholds and create personalized worlds with their distinct orc army.
• beyond mordor – players experience the epic scale of the open-world in a number of ways including new regions and gameplay modes, larger environments, enriched visuals, expanded dialogue and more ways for players to create their story.
• enhanced combat – harness the power of talion and celebrimbor as the bright lord with enriched varieties of combat to take down enemies, include duality, the new ring of power, enhanced stealth, melee and more.
• enemy diversity – defeat sauron’s deadliest warriors, including new varieties of orcs, olog-hai (war trolls), fire-breathing drakes (dragons), armored caragors and many others.
• orc tribes – orcs belong to tribes, which extend their influence and culture throughout the open-world, creating a rich ecosystem of missions, exploration and a dynamic orc society.
 
• original story in middle-earth – taking place in the time between the hobbit and the lord of the rings, the original story continues with talion and celebrimbor, known as the bright lord, who must go behind enemy lines to build an army, forge a new ring of power and turn all of mordor against the dark lord, sauron.
source: publisher ",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lego Marvel Super Heroes,"smash, swing and fly in the first lego® videogame featuring more than  100 of your favorite super heroes and super villains from the marvel  universe, including iron man, wolverine, the hulk, spider-man, captain  america, black widow, loki and deadpool.  help save earth as your favorite marvel character with your super-cool  strengths and abilities: iron man flies, hovers, shoots missiles and  unleashes a powerful unibeam directly from his chest; spider-man shoots  webs, uses his spider-senses to spot objects invisible to others, crawls  up walls and, of course, web-slings; captain america throws his mighty  shield at objects and enemies, embeds it into a wall to create a  platform, and protects himself from damage.  and of course, hulk  smashes!   perform new and powerful moves as “big-fig” characters like hulk and  abomination.  leave a path of destruction as you smash through lego  walls and throw cars using hyper strength.

discover lego manhattan like never before, and travel to iconic  locations from the marvel universe, such as the x-mansion, asteroid m  and asgard.
create unique super heroes with customizable characters.
enjoy an exciting original story, filled with classic lego videogame adventure and humor.
battle enemies using super power abilities such as flight, super strength and invisibility.
use fast-paced combat moves and activate super moves like hulk’s thunder clap and iron man’s arc reactor.
complete challenges and earn rewards.
get super-power assistance from cameo tag team partners or take full control of them in free play mode.

source: official site ",0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
LEGO Star Wars III: The Clone Wars,"play in 3d levels spanning the entire clone wars era, including seasons        1 and 2 of the hit animated tv series! all new abilities like using your        lightsaber to climb walls, jedi force leaps and all new clone weapons!
the beloved and critically acclaimed lego® star wars™ franchise is back        and coming to homes around the world in 2011. the third sequel, lego        star wars iii: the clone wars, combines the epic stories and iconic        characters from the star wars universe and hit animated tv series star        wars: the clone wars™ with all-new gameplay features.
 
players will enjoy brand new game mechanics allowing them to create,        control, and explore in a galaxy far, far away like never before.        promising breathtaking visuals as well as new characters and levels, the        game also features the signature tongue-in-cheek humor from the lego        universe. with more than 10 story-based missions and lots of bonus        content spanning the entire clone wars era, lego star wars iii: the        clone wars will allow fans to endlessly explore and laugh their way        through the star wars galaxy in the most humorous, accessible, and        action-packed lego game to date.
(nintendo) ",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Action Bass,"if you think you’re up to the challenge, then get ready for action bass!

4 diverse fishing areas! plus a bonus area to unlock! 
keep your five biggest catches alive in your personal aquarium! 
choose from “tournament style” or “challenge mode”, sharpen your skills in “free mode” or if you’re good enough, unlock the bonus mode! 
start with 5 custom lures and unlock 4 more if you kick bass

take 2 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenchu: Wrath of Heaven,"follow the path of the ninja.
in a time of hiatus in a period of bitter wars and great turmoil, the azuma ninja clan ends its year of mourning for the tragic death of rikimaru. the land of lord gohda celebrates the passing of the fourth season of peace since the defeat of lord mei-oh. only the azuma ninjas knew the truth about lord mei-oh's disappearance into a portal after he was defeated. it was a secret that even lord gohda did not know. the azuma ninjas serve lord gohda with their lives and with their honor- delivering midnight messages to neighboring states and punishment in the shadows to those who turned against him. they are a feared yet unknown group, a faceless arm of justice masked in a cloud of secrets. they are his merciless force of silent assassins.
take on the role of one of three characters. utilize over 20 authentic ninja weapons and tools. experience the all-new stealth attacks and enhanced fighting engine. master new combo attacks. earn new abilities and combos by racking up stealth kills. play with a friend on 5 unique multiplayer levels. complete unique mission objectives, including espionage, theft and assassination. play through multiple game endings.  
you'll be coming back for more.
source: activision ",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commando,"take control of commando - ""super joe"" - and use your skill on a highly secret mission... challenging the evil empire army in fierce guerilla warfare. super joe and your skill - armed only with super joe's rifle and unlimited ammunition, plus a hand grenade that requires replenishing. your assignment... find and destroy the enemy... stopping attempts to dominate the world's population and resources. you must skillfully control super joe's venture into a deep, unexplored jungle region. surprisingly, you and super joe find the enemy behind iron walls, on bridges to cross, and in trucks and jeeps that try to ram super joe. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO City Undercover,"join the chase! lego® city undercover is coming to current  and new generation consoles for the first time. in one of the most  expansive lego videogames to date, players become chase mccain, a police  officer who goes undercover to hunt down the notorious – and recently  escaped – criminal, rex fury, to put an end to his city-wide crime wave.  this open-world lego adventure allows fans and newcomers to explore the  sprawling metropolis that is lego® city with more than 20  unique districts to investigate, filled with car thieves to bust,  vehicles to navigate, mischievous aliens to capture, hilarious movie  references to discover, lost pigs to rescue and of course, hundreds of  collectibles. with 15 special assignments to conquer, lego city  undercover brings together witty, original storytelling with signature  lego humor to create a fun-filled experience for players of all ages,  available on the playstation®4 computer entertainment system, xbox one®, nintendo switch™ and pc.
source: https://www.lego.com/ ",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Resident Evil - Code: Veronica,"resident evil code: veronica takes up the story of claire redfield, a character from resident evil 2. in that game she was searching for her brother chris (a missing s.t.a.r.s. member) and in resident evil code: veronica we follow her to europe where she continues her search at umbrella headquarters. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King," based on new line cinema's upcoming film adaptation of j.r.r. tolkien's classic fantasy novel, the lord of the rings™: the return of the king™ video game will put the fate of middle-earth in the hands of the gamer. in the final installment of the blockbuster movie trilogy, players must destroy the one ring by casting it into the crack of doom, freeing middle-earth from the clutches of the dark lord sauron.   ea's second ""lord of the rings"" action adventure game, the return of the king, will allow players to journey through multiple gameplay paths, taking control of the motion picture trilogy's heroes. defend the walls of minas tirith as gandalf, raise the army of the dead as aragorn, legolas or gimli, and with frodo and sam, deliver the ring to the fiery depths of mount doom.   based on the environments from the upcoming movie, the return of the king's third person gameplay will include immersive action and adventure elements set in rich, interactive levels. an all-new multiplayer co-op mode will let players form their own fellowship before embarking on their journey through middle-earth.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Star Wars: The Video Game,"the world’s most successful film series meets the world’s most successful toy in the epic video game lego® star wars®. this brilliantly conceived alliance blends the unique world and designs of lego play materials with the unforgettable characters, stories and vehicles of the prequel eras of the star wars universe.
play the most memorable and exhilarating scenes from the phantom menace, attack of the clones and the forthcoming episode iii revenge of the sith including pod racing on mos espa, the repelling of the droid onslaught in the genosian arena and obi-wan kenobi and qui-gon’s fatal fight with darth maul. besides controlling the likes of obi-wan kenobi, yoda, anakin skywalker and r2-d2, notorious dark side enemies such as jango fett, darth maul and count dooku appear in thrilling showdowns. as you progress through the game you unlock many new characters including those from the dark side, and you must switch between them to solve puzzles using their special abilities.
in addition to a single-player mode, there is a ‘drop in, drop out’ two-player co-operative mode allowing a second player to enter or leave the action whenever they want. there is also a free-play mode where unlocked characters can be played in different scenarios to those of the films. this adds immeasurably to the game’s replayability and there are further incentives to complete the game for budding jedi knights in the form of hidden levels and vehicles.
 
source - www.eidosinteractive.com (publisher) ",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Resident Evil Director's Cut,face your fears... in the ultimate experience of suspense and terror. blood-thirsty zombies. mutant beasts. monstrous serpents. untold mysteries lurk around every corner. the nightmare lives on in the award-winning game of survival horror. now the terror comes alive with the dual shock analog controller to send shivers up and down your spine. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man 2,"two years have passed since peter parker first hit the streets of new york city as the conflicted crime-fighter spider-man. now he finds himself battling his most diabolical villain yet, the mechanized, multi-tentacled doc ock. the nefarious doc ock was once dr. otto octavius, a brilliant nuclear physicist. but a freak accident transformed him from a timid researcher to a criminally insane megalomaniac who blames spider-man for his horrible transformation. now the scientist peter once idolized for his remarkable intellect has marked our web-slinger for death.   experience total freedom as you soar through the concrete canyons of a living, breathing manhattan, complete with familiar landmarks and bustling, traffic-clogged streets. true non-linear gameplay (gamecube™, playstation®2, and xbox® only) means you can web-swing wherever you like, whenever you like, exploring the vast metropolis and reliving scenes from the spider-man 2™ movie. combat petty thugs and aid nyc citizens in challenging side-quests, or pursue the lunatic doc ock and other classic spider-man rivals. the decision is yours.
source - www.activision.com (publisher) ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: The Game,"control the outcome in the battle for earth this summer with transformers™, the official game of the blockbuster film from producer steven spielberg and director michael bay. protect or destroy the earth: as the transformers™ war comes to earth, you must make a choice—protect earth as autobots or destroy it as decepticons. with dual campaigns, the fate of the world is in your hands. transformation: instantly change from a larger-than-life robot to a high-powered vehicle to leave your enemies in the dust. destroy everything: every object in the game world, including buildings and vehicles, can be crushed, toppled, wrecked—even used as weapons. choice of playable characters: choose among an army of characters in the transformers™ universe and utilize their unique abilities to complete missions. combat variety: for head-to-head battles, engage in melee combat with special moves unique to each character. from longer distances, use ranged weapons in either robot mode or vehicle mode to take out your enemies.
source - www.activision.com (publisher) ",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LEGO Marvel Super Heroes 2,"lego marvel super heroes 2 is an all-new, original epic adventure and  sequel to the smash hit, lego marvel super heroes. bringing together  iconic marvel super heroes and super villains from different eras and  realities, this original branching storyline transports players into a  cosmic battle across a myriad of marvel locations ripped from time and  space into the incredible open hub world of chronopolis. packed with  signature lego humor for fans of all ages, gamers will go head-to-head  with the time-travelling kang the conqueror through ancient egypt, the  old west, sakaar, new york city in the year 2099, xandar and many other  imaginative settings in this fun-filled journey spanning the marvel  universe.
features:

open world chronopolis –  explore 18 different  marvel locations ripped from time and space, all of which come together  to form one huge, incredible chronopolis open hub world, including  ancient egypt, the old west, sakaar, new york city in 2099, xandar and  many more.  
original story – picking up directly where  lego marvel super heroes left off, this all-new sequel features a  completely original branching storyline, co-written by award-winning  comic book author kurt busiek (avengers forever), bringing together a  diverse roster of iconic marvel super heroes and super villains from  different time periods and realities. players will ultimately go  head-to-head with the time-travelling kang the conqueror in an epic  cosmic battle across the expansive open hub world of chronopolis.  
it’s about time – new time manipulation  mechanic allows specific characters to move time forwards or backwards  to change the state of in-game elements, help players progress through a  level or allow secrets to be discovered. different versions of  characters from different eras can also meet up in-game, from spider-man  noir and spider-man 2099 to cowboy captain america and captain america  as seen today.  
iconic super heroes and super villains – a  diverse roster of characters from across the marvel universe, including  groot, rocket raccoon, star-lord, gamora, drax, doctor strange, doctor  octopus, green goblin, spider-gwen, spider-man, captain america, thor,  hulk, hawkeye, iron man, ms. marvel, ant-man, black panther, captain  marvel, kang the conqueror and a whole lot more!

source: lego ",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Castlevania: Lords of Shadow,"

castlevania - lords of shadow is a dark and vivid new re-imagining of the castlevania mythology.
it is the end of days and ungodly powers isolate the earth. the world's alliance with the heavens has been threatened by a dark and malevolent force - the mysterious lords of shadow. across this shattered land, the souls of the dead wander unable to find peace, whilst creatures of evil wreak chaos and death upon the living.gabriel belmont is a member of the brotherhood of light, an elite group of holy knights who protect and defend the innocent against the supernatural. his beloved wife was brutally murdered by the evil forces of darkness and her soul trapped for eternity. neither living nor dead she realizes the horrific truth of what is at stake and guides gabriel to his destiny and hopefully salvation for the world.
features


a brand new castlevania game with state of the art graphics and high production standards to deliver an awesome game experience for playstation 3 and xbox 360 .
high caliber voice acting from the game's stunning cast, with gabriel voiced by robert carlyle (28 weeks later, trainspotting, the full monty and stargate universe), and patrick stewart (x-men, star trek: next generation) as the mysterious zobek. natasha mcelhone (the other boleyn girl, californication, the truman show) and jason isaacs (black hawk down, the patriot, harry potter series) round off the talent.
developed by spanish studio mercury steam and supervised by world renowned kojima productions
intense combat action game with powerful magic system that takes the series back to its roots but with all new game play features that utilize the full power of the playstation 3 and xbox 360 .
immerse into a brand-new storyline that new comers to the castlevania franchise will relish, while existing fans will appreciate on a deeper level with the introduction of characters and tangential side stories that pay homage to what has come before.
overcome obstacles using the combat cross multi-function weapon and hone your platforming skills in this sprawling adventure. swing across chasms, climb sheer walls, rappel down cliffs, grip and pull away any and all things that lay in your path!
solve devious puzzles along your journey that unlock new items to improve your chances of success. leave no stone unturned as you never know what you might find.
take on behemoth enemies that scale to the size of complete world environments and where special attacks and cunning speed are required for advancement.
use secondary weapons like daggers and holy water and combine them with light and dark magic for a wealth of powerful attacks to unleash upon your foes. manage your spells as power comes at a price!
explore gothic ruins, dark castles, old forests and frozen wastelands. discover a whole world to investigate with many routes and hidden secret places that contain items to aid gabriel on his quest.


http://konami.com/games/castlevanialordsofshadow/

 ",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tom Clancy's Splinter Cell: Chaos Theory,"
the next installment of the critically acclaimed stealth-action franchise, tom clancy's splinter cell® chaos theory™ sends sam fisher on a perilous mission to stop a cyberterrorist plot that threatens worldwide war.
also included is the all-new cooperative multiplayer mode as well as the fan-favorite spies versus mercenaries mode that was introduced in tom clancy’s splinter cell® pandora tomorrow™.




unprecedented realism: state of the art graphics and sound technology collide to produce the most breathtaking gaming experience on any console. advanced physics modeling enables rag doll physics, particle effects, and seamlessly dynamic environments.
staggering replayability: achieve primary and optional secondary objectives and negotiate missions with multiple pathways. strive for ultimate stealth and rank yourself with the all-new post-mission statistics and scoring system.
tomorrow’s stealth arsenal: inflict devastation on america’s enemies with the most advanced prototype weapons and gadgets, including electronic jammers and the newly customizable sc-20k modular weapons platform. get up-close and personal with the vicious new combat knife.
deadly agility: take command of an incredibly fluid and expanded variety of stealth maneuvers, including covert combat knife kills, crushing submission holds, and swift assault moves.
hunt or be hunted: take on enemies with clever a.i. that enables them to flank your position, take cover, and remember past events.
white-knuckle thrills: unbearable, gut-wrenching moments of tension that will leave you gasping for air. a twisting story line in a world threatened by a new brand of warfare.
top-notch talent: world-class performances include michael ironside (reprising his role as sam fisher), electronica genius amon tobin (providing a driving, atmospheric soundtrack), and cinematics director andy davis (director of the fugitive, under siege, and collateral damage).
cooperative stealth: play the first-ever cooperative stealth action game. coordinate infiltration missions with a partner against the a.i. over xbox live®, system link, or split screen. innovative joint strategies take teamwork to the next level.
award-winning versus mode: the universally acclaimed spies versus mercenaries mode from tom clancy’s splinter cell pandora tomorrow makes a triumphant return with all-new gadgets, cooperative moves, humiliation moves, and new multiplayer modes. dynamic, evolving environments with elements like destructible walls and actionable triggers ensure that no two matches are ever the same.
exclusive features: including downloadable content over xbox live. extend your game with future releases of extra premium content.



 
xbox.com ",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Red Dead Redemption: Undead Nightmare,"the undead nightmare collection combines the undead nightmare pack,  liars and cheats pack & legends and killers pack.   undead nightmare  pack:  an entirely new single-player campaign following john marston as  he tries to find a cure for the highly-infectious undead plague.    liars and cheats pack:  multiplayer poker, liar’s dice, horse racing,  stronghold competitive mode and explosive rifle.   legends and killers  pack:  nine new map areas, multiplayer characters from red dead revolver  and tomahawk weapon.
 
source: marketplace.xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid HD Collection, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Star Wars III: The Clone Wars,"lego star wars iii: the clone wars will include all the characters from both seasons of the hugely popular animated television series, star wars: the clone wars, as well as some fan-favorite characters from the beloved theatrical star wars saga. the game will feature brand new battle modes, giving players unique, head-to-head combat and an upgraded level builder, allowing the creation of customized bases and in-game battlefields. play either as a jedi or separatist with all-new character abilities, such as squad command, lightsaber slicing, lightsaber jumps, long distance jedi attacks and grapple tie-ups, all within a new, easy-to-navigate hub. ",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ninja Gaiden Sigma,"as ryu hayabusa you are out to seek revenge after your clan is massacred by the vigor empire. realistic battle actions and acrobatic ninja moves are at your finger-tips. you play with only your wits, your ninja skills, and your deadly sword. slice down opponents in the vigor empire as you attempt to beat the holy emperor and reclaim the magic sword ""ryuken"". bringing the classic to the playstation 3, ninja gaiden sigma is a more ""complete version"" of the xbox team ninja title, with new moves, actions, and weapons for hayabusa. also added is a new playable character -- racheal, one of the series' heroines, will be playable, and when using her, you'll get to experience the storyline from her perspective (with new cutscenes, attack moves and more.) ",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 3: The Video Game, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bully: Scholarship Edition,"
bully comes to xbox 360® in bully: scholarship edition, the tale of mischievous 15-year-old jimmy hopkins as he goes through the hilarity and awkwardness of adolescence at the fictional new england boarding school, bullworth academy. beat the jocks at dodge ball, prank the preppies, save the nerds, kiss the girl, and ultimately navigate the social hierarchy in the worst school around.




intriguing storyline: bully: scholarship edition brings together all of the clichés surrounding school, the cliques, the teachers, the pranks, and creates an environment which is hilarious to play and interesting to explore.
new content: for its xbox debut, the game provides eight new missions, four new school classes, new characters, added multiplayer mode, new unlockables, online features, and a grading system. 
huge variety of fun: with 82 missions, 45 lessons, loads of mini-games and collectibles, bully provides over 30 hours of entertainment. 
pranks galore: spread the mischief. use your slingshot to annoy the school mascot, give the preppies wedgies, leave a stink bomb in the cheerleader's locker, trip the prefects on well-placed marbles, drop firecrackers in the toilets, and own the school. 
the school experience: over 100 voiced characters to socially interact with among several social groups: jocks, nerds, preppies, greasers, teachers, townies, carnies, and of course, girls.
your choice: you're in charge.  decide whether you have a positive or negative effect when interacting or accepting missions. say hello to fellow classmates or deliver mean wedgies. decide which girls you want to kiss, or what classes to skip.



 
xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: The Force Unleashed,"the star wars saga continues in star wars: the force unleashed, a video game developed by lucasarts, which casts players as darth vader's ""secret apprentice"" and promises to unveil new revelations about the star wars galaxy. the expansive story is set during the largely unexplored era between star wars: episode ii revenge of the sith and star wars: episode iv a new hope. in it, players will assist the iconic villain in his quest to rid the universe of jedi - and face decisions that could change the course of their destiny.
as its name implies, the force unleashed completely re-imagines the scope and scale of the force by taking full advantage of newly developed technologies that will be seen and experienced for the first time: digital molecular matter (dmm), by pixelux entertainment, and euphoria by naturalmotion ltd. paired with the powerful havok physics system, these new technologies create gameplay only possible on the new generation of consoles. dmm incorporates the physical properties of anything in the environment so that everything reacts exactly like it should - wood breaks like wood, glass shatters like glass, plants on the planet felucia bend like plants on the planet felucia would, and more. meanwhile, as a revolutionary behavioral-simulation engine, euphoria enables interactive characters to move, act and even think like actual human beings, adapting their behavior on the fly and resulting in a different payoff every single time. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
