Name,Summary,naruto,smackdown,tekken,snk,kombat,wwe,fighter,wrestling,fighters,fighting
Virtua Fighter 4,"prepare for a beating

coach your own a.i. character and your fighter against a friend's!
two new characters are added to the 11 existing characters for a grand total of 13 fighters!
high-polygon character models, exquisite detail, and brilliant light sourcing combine to create breath-taking visuals!
clear goals to receive unlockable accessories to customize your character!
new counters and defensive moves to switch up your stance and fighting styles mid-fight!

 
(from the back of the case) ",0,0,0,0,0,0,1,0,0,1
Fight Night Round 3,"the king of the virtual ring is back! garnering high marks from gaming critics including receiving the first perfect score in official xbox magazine for the xbox 360™ version, ea sports fight night round 3 will launch this holiday for playstation®3 computer entertainment system with new exclusive features. knocking out the competition, ea sports fight night round 3 brings the most intense boxing videogame experience to the virtual ring. featuring exclusive content including a comprehensive espn integration package, film quality graphics and a new first person mode called get in the ring, the playstation®3 version continues to innovate on the hit franchise.  get in the ring mode allows gamers to experience the fight through the eyes of the boxer. this is the closest a gamer will ever come to getting into the ring and trading blows with the greatest boxers of all time like oscar de la hoya, muhammad ali and many others. for the first time ever, gamers will truly experience the sensation of the sport with visual and audio effects like ear ringing, restricted vision, flashes of bright light, colour shifts and blur effects that simulate the sense and feeling of getting punched. imagine trying to recover from ali’s lighting fast jabs when you can barely make out his glove through a blinding barrage of flashes and blur.  furthermore, the boxers are more lifelike than ever with everything from the boxer’s sweat and skin to the appearance of their muscles and veins all adding to the realistic gameplay experience. tapping into the power of the playtstation®3, the ea canada development team has come up with new ways to make the boxers look more photo realistic than ever before!
electronic arts uk ",0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Budokai Tenkaichi 2,"dragon ball z®: budokai tenkaichi 2 takes dbz’s popular acrobatic and intense 3d flying and fighting dynamic and takes it to a whole new level with over 100 playable characters, 15 vast and vibrant 3d destructible environments, and nine different game modes, including single and multiplayer battles. experience the entire dbz story, from dragon ball to dragon ball gt, and engage in the ultimate battles with the universe’s most powerful warriors.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,1
Street Fighter II': Special Champion Edition,"smash into the next level! 
from the corners of the globe come twelve of the toughest fighters to ever prowl the streets. choose your champion and step into the arena as one of the eight original challengers or as one of the four grand masters! pound your opponent as balrog and knock them out for the count. tower over your prey as sagat and daze them with your awesome tiger shot. slash your opponent with vega's claw and send them running for cover. or strike fear into your enemies as m. bison, the greatest grand master of them all!

two games in one! play      champion edition or the new hyper mode!
24 megs of heart stopping      martial arts action!
choose from any of 12 unique      fighters. each with their own unique fighting style and special attacks!
features a new group battle      mode. only for the sega genesis!

[us box] ",0,0,0,0,0,0,0,0,1,1
Soul Blade,"what's next in fighting? how about a game that melds 3d movement,  polygon characters, razor sharp graphics, awe-inspiring moves and a  one-of-a-kind combat system? or, in short, soul blade - arguably the  most innovative fighting game on the planet. it's the 15th century and  ten warriors from around the world, each wielding their weapon of  choice, are in bloody pursuit of soul edge - the ultimate weapon. sure,  only one will find it. but it looks like the critics already have found  it. game players magazine voted soul blade ""best game of show"" at ammo,  and next generation calls soul blade ""the most complete fighting game to  date."" obviously, a cut above.

first polygon fighter to feature an authentic weapon-to-weapon combat system - incredibly realistic feedback when weapons collide
ten amazing characters - the most detailed characters yet to be seen on a playstation polygon fighter
characters with their own distinct 3d ending crafted from ancient lore
an arsenal of combo attacks, secret techniques and special throws for each warrior
real 3d backgrounds for each character, providing the player with an unsurpassed sense of realism
all backgrounds feature light sourcing
from electrified swords to glowing ""motion blurs"", stunning special effects highlight each characters' fighting technique
original, orchestral music score set
multiple weapons
 ",0,0,0,0,0,0,2,0,0,3
Fight Night Round 3,"the king of the virtual ring is back! garnering high marks from gaming critics including receiving the first perfect score in official xbox magazine for the xbox 360™ version, ea sports fight night round 3 will launch this holiday for playstation®3 computer entertainment system with new exclusive features. knocking out the competition, ea sports fight night round 3 brings the most intense boxing videogame experience to the virtual ring. featuring exclusive content including a comprehensive espn integration package, film quality graphics and a new first person mode called get in the ring, the playstation®3 version continues to innovate on the hit franchise.  get in the ring mode allows gamers to experience the fight through the eyes of the boxer. this is the closest a gamer will ever come to getting into the ring and trading blows with the greatest boxers of all time like oscar de la hoya, muhammad ali and many others. for the first time ever, gamers will truly experience the sensation of the sport with visual and audio effects like ear ringing, restricted vision, flashes of bright light, colour shifts and blur effects that simulate the sense and feeling of getting punched. imagine trying to recover from ali’s lighting fast jabs when you can barely make out his glove through a blinding barrage of flashes and blur.  furthermore, the boxers are more lifelike than ever with everything from the boxer’s sweat and skin to the appearance of their muscles and veins all adding to the realistic gameplay experience. tapping into the power of the playtstation®3, the ea canada development team has come up with new ways to make the boxers look more photo realistic than ever before!
electronic arts uk ",0,0,0,0,0,0,0,0,0,0
Mortal Kombat,"

mortal kombat (2011) is a reboot of the mortal kombat franchise, returning to the 2d fighting plane of the first three mortal kombat games, featuring classing mortal kombat characters. developed by netherrealm studios lead by series co-creator ed boon, mortal kombat (2011) features the re-telling of the classic storyline of the first three mortal kombat tournaments. new additions to the series include a tag-team fighting mode, challenge tower mode, and revamped fighting mechanics.

 ",0,0,0,0,6,0,0,0,0,3
Mortal Kombat 3,"get ready for the fight of your life...
- 14 selectable fighters - including 8 new characters, 2 new bosses and 1 fighter hidden within the game! watch out for this dude. - 32 megs - the most ever for a mortal kombat game! image memory increased by 33% for awesome graphic resolution! - 12 new 3d-rendered moving backgrounds to keep you jumping! - secret portals that allow you to smash up and down into different backgrounds for the ultimate bi-level battlefield! - more fatalities, animalities and babalities! - intense, live-action, fully-digitalized fight sequences for the most realistic action you've ever encountered!
...plunge into the darkness. it's your fight. it's your life. mortal kombat 3.
[us box] ",0,0,0,0,2,0,1,0,1,0
SoulCalibur IV," 
updated hd graphics – experience the legendary soulcalibur level of graphics in 720p hd resolution for the first time. never before, has soulcalibur looked this good
 
characters:

soulcalibur characters – featuring new original characters added to the mythos, including:     

hilde – fighting to rid her land of the villainous nightmare, she seeks the sword of resurrection, soulcalibur to bring back the mighty king that once brought the world to peace




star wars guest characters – the iconic characters enter to arena challenge the soulcalibur fighters for the future of the powerful swords     

darth vader – wielding his lightsaber with the skill of a master swordsman, the dark lord of the sith intends to defeat all those in his wake in order to discover the ancient power of the swords.
yoda – sensing the great force that could upset the balance of power within the universe, jedi master yoda seeks to discover the cause of this disturbance and stop any who seek wield this malevolent force



new fighting system elements:

active matching battle (amb) – bringing a different take on the battle structure, players fight against multiple opponents under different circumstances in a unique opponent management mechanic.
equipment destruction – once the opponent’s soul gauge is weakened, the player will be able to destroy pieces of their enemies’ armor.  
critical finish – perform a devastating critical finishing move to defeat opponents with spectacular effects regardless of health bar status! 

multiple mode of play:

story – uncover each characters story line as you battle to reveal their motives
 arcade – take on the challenge in battle after battle in this classic arcade mode
 tower of lost souls – fight in special battles to challenge your fighting skills and customizing skills in order to reap the rewards. 
 training – practice your skills to earn your place as the ultimate weapon master
 character creation – create a character unlike any other with custom looks and items. build your character with items that will affect their skills and abilities which will affect the outcome of your impending battles. choose wisely as each item affects the attributes of your character. 
 museum view – movies, back grounds and art that you have unlocked 

online battles: 
for the first time ever, fight online to prove who is the ultimate soulcalibur weapon master in the entire world!  multiple  online versus modes and ranking styles will allow fans to test their fighting and management skills

standard vs – battle one on one in this classic match up for ultimate bragging rights
special vs – take your customized sc character or newly created character into the world arena and prove if your creation is the best in the world

source - www.namcobandaigames.com (publisher) ",0,0,0,0,0,0,0,0,1,4
Knockout Kings, ,0,0,0,0,0,0,0,0,0,0
Fight Night Round 4,"the addition of mike tyson to fight night round 4 fills a hole in videogame rosters that has existed for almost a decade. users will finally be able to fight as ‘iron mike’, or fight against him as one of many other all time greats. promising to revolutionize the fighting genre, fight night round 4 features an all new physics based gameplay engine that brings the most authentic interpretation of the sweet science to the videogame world. the action inside the ring will be faster than ever, delivering a true representation of the sport’s incredible speed, accuracy, timing, and power. fight night round 4 allows you to create dozens of legendary match ups, including tyson vs. ali, with unprecedented realism. ",0,0,0,0,0,0,0,0,0,1
Simpsons Wrestling, ,0,0,0,0,0,0,0,0,0,0
SoulCalibur II,"

13 historic fighters plus all new combatants, including necrid, specially designed by todd mcfarlane productions, inc. 
unique special guest fighters for each platform include link, heihachi and todd mcfarlane’s spawn. 
7 exciting modes of play, including arcade, versus, time attack, survival, team battle, practice and weapon master. 
collect 200 different weapons in the all new, mission–based weapon master mode. 

source - www.namcobandaigames.com (publisher)
 ",0,0,0,0,0,0,0,0,2,0
SoulCalibur II,"

13 historic fighters plus all new combatants, including necrid, specially designed by todd mcfarlane productions, inc. 
unique special guest fighters for each platform include link, heihachi and todd mcfarlane’s spawn. 
7 exciting modes of play, including arcade, versus, time attack, survival, team battle, practice and weapon master. 
collect 200 different weapons in the all new, mission–based weapon master mode. 

source - www.namcobandaigames.com (publisher)
 ",0,0,0,0,0,0,0,0,2,0
WWF No Mercy, ,0,0,0,0,0,0,0,0,0,0
SoulCalibur IV," 
updated hd graphics – experience the legendary soulcalibur level of graphics in 720p hd resolution for the first time. never before, has soulcalibur looked this good
 
characters:

soulcalibur characters – featuring new original characters added to the mythos, including:     

hilde – fighting to rid her land of the villainous nightmare, she seeks the sword of resurrection, soulcalibur to bring back the mighty king that once brought the world to peace




star wars guest characters – the iconic characters enter to arena challenge the soulcalibur fighters for the future of the powerful swords     

darth vader – wielding his lightsaber with the skill of a master swordsman, the dark lord of the sith intends to defeat all those in his wake in order to discover the ancient power of the swords.
yoda – sensing the great force that could upset the balance of power within the universe, jedi master yoda seeks to discover the cause of this disturbance and stop any who seek wield this malevolent force



new fighting system elements:

active matching battle (amb) – bringing a different take on the battle structure, players fight against multiple opponents under different circumstances in a unique opponent management mechanic.
equipment destruction – once the opponent’s soul gauge is weakened, the player will be able to destroy pieces of their enemies’ armor.  
critical finish – perform a devastating critical finishing move to defeat opponents with spectacular effects regardless of health bar status! 

multiple mode of play:

story – uncover each characters story line as you battle to reveal their motives
 arcade – take on the challenge in battle after battle in this classic arcade mode
 tower of lost souls – fight in special battles to challenge your fighting skills and customizing skills in order to reap the rewards. 
 training – practice your skills to earn your place as the ultimate weapon master
 character creation – create a character unlike any other with custom looks and items. build your character with items that will affect their skills and abilities which will affect the outcome of your impending battles. choose wisely as each item affects the attributes of your character. 
 museum view – movies, back grounds and art that you have unlocked 

online battles: 
for the first time ever, fight online to prove who is the ultimate soulcalibur weapon master in the entire world!  multiple  online versus modes and ranking styles will allow fans to test their fighting and management skills

standard vs – battle one on one in this classic match up for ultimate bragging rights
special vs – take your customized sc character or newly created character into the world arena and prove if your creation is the best in the world

source - www.namcobandaigames.com (publisher)
  ",0,0,0,0,0,0,0,0,1,4
WWF WrestleMania 2000,"""the greatest wrestling game ever created!"" -tons of game modes, including cage match, road to wrestlemania, create a ppv, and more! -create and bet wwf championship belts with your friends. -over 50 of the top wwf superstars, more than any other wwf game! -thousands of signature moves, taunts, and mannerisms. -wwf entrances complete with titantron and theme music.-new create a wrestler, with custom moves, costumes, and fighting styles!us box ",0,0,0,0,0,0,0,1,0,1
Fight Night 2004,"fight night 2004, an all-new boxing game that features revolutionary new gameplay mechanics and a dramatic new-school attitude to immerse players like never before. 
featuring an innovative new analog 'total punch control' that allows gamers to throw punches, block, bob, and weave with unprecedented fluidity and precision, fight night 2004 also includes a deep create-a-player option and career mode. ",0,0,0,0,0,0,0,0,0,0
Fight Night Round 3,"the king of the virtual ring is back! garnering high marks from gaming critics including receiving the first perfect score in official xbox magazine for the xbox 360™ version, ea sports fight night round 3 will launch this holiday for playstation®3 computer entertainment system with new exclusive features. knocking out the competition, ea sports fight night round 3 brings the most intense boxing videogame experience to the virtual ring. featuring exclusive content including a comprehensive espn integration package, film quality graphics and a new first person mode called get in the ring, the playstation®3 version continues to innovate on the hit franchise.  get in the ring mode allows gamers to experience the fight through the eyes of the boxer. this is the closest a gamer will ever come to getting into the ring and trading blows with the greatest boxers of all time like oscar de la hoya, muhammad ali and many others. for the first time ever, gamers will truly experience the sensation of the sport with visual and audio effects like ear ringing, restricted vision, flashes of bright light, colour shifts and blur effects that simulate the sense and feeling of getting punched. imagine trying to recover from ali’s lighting fast jabs when you can barely make out his glove through a blinding barrage of flashes and blur.  furthermore, the boxers are more lifelike than ever with everything from the boxer’s sweat and skin to the appearance of their muscles and veins all adding to the realistic gameplay experience. tapping into the power of the playtstation®3, the ea canada development team has come up with new ways to make the boxers look more photo realistic than ever before!
electronic arts uk ",0,0,0,0,0,0,0,0,0,0
Mortal Kombat 4,"a new dimension of kombat.
shao kahn has been defeated at the hands of earth's warriors, and now shinnok has escaped to his confines in the netherealm. the war has resumed once again. this time, the battle can be won by mortals!
real weapon kombat! characters can pull out weapons that can be thrown, dropped or even picked up by your opponent and used against you.
interactive backgrounds: objects in the background can be picked up and thrown at your opponents.
secrets and kodes: mortal kombat 4 is packed with hidden characters, kodes and other features that aren't even in the arcade game!
3d fatalities: watch as brand new and classic fatalities take on a completely different meaning in 3 dimensions! 
3d gameplay: characters can now move in 3d to dodge projectiles or pick up weapons.
enter the sinister 3d realm of mortal kombat 4. shinnok is ready... are you?
 
--box ",0,0,0,0,2,0,0,0,0,0
Dragon Ball FighterZ,"true power knows no limits!
after the success of the xenoverse series, it’s time to introduce a new classic 2d dragon ball fighting game for this generation’s consoles. dragon ball fighterz is born from what makes the dragon ball series so loved and famous: endless spectacular fights with its allpowerful fighters. partnering with arc system works, dragon ball fighterz maximizes high end anime graphics and brings easy to learn but difficult to master fighting gameplay to audiences worldwide.
source: official game page ",0,0,0,0,0,0,0,0,0,2
WCW vs the World, ,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z, ,0,0,0,0,0,0,0,0,0,0
WWE SmackDown vs Raw 2008,"
this year, thq's smackdown series expands once again, as it makes its first ever appearances on the wii, the nintendo ds, and the playstation 3! in addition, ps2 and xbox 360 incarnations will also be available. with many new features, core adjustments and a revamped roster - including ecw arenas and superstars - having been promised by the team behind the game, this is set to be one hell of a slobberknocker in videogame form!
gameplay:svr08 enables you take control of your favourite wwe superstars in a huge variety of game modes and match types, with the strategy you employ being crucial to your chances of victory. thanks to eight newly-employed unique fighting styles, it is essential to think before you strike and make sure that you use moves and tactics that befit your superstar's size, strength and abilities. submission artists will look to force their opponents to tap out, whilst hardcore specialists would much rather smack an opponent with a steel chair and be done with it.  ai will be smarter than ever and the game's core animation is said to be undergoing a total revamp, so the moves you perform will freely flow from one to the next - unless, of course, the opponent counters your offence, which could leave you vulnerable and prone to being attacked - therefore, the timing of your strikes and grapples is essential.  in order to give you increased control over your superstar's actions, a lot of emphasis is placed on the use of analogue control, in particular in the art of submission moves. what direction you push the analogue stick in and how hard you do so affects the amount of pressure you apply in the hold - but similarly, your opposition can use a similar system to escape the submission.
features:

superstar fighting styles: with eight superstar fighting styles to choose from, playing wwe smackdown vs. raw 2008 will never be the same. each fighting style has its own unique strategy with exclusive moves, abilities, attributes and more. take the fight into your own hands and feel the power of the superstars.
struggle submission system: the new struggle submission system gives players intuitive and natural control over their wwe superstars using the analog sticks. realism and strategy are at the forefront, as players can now control the amount of pressure they apply.
ecw presence: the life of a wwe superstar isn't always pretty. ecw invades wwe smackdown vs. raw 2008 with a variety of superstars, arenas and weapons.
wwe 24/7 mode: combining the popular season and general manager modes from previous smackdown vs. raw games, wwe 24/7 mode embraces the intensity of the superstar lifestyle. multiple character developement options, stat tracking and career goals will guide players toward the ultimate achievement of becoming a legend.
giving fans what they want: wwe smackdown vs. raw 2008 offers numerous updates, including new rosters, more enviornmental hotspots, improved out-of-ring action, enhanced online community support and much more!


 ",0,5,0,0,0,8,0,0,0,4
Tekken Tag Tournament 2,"never underestimate the heart of a champion. the original tag team  fighter that started it all is back. tekken tag tournament 2 delivers  new and returning characters in the largest roster ever. experience the  most advanced attack mechanics, ultimate combo move sets and new battle  modes. with innovative features to broaden tekken consumer  accessibility, unlimited fighter combinations & multiple ways to  challenge your friends – get ready for the next battle!
features:

multiplayer match – challenge your friends in a 2-on-2 tag-team battle, 1-on-1 or 1-on-2


pair play – up to 4 players can each control a character in the ultimate team battle


fight lab – all new mode to customize combot’s appearance & for the first time ever, his moves


largest playable roster – more than 50 characters to choose from


new stages – fight in your favorite countries around the world


environmental fx – clothing condition alters in real-time with water & dirt effects


new moves – each character expands their fight arsenal with exclusive new tag-throws & tag-combos


online – all-new features bring the community together like never before


offline battle modes – re-live the classic arcade mode, train in a  first-class practice mode, customize your team/character appearance  & much more

sources: publisher ",0,0,2,0,0,0,2,0,0,0
UFC Undisputed 2010,"step into the octagon in ufc undisputed 2010 to see if you have what it takes to be the best of the best. ufc undisputed 2010 features the most authentic mma action while boasting the best fighters in the world.after one round with all the new features and key improvements, you’ll embody the essence and spirit of a real fighter. are you ready to be one?
thq ",0,0,0,0,0,0,0,0,1,0
Injustice: Gods Among Us,"what if our greatest heroes became our greatest threat?  injustice: gods  among us introduces a bold new franchise to the fighting game genre  from netherrealm studios, creators of the definitive fighting game  mortal kombat.  featuring dc comics icons such batman, cyborg, the  flash, harley quinn, nightwing, solomon grundy, superman and wonder  woman, the latest title from the award-winning studio presents a deep  original story. heroes and villains will engage in epic battles on a  massive scale in a world where the line between good and evil has been  blurred.

robust dc comics roster:
engage in epic match-ups with a massive roster of dc comics heroes  and villains, including batman, cyborg, the flash, harley quinn,  nightwing, solomon grundy, superman and wonder woman.
master god-like powers:
unleash each character’s unique super powers with individual move-sets and environmental interactions.
uncontainable battles:
fight through multi-tiered fighting arenas by hurling opponents through buildings and launching them off cliffs.

original dc comics saga set in iconic environments:
experience an authentic dc comics storyline created in collaboration  between netherrealm studios, dc entertainment, and writers justin gray  and jimmy palmiotti. players will discover and do battle in numerous  iconic locales pulled from dc comics lore.
destructive fighter in which the world is a weapon:
experience epic battles on a massive scale as players control the  most powerful beings in the universe in destructible, interactive  environments. destroy elements of the world and use super powers to turn  vehicles, buildings and more into powerful weapons.
source: official site
  ",0,0,0,0,0,0,1,0,0,3
Knockout Kings 2000, ,0,0,0,0,0,0,0,0,0,0
Fight Night Round 4,"the addition of mike tyson to fight night round 4 fills a hole in videogame rosters that has existed for almost a decade. users will finally be able to fight as ‘iron mike’, or fight against him as one of many other all time greats. promising to revolutionize the fighting genre, fight night round 4 features an all new physics based gameplay engine that brings the most authentic interpretation of the sweet science to the videogame world. the action inside the ring will be faster than ever, delivering a true representation of the sport’s incredible speed, accuracy, timing, and power. fight night round 4 allows you to create dozens of legendary match ups, including tyson vs. ali, with unprecedented realism. ",0,0,0,0,0,0,0,0,0,1
Street Fighter V, ,0,0,0,0,0,0,0,0,0,0
Marvel vs. Capcom 3: Fate of Two Worlds,"after a decade of waiting, the biggest names from the marvel universe clash head on with the combined might of capcom’s best known and most feared roster of gaming characters. powered by the mighty mt framework engine, marvel® vs. capcom® 3 delivers the best ever match up of legendary fighters and no holds barred fighting action. marvel® vs. capcom® 3: fate of two worlds is available on the xbox 360® and playstation 3®
http://www.marvelvscapcom3.com/us ",0,0,0,0,0,0,0,0,1,1
Mortal Kombat 3,"
get ready for the fight of your life...
 

14 selectable fighters - including 8 new characters, 2 new bosses and 1 fighter hidden within the game! watch out for this dude.
32 megs - the most ever for a mortal kombat game! image memory increased by 33% for awesome graphic resolution!
12 new 3d-rendered moving backgrounds to keep you jumping!
secret portals that allow you to smash up and down into different backgrounds for the ultimate bi-level battlefield!
more fatalities, animalities and babalities!
intense, live-action, fully-digitized fight sequences for the most realistic action you've ever encountered! 

 
...plunge into the darkness.
it's your fight.
it's your life.
mortal kombat 3.

 
--box ",0,0,0,0,2,0,1,0,1,0
WWF War Zone, ,0,0,0,0,0,0,0,0,0,0
WWE SmackDown vs Raw 2008,"
this year, thq's smackdown series expands once again, as it makes its first ever appearances on the wii, the nintendo ds, and the playstation 3! in addition, ps2 and xbox 360 incarnations will also be available. with many new features, core adjustments and a revamped roster - including ecw arenas and superstars - having been promised by the team behind the game, this is set to be one hell of a slobberknocker in videogame form!
gameplay:svr08 enables you take control of your favourite wwe superstars in a huge variety of game modes and match types, with the strategy you employ being crucial to your chances of victory. thanks to eight newly-employed unique fighting styles, it is essential to think before you strike and make sure that you use moves and tactics that befit your superstar's size, strength and abilities. submission artists will look to force their opponents to tap out, whilst hardcore specialists would much rather smack an opponent with a steel chair and be done with it.  ai will be smarter than ever and the game's core animation is said to be undergoing a total revamp, so the moves you perform will freely flow from one to the next - unless, of course, the opponent counters your offence, which could leave you vulnerable and prone to being attacked - therefore, the timing of your strikes and grapples is essential.  in order to give you increased control over your superstar's actions, a lot of emphasis is placed on the use of analogue control, in particular in the art of submission moves. what direction you push the analogue stick in and how hard you do so affects the amount of pressure you apply in the hold - but similarly, your opposition can use a similar system to escape the submission.
features:

superstar fighting styles: with eight superstar fighting styles to choose from, playing wwe smackdown vs. raw 2008 will never be the same. each fighting style has its own unique strategy with exclusive moves, abilities, attributes and more. take the fight into your own hands and feel the power of the superstars.
struggle submission system: the new struggle submission system gives players intuitive and natural control over their wwe superstars using the analog sticks. realism and strategy are at the forefront, as players can now control the amount of pressure they apply.
ecw presence: the life of a wwe superstar isn't always pretty. ecw invades wwe smackdown vs. raw 2008 with a variety of superstars, arenas and weapons.
wwe 24/7 mode: combining the popular season and general manager modes from previous smackdown vs. raw games, wwe 24/7 mode embraces the intensity of the superstar lifestyle. multiple character developement options, stat tracking and career goals will guide players toward the ultimate achievement of becoming a legend.
giving fans what they want: wwe smackdown vs. raw 2008 offers numerous updates, including new rosters, more enviornmental hotspots, improved out-of-ring action, enhanced online community support and much more!


 ",0,5,0,0,0,8,0,0,0,4
UFC Undisputed 2010,"step into the octagon in ufc undisputed 2010 to see if you have what it takes to be the best of the best. ufc undisputed 2010 features the most authentic mma action while boasting the best fighters in the world.after one round with all the new features and key improvements, you’ll embody the essence and spirit of a real fighter. are you ready to be one?
thq ",0,0,0,0,0,0,0,0,1,0
Super Street Fighter IV: 3D Edition," 

 online & local multiplayer 
 35 characters: select from a large roster of fighters 
 3d mode: optional view brings the fight to new depths 
 streetpass: mini game to collect and battle on the go 

let’s take this outside!
 
the ultimate version of street fighter® perfected and refined for        nintendo 3ds™ with super street fighter iv: 3d edition. the console        experience is now in the palm of your hand.
 
packed with 35 playable characters, bonus stages and cinematic ultra        combos, super street fighter iv: 3d edition expands the action by        allowing you to fight your friends locally or across the globe.
 
new to the franchise are the figurine mode, which utilizes the        streetpass feature to add a collectible meta-game, and the 3d        over-the-shoulder camera option that takes fighting to new depths. for        those new to the franchise, a simple mode has been added allowing        players to pull off challenging moves with a single touch of the screen.
 
key features: 
 
• online / local multiplayer – fight your friends around the world or in        the same room with the only title to utilize the full capabilities of        nintendo’s online network at launch.
 
• 35 playable characters – select from a large roster of fighters        ranging from classic world warriors like ryu, ken, guile and chun li to        the newly added hakan and juri.
 
• figurine mode – the collectible meta-game features figurines of iconic        characters in a brand-new addition to the street fighter franchise. when        passing by another nintendo 3ds owner, your chosen figurines will        automatically battle via streetpass. next time you play the game you can        view the results and collect your loot.
 
• 3d mode – a new optional over-the-shoulder camera option has been        added, offering an exciting new perspective of the action.
 
• game sharing – play a game with a friend using the ever-popular ryu,        even when they don’t have a cartridge!
 
• be a spectator – with the spectator mode, use your own nintendo 3ds to        watch your friends battle it out live.
 
• lite/pro control modes – by utilizing a customizable touch screen        interface, two new optional control schemes have been added to allow new        players to pull off challenging moves with ease (lite) and veterans to        better access button combinations such as throws and three punches (pro).
(nintendo) ",0,0,0,0,0,0,3,0,2,1
Injustice: Gods Among Us,"what if our greatest heroes became our greatest threat?  injustice: gods  among us introduces a bold new franchise to the fighting game genre  from netherrealm studios, creators of the definitive fighting game  mortal kombat.  featuring dc comics icons such batman, cyborg, the  flash, harley quinn, nightwing, solomon grundy, superman and wonder  woman, the latest title from the award-winning studio presents a deep  original story. heroes and villains will engage in epic battles on a  massive scale in a world where the line between good and evil has been  blurred.

robust dc comics roster:
engage in epic match-ups with a massive roster of dc comics heroes  and villains, including batman, cyborg, the flash, harley quinn,  nightwing, solomon grundy, superman and wonder woman.
master god-like powers:
unleash each character’s unique super powers with individual move-sets and environmental interactions.
uncontainable battles:
fight through multi-tiered fighting arenas by hurling opponents through buildings and launching them off cliffs.

original dc comics saga set in iconic environments:
experience an authentic dc comics storyline created in collaboration  between netherrealm studios, dc entertainment, and writers justin gray  and jimmy palmiotti. players will discover and do battle in numerous  iconic locales pulled from dc comics lore.
destructive fighter in which the world is a weapon:
experience epic battles on a massive scale as players control the  most powerful beings in the universe in destructible, interactive  environments. destroy elements of the world and use super powers to turn  vehicles, buildings and more into powerful weapons.
source: official site
  ",0,0,0,0,0,0,1,0,0,3
WWE '12,"bigger.  badder.  better.

wwe ’12 will celebrate the rebirth of the  iconic and authentic simulation franchise through a bigger game, badder  presentation and better gameplay than ever before, delivering  long-awaited critical improvements to the core gameplay experience, the  most creative and extensive feature set to date and a visceral, edgy and  polished presentation.  players will become part of wwe through extensive gameplay advancements,  including the brand new breaking point submission system, new  attributes and control layout as well as significant improvements to  other key gameplay systems.  wwe universe mode 2.0 will generate new and  more impactful elements of unpredictability based on player decisions,  while dynamic visual changes to gameplay presentation, including new  animations, camera positions, lighting and improved rendering, will set  the tone for delivering an exceptional simulation of wwe programming.  wwe ’12 will feature the franchise’s best-in-class creation suite,  enabling players to develop and customize their own superstars,  entrances, finishing moves, storylines, highlight reels and other  all-new capabilities.  in addition, the popular road to wrestlemania  mode will enable players to explore compelling new storylines and major  gameplay improvements.  wwe ’12 will also boast one of the largest rosters of wwe superstars,  wwe divas and wwe legends in franchise history, including john cena,  randy orton, the miz and the debuting alberto del rio.

predator technology –  engage in the wwe experience like never before through a dynamic  gameplay system that looks, feels and plays better than ever before.


dynamic presentation –  observe impressive visual changes to gameplay presentation, including  new animations, camera positions, lighting arrangements and  significantly improved rendering.


create and share – develop  and customize superstars, entrances, finishing moves, storylines,  highlight reels and all-new, to-be-announced capabilities in the  franchise’s best-in-class creation suite.


road to wrestlemania –  explore in the franchise’s popular story-based mode  through compelling  new storylines and major gameplay improvements.

 
- thq ",0,0,0,0,0,10,0,0,0,0
Battle Arena Toshinden,"you are invited...to your own demise. battle the world's toughest fighters in this ""invitation only"" underworld journey. only one warrior will survive. will it be your destiny?

 the very first true 3-dimensional, 360-degree tournament-style fighter on the playstation game console. avoid and annihilate your opponent before he - or she - does you!
 four different views at will. from in-your-face close to the sky-high gaze of the powers-that-be.
 sweep kicks, rapid-fire hits, sky-high jumps, #@%$! slaps, killer combos and tons of weapons and special moves.
 glory! love! revenge! death! pulverize 8 deadly challengers... and whoever or whatever comes next! 

source - www.us.playstation.com ",0,0,0,0,0,0,1,0,1,0
