Name,Summary,investigation,clues,hakuouki,5pb,hunex,telltale,csi,factory,idea,adventure
Detroit: Become Human,"
enter the near-future metropolis of detroit in 2038 – a city  rejuvenated by the introduction of highly advanced androids that exist  only to serve mankind. but that’s all about to change…
step into the shoes of three distinct android characters as this  brave new world teeters on the brink of chaos. your decisions  dramatically alter how the game’s intense, branching narrative plays  out. with thousands of choices and dozens of endings, how will you  affect the future of detroit? 
source: publisher
 ",0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Ocarina of Time 3D,"the legend of zelda™: ocarina of time™ 3d takes the nintendo 64™ classic        – one of the most critically acclaimed games ever made – and returns it        to the nintendo 3ds system with the added depth and realism of stunning,        glasses free 3d visuals. in this game, link™ sets off on a legendary        journey through time to stop ganondorf, the gerudo king of thieves who        is seeking the triforce, a holy relic that gives its holder ultimate        power. the graphical upgrades and three-dimensional depth breathe new        life into the expansive world of hyrule. an improved and intuitive        interface, coupled with the easier navigation offered by playing in a        world with 3d visuals, give players better control as they solve        puzzles, travel through time and explore this immersive world. whether        you're a first-time player or a regular visitor to hyrule, the legend of        zelda: ocarina of time 3d is a new adventure for everyone.
 
features:

 a zelda classic now in glasses-free 3d 

- amazing 3d visuals and a complete graphical overhaul bring one of        gaming's most beloved and celebrated franchises to life, putting the        awe-inspiring world in the palm of your hand for you to explore whenever        you like.

 new controls using the nintendo 3ds system's technologies 

- the legend of zelda™: ocarina of time™ 3d retains the analog control        of the original with the circle pad on nintendo 3ds, but greatly        improves ease of use with a touch-based inventory system. switching        items has never been simpler or quicker.
- players can also use the first-person shooting (camera-controlled)        feature utilizing the gyro sensor.
(nintendo) ",0,0,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,"
take the wheel of a flying car and don't be late for a second term at hogwarts school of witchcraft and wizardry™ in harry potter and the chamber of secrets™! based on j.k. rowling's second book in the worldwide best-selling series, players face a magical multitude of new challenges and mysteries as the famous ""boy who lived"" for the playstation® 2 computer entertainment system, nintendo gamecube™, xbox® video game system form microsoft, pc, game boy™ advance, playstation® and game boy® color.   ignoring dobby™ the house-elf's grave warning that disaster will strike if he returns to hogwarts, harry embarks on his second year to find dobby's predictions coming true! harry soon finds himself entangled in a dark plot against his ""mudblood"" classmates, as students keep turning up petrified! could draco malfoy™ be to blame, or is something even more malevolent at work? with the help of returning friends hermione, ron, hagrid™ and hedwig™, players attend new classes to learn second-year spells that will aid them in a quest to uncover the true identity of the ""heir of slytherin"".  on the playstation 2 console, xbox, nintendo gamecube, and pc, players enter fantastical free-roaming 3d environments from harry's world. players become harry potter™ and delve not only into harry's world, but also into his personality, via an internal ""voice."" conversing with unique characters like moaning myrtle™, shopping in diagon alley™, and exploring the convoluted corridors of hogwarts, players make crucial and independent decisions within harry's world.   additionally, harry can, of course, cast spells against foes – but these spells must be perfectly executed, or they could be miscast with humorous or critical consequences! mini-games within levels can be revisited, so players can help mrs. weasley with ""de-gnoming"" her garden, challenge other students in professor lockhart's dueling club, or complete other mini-games again and again.   harry returns to the playstation, to explore new interactive environments in an action/adventure quest to win the house cup. when completing coursework in potions, transfiguration and herbology, players get a taste of life as hogwarts most famous student, while learning important spells and potions necessary for succeeding in the chamber of secrets!  boasting an entirely new engine, the game boy advance game showcases rendered elements from the console titles. utilizing the game boy advance's game link® cable link, game boy advance players can hook into their nintendo gamecube game, transferring maps, magical items and secret spells for added value.   the game boy color platform features rpg-style gameplay in a ""take anywhere"" 2d journey to hogwarts. featuring quidditch™ matches, magical duels and other wizard-world mini-games, the game boy color title allows multi-player magical encounters with the denizens of hogwarts, and more collecting of famous witches and wizard cards.
electronic arts uk
 ",0,0,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,"take the wheel of a flying car and don't be late for a second term at hogwarts school of witchcraft and wizardry™ in harry potter and the chamber of secrets™! based on j.k. rowling's second book in the worldwide best-selling series, players face a magical multitude of new challenges and mysteries as the famous ""boy who lived"" for the playstation® 2 computer entertainment system, nintendo gamecube™, xbox® video game system form microsoft, pc, game boy™ advance, playstation® and game boy® color.   ignoring dobby™ the house-elf's grave warning that disaster will strike if he returns to hogwarts, harry embarks on his second year to find dobby's predictions coming true! harry soon finds himself entangled in a dark plot against his ""mudblood"" classmates, as students keep turning up petrified! could draco malfoy™ be to blame, or is something even more malevolent at work? with the help of returning friends hermione, ron, hagrid™ and hedwig™, players attend new classes to learn second-year spells that will aid them in a quest to uncover the true identity of the ""heir of slytherin"".  on the playstation 2 console, xbox, nintendo gamecube, and pc, players enter fantastical free-roaming 3d environments from harry's world. players become harry potter™ and delve not only into harry's world, but also into his personality, via an internal ""voice."" conversing with unique characters like moaning myrtle™, shopping in diagon alley™, and exploring the convoluted corridors of hogwarts, players make crucial and independent decisions within harry's world.   additionally, harry can, of course, cast spells against foes – but these spells must be perfectly executed, or they could be miscast with humorous or critical consequences! mini-games within levels can be revisited, so players can help mrs. weasley with ""de-gnoming"" her garden, challenge other students in professor lockhart's dueling club, or complete other mini-games again and again.   harry returns to the playstation, to explore new interactive environments in an action/adventure quest to win the house cup. when completing coursework in potions, transfiguration and herbology, players get a taste of life as hogwarts most famous student, while learning important spells and potions necessary for succeeding in the chamber of secrets!  boasting an entirely new engine, the game boy advance game showcases rendered elements from the console titles. utilizing the game boy advance's game link® cable link, game boy advance players can hook into their nintendo gamecube game, transferring maps, magical items and secret spells for added value.   the game boy color platform features rpg-style gameplay in a ""take anywhere"" 2d journey to hogwarts. featuring quidditch™ matches, magical duels and other wizard-world mini-games, the game boy color title allows multi-player magical encounters with the denizens of hogwarts, and more collecting of famous witches and wizard cards.
electronic arts uk ",0,0,0,0,0,0,0,0,0,0
Scooby Doo and the Cyber Chase,"
after beaming themselves and the infamous phantom virus into a videogame, scooby-doo and his friends are trapped and must fend off a variety of villains in their search for who released the phantom virus.  mirroring the humor of the classic cartoon, the game is action-packed with mystery, puzzles, clues and plenty of scooby snacks!
playstation
 ",0,1,0,0,0,0,0,0,0,0
The Legend of Zelda: Oracle of Ages,"a hero for the ages!
a pall of darkness has fallen over the land of labrynna.  the sorceress of shadows, veran, has captured the oracle of ages and is using her power for the ways of evil.  but hop is not lost...yet.  link has been summoned to labrynna by the triforce, and he'll need to bend the very fabric of time to save the oracle.  and he must hurry, for time is running out...

play the harp of ages!  travel through time to affect events in both past and present!
 use tons of items!  link will master new items like mystical seeds and over 60 magical rings as well as classic tools like the boomerang and roc's feather.
link gets reinforcements!  fly, swim, and jump to new heights with all-new characters like moosh the winged bear, ricky the marsupial, and dimitri the dodongo!
link with the legend of zelda: oracle of seasons!  friends and enemies will travel between the two games, passwords can upgrade or transport items, and only by linking can you discover the evil force behind the chaos.

source - back of box ",0,0,0,0,0,0,0,0,0,0
Until Dawn,"eight friends trapped together on a remote mountain retreat, and they aren’t alone.  gripped by dread, with tensions running high, they must fight through their fear if they all hope to make through the night in one piece.
play as each of the eight characters and experience fear like you never have before. every decision you make in your terrifying search for answers could mean the difference between life and death, but for whom?  your actions alone will decide who survives until dawn.
choice & consequence – make the impossible choices, where every decision in your terrifying search for answers could mean the difference between life and death, but for who? 
next-gen horror – harnessing the power of an evolved killzone™ shadow fall engine, until dawn will shock you with realistic graphics and terrify you edge-of-your seat gameplay. 
butterfly effect – carve your path to survival with branching story lines that promise no two experiences will be the same.  the choices you make may ripple unseen into moments of grave peril, or they may very well save a life.
gripping story – immerse yourself in a truly spine-tingling story written in collaboration with famed cult writer/directors larry fessenden & graham reznick.
source: publisher ",0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Oracle of Seasons,"a hero for all seasons!
onox (general of darkness) has imprisoned the oracle of seasons and is draining the very life out of the land. with the seasons in turmoil and the forces of evil running rampant, the world looks for a hero... that hero is link! his quest won't be easy, as he'll have to master the very seasons themselves to turn back the tide of evil.
link with the legend of zelda: oracle of ages to uncover all the secrets in both games.
*back of box ",0,0,0,0,0,0,0,0,0,0
Star Fox Adventures,"out of the cockpit...   and into epic adventure!
at the far edge of the lylat system, an army of diabolic dinosaurs has shattered the tranquil world of dinosaur planet. the future looks bleak...  until fox mccloud enters the fray. for the first time in his legendary career, fox leaves his arwing to battle enemies hand to hand with an enchanted staff of untold powers.
in the biggest challenge in team star fox's history, he'll wield weapons and magic against massive bosses, fly arwing missions, and explore vast prehistoric lands. he'll need all the help he can get from old teammates slippy and peppy - and new allies like prince tricky and the mysterious krystal. the balance of power shifts ever more to the evil general scales, and the fox hunt is on...
*nintendo - back of box
  ",0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: The Minish Cap,"most awesomest 2d action adventure on gba!link returns in an all-new game boy advance adventure! as he searches an unfamiliar land for fragmented relics called kinstones, link will have to take a closer look at the ground beneath his feet. using the power of a mystical hat called the minish cap, the hylian hero will shrink down for a massive quest... on a microscopic scale! the kinstones have been cracked into fragments and spread across the world, and only by fusing them together can you solve puzzles and unlock secrets. talk to everyone you meet, or link with friends and fuse kinstones with them. link will have his work cut out for him as he fights evil in his own land then shrinks to help the minish people, a miniature race in dire need of a hero. as you wander a vast overworld, slash your way through hordes of enemies, explore puzzling dungeons and use new items like a suction device that can fire out what it absorbs.  ",0,0,0,0,0,0,0,0,0,1
Star Wars Episode I: The Phantom Menace,"turmoil has engulfed the galactic republicthe taxation of trade routes to outlying systems is in dispute. the greedy trade federation has stopped all shipping to the small planet of naboo with a blockage of deadly battleships.live the sagatake part in the events from the star wars: episode i story - and beyond - while taking on the roles of obi-wan kenobi, qui-gon jinn, queen amidala and captain panaka.us box ",0,0,0,0,0,0,0,0,0,0
Metroid II: Return of Samus,"a sinister planet threatens the galaxy!space hunter samus aran returns to battle a planet crawling with evil creatures bent on universal domination in this bigger than ever sequel to the nes classic, metroid.take control! guide samus through cavernous corridors, ancient ruins and alien traps. on the mysterious planet of the metroids, you'll find artifacts of a lost civilization that grant amazing powers. cut through creatures in a buzz-saw blur! roll through hidden tunnels and climb sheer walls!a battery back-up allows you to save your progress as you fight to the heart of the planet and search for the merciless metroid leaders. if you are a cunning explorer, you'll earn the best of several super endings.enter this exciting metroid sequel and experience the thrills of game boy like never before!
us box ",0,0,0,0,0,0,0,0,0,0
Beyond: Two Souls, ,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.","the energy crisis is at an all time high, scaring children for their screams simply isn't enough anymore. now mike and sulley must venture out into monstropolis in search of a new source for power. talk to your friends to get information, pick up items as you traverse the city with mike and sulley's unique charm and appeal.
features:
based on the all-new movie from the creators of toy story 2 and a bug's life 
explore 10 huge levels of monstropolis includes bonus mini games and puzzles 
random map generator creates a different game every time! 
use sulley's roar attack or the dreaded laugh launcher to aviod enemies and bosses 
intuitive control system including in-game map display, so you always know where you are.
 ",0,0,0,0,0,0,0,0,0,0
Prince of Persia: Warrior Within,"hunted by dahaka, an immortal incarnation of fate seeking divine retribution, the prince embarks on a new journey on a cursed island. only with courage and the mastery of new combat arts can the prince emerge victoriously. as the prince, you can develop your own fighting style by manipulating the environment and the enemies. you can even use new projectile attacks and sands of time powers to rid the lands of deadly monsters.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
SpongeBob's Atlantis SquarePantis, ,0,0,0,0,0,0,0,0,0,0
Metroid Fusion,"samus aran returns in an all-new metroid adventure!
while lending mission support on planet sr388, interstellar bounty hunter samus aran is attacked by an x parasite, an organism with the ability to mimic the abilities of any creature it infects. near death, samus is saved by a vaccine made from the dna of the last metroid- the x parasite's only natural predator. when the x spread to a research station in orbit around sr388, a weakened samus is forced to exterminate them all... or die trying.
-search out the x! experience classic metroid game play as samus explores the secret passage of a massive research station teeming with hostile life forms
-live and learn! samus must master new moves: clinging to ledges, leaping to high ladders, and firing new weapons like diffusion missiles. along the way, collect classic power-ups like the morph ball, screww attack and wave beam.
-there's nowhere to hide! the sa-x, an unstoppable x mimicking samus, is on the loose, and it could be just around the corner...
*back of box ",0,0,0,0,0,0,0,0,0,0
Silent Hill,"harry mason and his daughter, cheryl, are driving to their favorite vacation spot. late that night, a figure suddenly appears from out of the darkness. harry turns the wheel in panic, and the car careens off the road, knocking harry unconscious. awakening sometime later, he realizes that cheryl is missing. stumbling out of the wreckage, he heads towards the small town of silent hill.
 
source: game case ",0,0,0,0,0,0,0,0,0,0
L.A. Noire: The Complete Edition,"in addition to the original full game, l.a. noire: the complete edition  for pc will include a multi-use code to access all the previously  released downloadable content from the console versions, including the “nicholson electroplating” arson case, the “reefer madness” vice case, “the consul’s car” traffic case, “the naked city” vice case and “a slip of the tongue” traffic case.   developed by rockstar leeds, the pc version of l.a. noire  will run on a wide range of pcs and feature increased resolution and  graphical detail along with keyboard remapping and gamepad  functionality, as well as support for nvidia 3d vision for an even  greater sense of interaction and immersion.
 
rockstar games ",0,0,0,0,0,0,0,0,0,0
LEGO Harry Potter: Years 1-4,"
build the adventure from privet drive to the triwizard tournament and experience the magic of the first four harry potter™ stories, lego style in lego® harry potter™: years 1-4! explore hogwarts™ school of witchcraft and wizardry, learn spells, brew potions, and relive the adventures like never before with tongue-in-cheek humor and creative customization that is unique to lego video games!
explore interactive environments: explore iconic settings from the wizarding world including hogwarts castle, diagon alley™, the forbidden forest and the village of hogsmeade™. lego hogwarts castle is a grand, immersive 3-d environment and the largest, most detailed lego game location ever built. 
your favorite characters: play as harry potter, ron weasley™, hermione granger™ as well as other favorite characters with over 100 possible options. 
be a wizard: attend lessons, cast spells, mix potions, fly on broomsticks, and complete tasks to earn points. 
co-op multiplayer: conjure up fun with a friend and play through harry's first four years at hogwarts as a team with drop-in, drop-out co-op play and online co-op available on xbox live.

http://www.xbox.com/en-us/games/l/legoharrypotter/
  ",0,0,0,0,0,0,0,0,0,1
Disney Fairies: Tinker Bell,"
enter the world of fairies.
play as the beloved tinker bell as you discover the mystical world of        pixie hollow and help all your fairy friends prepare the seasons. create        and customize over 100 dresses and accessories. experience all the fun        in a dynamic world where your activities change during certain hours of        the day, holidays, and seasons. believing is just the beginning...

 play as tinker bell and help prepare the seasons 
 customize over 100 outfits and create fashion trends 
 watch pixie hollow transform from day to night 
 interact with silvermist, iredessa, fawn & rosetta plus make new fairy          friends 

nintendo ",0,0,0,0,0,0,0,0,0,0
Bratz: Forever Diamondz,"yasmin, cloe, sasha, and jade are back for a brand new adventure sending them across the country in search of the hottest fashion designer. players will experience unique adventures through the eyes of the four playable characters, in detailed open world environments, as they compete for a spot in ""america rocks fashion"" tv show. fans will discover new features that include a figure skating competition and the ability to adopt a pet to train, dress, accessorize and showcase in competitions.
features:
adopt your very own lovable pet that you train, dress, accessorize, and showcase in competitions 
experience the thrill of the ice in all-new figure skating mod 
travel all across america, from florida to new york city 
shop in over 30 different stores and create your very own glam look
 ",0,0,0,0,0,0,0,0,0,1
Drawn To Life: SpongeBob SquarePants Edition, ,0,0,0,0,0,0,0,0,0,0
Assassin's Creed III: Liberation, ,0,0,0,0,0,0,0,0,0,0
Disney Princess: Magical Jewels,"
restore order to the enchanted princess world and become a princess!
disney princess: enchanted journey offers young girls the chance to meet        and interact with the beloved disney princesses while encouraging        creativity, exploration and positive messages.
players will customize their own unique heroine character and take part        in a fun-filled adventure through four unique levels to help the        princesses restore order in their enchanted kingdoms and overcome evil.        each disney princess has a different story and magical world for girls        to explore as they discover what it means to be a true princess —        courage, friendship, trust, and discovery.
designed to match the way young girls play games, disney princess:        enchanted journey provides the youngest with beautiful levels to        explore, and offers adventure elements for older children.
 
features

 befriend and interact with your favorite princesses – cinderella,          ariel, snow white, and jasmine 
 play as your own customizable heroine princess character, selecting          her name, dresses, accessories, hair, skin tone and eye color 
 utilize unique, themed magic as you explore and adventure through four          enchanted princess worlds 
 earn rewards for exploration and achieving goals to keep motivation          high 
 team up with a friend for cooperative multiplayer and play together          throughout the entire game for wii 
 experience a variety of minigames that complement the adventure          gameplay 
 enter belle’s world and meet belle and lumiere as unlockable bonuses 

nintendo ",0,0,0,0,0,0,0,0,0,4
The Legend of Zelda: Twilight Princess,"link, a young man raised as a wrangler in a small, rural village, is  ordered by the mayor to attend the hyrule summit. he sets off, oblivious  to the dark fate that has descended upon the kingdom. when he enters  the twilight realm that has covered hyrule, he transforms into a wolf  and is captured. a mysterious figure named midna helps him break free.  with the aid of her magic, they set off to free the land from the  shadows. characters: link, zelda, midna and many other characters, both  new and old. how to progress through the game: link must explore the  vast land of hyrule and uncover the mystery behind its plunge into  darkness. as he does, he'll have to enlist the aid of friendly folk,  solve puzzles and battle his way through dangerous dungeons. in the  twilight realm, he'll have to use his wolf abilities and midna's magic  to bring light to the land.
special powers/weapons/moves/features: besides his trusty sword and  shield, link will use his bow and arrows, fight while on horseback and  use a wealth of other items, both new and old.
when an evil darkness enshrouds the land of hyrule, a young farm boy  named link must awaken the hero – and the animal – within.
features:

when link travels to the twilight realm, he transforms into a wolf  and must scour the land with the help of a mysterious girl named midna.
players ride into battle against troops of foul creatures using an  amazing horseback combat system, then take on massive bosses that must  be seen to be believed.
many puzzles stand between link and the fulfillment of his quest, so  players must sharpen their wits as they hunt for weapons and items.

 
source - nintendo press release: http://www.gamespot.com/gamecube/action/thelegendofzelda/news.html?sid=6149843&mode=press ",0,0,0,0,0,0,0,0,0,0
Super Metroid,"the space pirates, merciless agents of the evil mother brain, have stolen the last metroid from a research station, and once again mother brain threatens the safety of the galaxy. samus aran must don her awesome array of high-tech weaponry to retrieve the deadly metroid hidden deep within the cave-riddled planet zebes. super metroid features excellent graphics, with a huge variety of enemies and worlds to explore. the side-view action will be familiar to many players, only now there are new weapons and items, including the grappling beam, which allows samus to swing across large chasms, and the x-ray scope, which reveals secret passages. from: www.nintendo.com  ",0,0,0,0,0,0,0,0,0,0
LEGO Indiana Jones 2: The Adventure Continues,"for the first time ever in a lego game, build your own adventure mode allows you to create your own levels and environments and share them with your friends. 
for the ultimate and most authentic lego experience, you can create your own levels and combine them with the existing ones in the game. 
play all new kingdom of the crystal skull characters such as mutt williams on his motorcycle and use special abilities, including oxley’s crystal skull power. 
innovative re-tellings of the classic movies (indiana jones and the raiders of the lost ark, indiana jones and the temple of doom, indiana jones and the last crusade and indiana jones and the kingdom of the crystal skull) with all new objectives and brand new levels. for example, this time you can play through the exciting vehicle chase in shanghai with short round. 
beat each level in story mode and return in free play for a completely new adventure. 
indy has all new animations, such as grabbing an enemy with his whip then throwing him over his shoulder. 
jump into all new vehicles to help indy get through all the new levels including planes, boats and mine carts — but watch out for the quicksand! 
use indy's newly enhanced whip to interact with lego objects and help unlock iconic puzzles and battle with enemies. 
use a variety of weapons from the environment to fight enemies (e.g., chairs, guns, swords, bottles). 
collect artifacts through the game to unlock more than 60 playable characters, including villains and supporting characters (marion ravenwood, mutt williams, short round, rene belloq, willie scott, marcus brody, dr. henry jones sr. and irina spalko). 
character swapping and free-play abilities 
two-player drop-in, drop-out cooperative gameplay encourages parents to share the legacy of indiana jones with their children in a fun and humorous way. 
www.lucasarts.com ",0,0,0,0,0,0,0,0,0,1
LEGO Indiana Jones: The Original Adventures,"lego indiana jones: the original adventures takes the fun and creative construction of lego and combines it with the wits, daring and non-stop action from the original cinematic adventures that enthralled audiences everywhere (indiana jones and the raiders of the lost ark, indiana jones and the temple of doom and indiana jones and the last crusade). with a unique tongue-in-cheek take on the original adventures, lego indiana jones follows dr. jones escapades through the jungles of south america to the mountaintops of india. fans can build, battle and brawl their way through their favorite cinematic moments, from indy’s entanglements with snakes to his dashing boulder run.  of course, pop culture’s most iconic archeologist will whip through all the classic moments with the help of a host of supporting characters including marion ravenwood and short round. players can also mix and match the body parts of more than 60 playable characters to create new heroes just as they could in the best-selling lego star wars™ games. product information

everyone’s favorite fedora wearing hero returns to theaters this may in indiana jones and the kingdom of the crystal skull and families can celebrate the humor and excitement of the original films with lego indiana jones.
tongue-in-cheek humor presents the original adventures in a manner only lego can whip up, with comical reinterpretations of classic indiana jones scenes and elements.
use indy’s signature whip as a multi-purpose tool to attack, disarm, swing across gaps, activate levers and interact with a world of lego objects and puzzles.
for the first time, lego indy characters are fully immersed in their environment; swim, climb, shimmy across rock ledges and pick up and carry objects.
use a variety of weapons from the environment to fight enemies (e.g., chairs, guns, swords, bottles).
unlock more than 60 playable characters, including villains and supporting characters (marion ravenwood, short round, rene belloq, willie scott, marcus brody, jones senior and mola ram).
character specific abilities include excavation by satipo, an umbrella slide by marcus brody, and monkey access by marion ravenwood.
create unique playable characters like sallah scott or mola round by mixing and matching the lego body parts of all playable characters.
explore the globe and solve puzzles that encourage creative thinking through the use of teamwork and unique building situations only possible in a lego world.
cooperative gameplay encourages parents to share the legacy of indiana jones with their children in a fun and humorous way.
 ",0,0,0,0,0,0,0,0,0,0
LEGO Harry Potter: Years 1-4, ,0,0,0,0,0,0,0,0,0,0
Disney Princess: Enchanted Journey,"restore order to the enchanted princess world and become a princess!  disney princess: enchanted journey offers young girls the chance to meet and interact with the beloved disney princesses while encouraging creativity, exploration and positive messages.  players will customize their own unique heroine character and take part in a fun-filled adventure through four unique levels to help the princesses restore order in their enchanted kingdoms and overcome evil. each disney princess has a different story and magical world for girls to explore as they discover what it means to be a true princess — courage, friendship, trust, and discovery.  designed to match the way young girls play games, disney princess: enchanted journey provides the youngest with beautiful levels to explore, and offers adventure elements for older children.  features
* befriend and interact with your favorite princesses – cinderella, ariel, snow white, and jasmine
* play as your own customizable heroine princess character, selecting her name, dresses, accessories, hair, skin tone and eye color
* utilize unique, themed magic as you explore and adventure through four enchanted princess worlds
* earn rewards for exploration and achieving goals to keep motivation high
* team up with a friend for cooperative multiplayer and play together throughout the entire game for wii
* experience a variety of minigames that complement the adventure gameplay
* enter belle’s world and meet belle and lumiere as unlockable bonuses

nintendo
  ",0,0,0,0,0,0,0,0,0,4
The ICO & Shadow of the Colossus Collection,"two award-winning classics return! remastered in hd with full stereoscopic 3d support, this collection brings together two of the most highly-acclaimed video games of all time into a single package. relive the magic and fall in love with these playstation2 classics all over again, or discover the wonder of the two of gaming’s most beloved games for the first time, now available in crisp hd resolution.icoenter a world of enchantment and wonder, where once was, is nevermore. ico, a mysterious boy, has been expelled from his village to an isolated castle. within his confines, he begins to have eerie dreams of rescuing a young princess from the evil spirits that dwell within the fortress. blurring the lines between fantasy and reality, ico embarks on a quest to save the princess and along the way, discovers his own cryptic fate. shadow of the colossusexperience a majestic journey through ancient lands on your quest to bring a girl back to life by defeating sixteen gigantic beasts. on the back of your trusty horse, explore expansive landscapes and seek out each colossus in its own place of hiding, armed with only your wits, a sword and a bow. each one represents a unique challenge as you attempt to find its weakness and topple it.key features

two of the most highly-acclaimed games of all time together in one package.
remastered for hd resolution
full playstation network trophy support
full stereoscopic 3d compatible

psn ",0,0,0,0,0,0,0,0,0,0
Grand Theft Auto: Chinatown Wars,"
the war spills over onto a new patch: the nintendo ds. the long-running grand theft auto franchise debuts on the ds with grand theft auto: chinatown wars.
a new entry into the grand theft auto series and a nintendo ds exclusive, grand theft auto: chinatown wars was built from the ground up for nintendo ds. it’s the story of huang lee, a spoilt, wealthy member of the chinese triad crime syndicate. huang arrives in liberty city after the untimely assassination of his father in hong kong to deliver the ‘yu jian’, a family heirloom, to his power-crazy uncle, wu ‘kenny’ lee. the ‘yu jian’ is a sword that’s been a false symbol of honour, with its history and value draped in lies.
but once huang arrives, he’s ambushed by a car full of gunmen - shot, robbed and left for dead, dumped into the humboldt river. he barely survives, but the ‘yu jian’ is stolen. huang must retrieve the sword for his uncle and take down those who wanted him to sleep with the fishes.
this is a full-fledged grand theft auto experience. as huang, you’ll explore a massive, modern iteration of liberty city. the world of chinatown wars is among the biggest, richest and most detailed gaming environments on nintendo ds. the 3d city is shown from an overhead, angled perspective using a camera that rotates 360 degrees. as they move through the city. the player can see each and every side of all the cars and buildings, giving the environment more of an isometric feel.
in liberty city, you’ll find a large assortment of vehicles such as cars, trucks, vans, buses, boats and motorcycles. when you drive some of the vehicles, you can perform special side-missions, such as taxi missions, fire-fighter missions, paramedic missions, vigilante missions, and food delivery missions.
to learn about the newest missions and more, huang has a handy pda, the main hub of communication and access to game menus. on his pda, huang receives emails and messages from characters as well as special offers from online retailers like ammunation that can deliver the finest custom-ordered guns and ammunition straight to his home. the pda can also serve as a music player, a contacts database and a resource for all current trade information surrounding the in-game economy.
the pda is also equipped with a full-featured gps map. seen on the bottom screen of the ds when you’re driving or on foot, the gps map details key points of interest and mission objectives. players can tap any intersection to set a course for the shortest legal route to any destination - which will change dynamically should the player veer off course. other key points of interest, once you discover them, will also be added to the map, such as pay n sprays, gas stations, safehouses, odd jobs, random encounters, rampages, street races, unique stunt jumps and more.
the police are friends to most citizens. unfortunately for huang, he’s unique. however, your demolition skills can get huang out of hot water. the chinatown wars police-evasion system delivers a fun and frantic arcade-like action experience because instead of evading different levels of police radar on the map, players are now smashing, crashing and ramming cruisers at full speed to disable them. the more cars the player disables, the lower huang’s wanted level falls. the objective, however, isn’t to completely destroy the police vehicles because if the player harms the policemen inside, the wanted level will only increase as a result.
what would a nintendo ds game be without cool touch screen controls? grand theft auto: chinatown wars is no different. you’ll use the touch screen for such activities as bursting out of submerged vehicles, hotwiring cars, preparing molotov cocktails at the gas station, digging through trash bins for hidden weapons and tattooing.
grand theft auto: chinatown wars is not for the kids, as the subject matter is for mature audiences. but for those old enough to get their hands on the game, this is a ds title that raises the bar in terms of both style and substance.

grand theft auto: chinatown wars also utilises nintendo wi-fi connection. players can upload game stats, send messages to friends and exchange items. further details about the game’s wi-fi capabilities and multiplayer modes will be announced soon.
experience changing weather effects and a 24-hour day/night cycle.
pedestrians feature advanced a.i. that allows them to head out of the doors of their homes, about town in their cars and back home again. some may stop to talk to each other, get into arguments, walk in and out of shops, use food stands and more.

www.nintendo.com
  ",0,0,0,0,0,0,0,0,0,0
Rugrats Studio Tour, ,0,0,0,0,0,0,0,0,0,0
LEGO Batman: The Videogame,"
explore the world of dc comics' caped crusader as never before in an interactive lego gotham city. join batman and robin as they track down and capture infamous villains - and then take control of the villains themselves.
batman's greatest foes have escaped from arkham asylum and are creating mayhem throughout gotham city. to capture master criminals, such as the joker and the penguin, you will need to employ batman's fantastic gadgets as well as build and operate vehicles in one or two player co-operative gameplay.

dc comics'      batman receives the full lego treatment
play      co-operatively, with drop in and drop out mechanics
capture gotham's lords of crime and unlock these villains to      play for yourself

 ",0,0,0,0,0,0,0,0,0,0
Adventure,"an evil magician has stolen the enchanted chalice and has hidden it somewhere in the kingdom.  the object of the game is to rescue the enchanted chalice and place it inside the golden castle where it belongs.
this is no easy task, as the evil magician has created three dragons to hinder you in your quest for the golden chalice.  there is a yorgle, the yellow dragon, who is just plain mean; there is grundle, the green dragon, who is mean and ferocious; and there is rhindle, the red dragon, who is the most ferocious of all.  rindle is also the fastest dragon and is the most difficult to outmaneuver.
there are three castles in the kingdom: the white castle, the black castle, and the golden castle.  each castle has a gate of the entrance.  the gate can be opened with the corresponding colored key.  inside each castle are rooms (or dungeons), depending at which skill level you are playing).
the castles are seperated by rooms, pathways and labyrinths.  common to all the skill levels is the blue labyrinth through which you must find your way to the black castle.  skill levels 2 and 3 have a more complicated kingdom.
(credit: atari - direct word-for-word excerpt from the instruction manual) ",0,0,0,0,0,0,0,0,0,0
