Name,Summary,tales,pokémon,monsters,enix,dungeon,dungeons,fantasy,playing,role,rpg
Crisis Core: Final Fantasy VII,"seven years prior to the events of final fantasy® vii, the shinra company is finalizing construction of its base and symbol of prosperity: the enormous city of midgar. when genesis, a prominent soldier 1st class in shinra's private army disappears with his contingent, young prodigy zack is given the task of seeking him out. the story continues where it all began in an enthralling prelude to one of gaming's greatest sagas.
key features:

the exciting prequel to final fantasy vii uncovers the origin and secrets behind some of the most popular characters in square enix history.
home console-quality graphics on a portable platform. stunning, state-of-the-art visuals bring the final fantasy vii universe to life on the psp® system.
a blend of action and rpg elements provide for a completely new final fantasy vii experience. the fast-paced real-time battle system is the latest evolution of classic final fantasy gameplay.

 
source: http://www.us.playstation.com ",0,0,0,1,0,0,4,0,0,1
Diablo,"embark if you dare on a quest to destroy the lord of all evil...
compete over the internet with free access to blizzard's battle.net gaming service
unite to destroy diablo--up to 4 players via internet or network, or play head-to-head via modem or direct link
unprededented replaybility--diablo creates a unique labyrinth every time you play
spine-chilling graphics, 3-d modeled characters and real-time lighting effects
*blizzard (back of box) ",0,0,0,0,0,0,0,0,0,0
Dragon Quest II,"though the time of his deeds has long faded, still the name erdrick commands respect among even the greatest of warriors. stories of his lineage are legendary throughout the land and have been retold throughthe ages in the most remote villages and townships. long ago a young man, who was a descendent of erdrick saved the kingdom of alefgard by defeating the dreaded dragonlord. the young man came to this landaccompanied by princess gwaelin. together they built torland.this legend has been handed down generation to generation from the ancient time. princess gwaelin brought forth three children. to the  eldest prince was given the land of midenhall. to the youngest princethe land of cannock became his birthright. the youngest princess was given the land of moonbrooke. the people of these kingdoms lived in peace for 100 years. one day, however, this peace suddenly came to anend. hargon the sorcerer attacked moonbrooke castle and attempted to rule the world by calling the ill-omened gods from the dark. although terrible losses were suffered, one soldier escaped the sacking ofmoonbrooke castle. though seriously wounded, he made his way to midenhall castle to warn the king. the king was old and could not go forth to do battle against hargon, so he turned to his heir to acceptthis task. yes, you are the heir to the king and a true descendent of erdrick the great. before you lies a world of mystery and imagination.you will encounter enemies and riddles which will test your strength and knowledge. your journey has just begun...game manual ",0,0,0,0,0,0,0,0,0,0
Final Fantasy Tactics,"featuring over 20 types of jobs and 400 abilities through the job system, beautifully laid out 3d environments and the charge time battle system, final fantasy tactics provides strategy-intensive gameplay that takes a twist on the traditional rpg.source: square enix ",0,0,0,1,0,0,1,0,0,0
Dungeon Defenders,"long ago, etheria was once a land of living legends… throughout the ages, brave warriors across the realm stood together against the forces of evil, led by immortal beings known as the old ones… after a titanic struggle, these champions locked away the power of the old ones, inside eternia crystals…these legendary heroes have recently left their younger kin in charge of the common castle chores… bored with their dreary duties, the inexperienced pupils decide to play… and accidentally unleash an ancient force that has long been dormant!
...
developed by trendy entertainment, dungeon defenders throws action-rpg and tower defense gameplay into the proverbial blender to create a seamless mix of leveling, looting and high-action territorial combat for casual and core players alike. dungeon defenders features a lovingly-rendered watercolor art style and allows up to 4 players, online or locally, to take one of four distinct classes into fierce battle against ever-increasing waves of baddies and bosses across 15 arenas and multiple modes.
 
official website ",0,0,0,0,2,0,0,0,0,0
Paper Mario: Sticker Star,"a sticky situation has never been so fun! there's trouble afoot in the        town of decalburg, where the devious bowser has disrupted the beloved        sticker fest by causing the sticker comet to explode. now royal stickers        and pieces of the comet have been flung far and wide, and it's up to        mario and his ally kersti to set things right by recovering them. this        captivating hand-held adventure will have new and experienced fans of        the paper mario series captivated as they navigate colorful 3d        environments, defeat enemies, collect oodles of stickers and items and        use them in a variety of fun ways.
 
features 

 stickers are the key to this imaginative adventure. battles are          turn-based like in the original paper mario game, but instead of an          attack menu, mario whomps on his enemies using a sticker to attack.          stickers not only serve as mario's attacks, but also help solve          puzzles throughout the paper mario universe when placed in the correct          spots. stickers can be found and collected from all corners of the          world, and the flashier the sticker, the more powerful it is. 
 mario can also spend coins to use the battle spinner, which lets him          use up to 3 stickers in one turn if the icons are lined up just right.          the battle spinner can turn the tide in a difficult battle, so          collecting coins through the game to use it is crucial. 
 paper mario: sticker star players get stronger by beating bosses,          finding items and completing side missions for other characters in the          game instead of accumulating experience points. 
 as players progress through the game, they'll find and use more          powerful stickers to boost mario's attack power. players can also find          hp-up hearts to further boost mario's maximum health. 
 the environments in paper mario: sticker star come to life in this          visually-stunning papercraft world on the nintendo 3ds family of          systems. they also contain a wide range of objects such as electric          fans, scissors and radiators that can be converted into more stickers,          which can then be used to solve puzzles or win battles as mario          maneuvers through each level. 

source: publisher ",0,0,0,0,0,0,0,0,0,0
Pokemon Colosseum, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy V,"final fantasy v is a role-playing game, developed by squaresoft and published by square enix,  which was released in japan in 1992. ",0,0,0,0,0,0,1,0,0,0
Monster Hunter Freedom 2,"the long-awaited sequel to this addictive adventure game is now available on the psp® system! play alone or team up to battle beasts in breathtaking environments. take on hunting quests to bring down the greatest of beasts, or gathering quests to collect items to bring back to base camp!

over 8 exciting maps to explore - jungle, desert, swamp, snowy mountain, volcano, tower, and town, forest and hills.
hours of gameplay - more than 100 single player quests, 235 multiplayer quests, 6 treasure hunting quests, and over 30 downloadable quests!
more than 70 types of monsters, 700 weapons, and 1400 pieces of armor to create.
exciting mini games – collect items, harvest plants and complete other small tasks to obtain all kinds of useful items!

source: capcom.com ",0,0,0,0,0,0,0,0,0,0
Pokemon Mystery Dungeon: Red Rescue Team, ,0,0,0,0,0,0,0,0,0,0
Dragon Quest Monsters, ,0,0,0,0,0,0,0,0,0,0
Pokemon Ranger: Shadows of Almia,"in pokémon ranger: shadows of almia, you once again play as a pokémon        ranger, working to help people, pokémon and nature in a new area called        the almia region. starting out as a student ranger, you quickly earn the        title of a full-fledged pokémon ranger. as you succeed in more and more        missions, you will aspire to become the highest ranger rank: top ranger.        along the way you meet and capture all kinds of different pokémon.
 
how to progress through the game: capture wild pokémon and create        a team to clear obstacles and puzzles encountered along the way. after        using a pokémon’s ability, it will leave your team; however, you will        have a partner pokémon that will always stay by your side. as you        progress through missions and quests, your capture styler becomes more        powerful, giving your styler more energy and eventually advancing you to        the level of top ranger.
 
characters: hundreds of pokémon. players can choose to be a boy        or girl pokémon ranger.
 
special powers/weapons/moves/features: use the capture styler to        capture wild pokémon. once they are captured, wild pokémon will follow        the player around until their powers are used (either in a poké assist        or a field move).
• a poké assist is when the player uses an already captured pokémon to        help capture another wild pokémon.
• a field move is when the player uses a captured pokémon’s power to        clear an obstacle in the way or perform another helpful function.
 
 
• pokémon ranger is a unique action-adventure series that features a        fun, different way to capture pokémon with the nintendo ds stylus, which        controls an item called the capture styler in the game. players circle        the pokémon they want to catch by drawing circles around them on the        touch screen. when you complete certain quests, the ranger union awards        you with power-ups, which add new upgrades and functions to your capture        styler, allowing you to advance as you work to eventually become a top        ranger (the most revered ranger of all).
• now you can partner with a variety of different pokémon of each type        to complete missions—giving you many options on how to approach        different challenges. every pokémon is different, and capturing a        pokémon allows you to use its abilities to overcome various obstacles        and challenges you will face along the way. the job of a pokémon ranger        is never done: your duties will include fighting wildfires, rescuing        people or even delivering an important package.
• your journey to become a top ranger takes you to the new region of        almia. this game has a larger world, more missions, more adventure and        more to do than the previous pokémon ranger game. it has a storyline        full of adventure and the ability to travel to and explore many exciting        new areas in almia, including oceans, forests, deserts and more with the        help of your partner pokémon.
• this is the first game in the pokémon ranger series to feature pokémon        from pokémon® diamond and pokémon® pearl.
www.nintendo.com ",0,19,0,0,0,0,0,0,0,0
Dragon Age: Inquisition, ,0,0,0,0,0,0,0,0,0,0
Chrono Trigger,"chrono trigger is arguably the best rpg ever. it has some sort of cult like fans to back up these claims. the game came out in 1995 when everyone assumed that super nes showed all of it`s potential.it was developed by ""the dream team"" consisting of hironobu sakaguchi, kazuhiko aoki, nobuo uematsu (from final fantasy series) and  yuuji hoji and akira toiyama (from dragon quest series). chrno trigger had all the aspects for being one of the  best games ever: diverse, imersive and well composed music, interesting plot, awesome character development, astounishing graphics, simple yet addicting gameplay and features never seen before on a rpg. for example, after finishing the game you could start a new one (new game+) with all your money, items and  levels. there was a good reason for this, the game had more than 15 different endings and a lot of extra optional content.the graphics were amazing. the only games that could compete with ct would be tales of phantasia and star ocean. there lots of special effects, complex animations for the characters and jaw droping backgrounds. music was one of the aspects that made ct epic. with enough tracks to make a music only release, ct had a triple cd pack released in japan. the music would always match the game atmosphere and the players feeling the story had time travelling as the main theme. it would end up with the usual ""save the world"" theme but the way it was told made it interesting enough to avoid major rpg cliches. the characters were really inspiring and diverse. there was a favorite character for almost any kind of personality. chrono the silent kind hearted hero, marle the tomboyish princess, lucca the young genius and chrono`s best friend, frog the noble knight with sense of duty, robo the lonely and friendly robot from a post apocalipt  world, ayla the lively and strong cavewoman. the battles were one of the aspects that made ct so good. it was so simple that anyone could enjoy it. there were 3 commands: attack, tech and item. attack and item are self explanatory, tech used lots of exclusive character moves and could combine two or three characters to unleash new or improved attacks and magics. all the characters had some kind of exclusive elemental spells (two of them shared elementals but had different moves) making them nore unique and useful for certain situations. a lot of years before final fantasy xi, ct avoided the shift from world view and battle view. the enemies could be seen on the map and the battles would happen when you got close. the battle was really fast paced and helped avoid boring and slow level building battles.  ",1,0,0,0,0,0,2,0,0,2
Final Fantasy III,"a tale untold
a divine balance is disturbed as darkness encroaches upon the world, and four chosen youths are entrusted with the final vestiges of hope.
classic final fantasy gameplay is reborn in an adventure never before seen in north america. using any combination of 23 available jobs, lead the four warriors of the light in a journey to restore the world's balance.
communicate with your friends and unlock hidden challenges over mognet using the nintendo ds wi-fi connection. enlist the aid of allies, providing guidance to your party and support in battle.
restore the light, return balance to the world.witness the rebirth of a new fantasy.
- from game back cover. ",0,0,0,0,0,0,1,0,0,0
Fire Emblem: Awakening,"in fire emblem awakening, you will command an army of soldiers in a series of epic battles of turn-based strategy. along the way you will develop relationships with your team, using their unique abilities on the battlefield to achieve victory and advance the story.
the story features a robust cast of characters from various nations and backgrounds. they can be joined by a character of your own creation, with a unique appearance crafted as you see fit.
you'll need to strategically position your units for maximum effectiveness. weapon and class compatibility have various effects on how the battle will unfold, and the pair up system allows you to cooperate with a nearby ally to defeat an enemy.
choose from three difficulty levels, plus two modes to set a challenge that suits you. ""casual"" mode lets fallen units respawn in the next battle - while ""classic"" mode means that defeated characters are gone forever. 
using the free map feature, you can explore previously visited battlefields, shops, and more at your leisure.
source: publisher ",0,0,0,0,0,0,0,0,0,0
Darkest Dungeon,"darkest dungeon is a challenging gothic rpg about the stresses of dungeon crawling. you will lead a band of heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. darkest dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: what emotional toll does a life of adventure take?
recruit, train, and lead a team of flawed heroes through twisted forests, forgotten warrens, ruined crypts, and beyond. you’ll battle not only unimaginable foes, but stress, famine, disease, and the ever-encroaching dark. uncover strange mysteries, and pit the heroes against an array of fearsome monsters with an innovative strategic turn-based combat system.
darkest dungeon is not a game where every hero wins the day with shiny armour and a smile. it is a game about hard trade-offs, nearly certain demise, and heroic acts.
source: developer ",0,0,1,0,4,0,0,0,0,1
Yokai Watch Blasters: Red Cat Corps / White Dog Squad, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy XIII,"in final fantasy xiii, you will embark on a journey through the cityworld of cocoon and the outerworld of pulse. along the way, you will encounter diverse allies who will fight alongside you. execute powerful attacks with weapons and magic, and summon the enigmatic eidolons with an evolved active time battle system. experience seamless transitions between real time gameplay and in-game cinematics. do you have the courage to face your destiny?source: square enix ",0,0,0,1,0,0,1,0,0,0
Star Wars: Knights of the Old Republic,"enter the world of star wars®: knights of the old republic™. long before the galactic civil war, an epic drama begins. engage in a saga set in the golden age of the republic, more than 4,000 years before the first star wars film. with the galaxy reeling from a recent conflict with the dark lords, the battle between the jedi and the sith rages on.
 

enjoy immersive, action-packed star wars roleplaying: play customizable and evolving playable characters.
choose a group of up to 3 characters: your party can include humans, droids, twi'leks, wookiees, and more.
play fast-paced mini-games: race swoop bikes, or man turret guns.
embark on a journey spanning seven different worlds: the experience ranges from the familiar to the new.
travel through a wide variety of locations: play through tatooine, the sith world of korriban, the jedi academy on dantooine, and the wookiee homeworld of kashyyyk.

 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Yu-Gi-Oh: Duel Monsters 4, ,0,0,0,0,0,0,0,0,0,0
Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,"it’s time to get into pre-season training and  reacquaint yourself with mark evans and other star players in the  inazuma series! the action this time takes place on the global stage,  with your daunting objective to win the frontier international  championships, and be crowned the greatest team in the world! it's up to  you which version you choose - are you more of a bomb blast or a  lightning bolt on the pitch?

in the pursuit of glory, you'll need to create  a formidable and unique line-up, with inazuma eleven 3 containing over  2,000 characters to encounter and recruit. only by creating the  strongest and most balanced team will you experience success, especially  when there are also over 350 in-game special moves to consider, which  have the potential to dramatically alter the course of a match. in terms  of the storyline, both inazuma eleven 3: lightning bolt and inazuma  eleven 3: bomb blast adopt the point of view of a different character,  each version having different powerful rivals to take on.

off the pitch, to hunt down the best of the  best, a new method for scouting players via a capsule vending machine  has been introduced, giving you new tools to find the perfect players  for your line-up! get ready to take to the playing field once again and  challenge the rest of the world in the frontier international  championships in inazuma eleven 3: lightning bolt and inazuma eleven 3:  bomb blast! 
source: publisher ",0,0,0,0,0,0,0,1,0,0
Mario & Luigi: Superstar Saga,"an adventure so big, you'll need both bros.!
prepare for an epic journey beyond the borders of the mushroom kingdom as mario and luigi team up fo a hilarious, action-filled role-playing game! the deep storyline and gripping puzzles of a role-playing game combine with awesome action elements to make this adventure a mario experience like no other.

cross the border! a huge cast of wacky characters and strange new enemies await in the vast lands of the beanbean kingdom.
bros. power! a unique simulataneous control setup lets you control each brother separately or team them up for supermoves!
buddy up! you'll need to team up to take on jumping challenges and an action-packed, reflex-testing battle system.
get linked! link up with any super mario advance games for multiplayer mario bros. madness!

- from game back cover ",0,0,0,0,0,0,0,0,0,0
Super Mario RPG: Legend of the Seven Stars,"this was the final ""mario"" game to be released on the snes console, and also one of the strongest and unique mario titles. unlike the traditional side-scrolling mario games that were becoming common at the time square co. helped bring role playing elements and a seemingly 3-d enviroment to the mario series.the major changes to the series come in a few different forms. first of all the game is no longer as shallow as ""save the princess"". it is intensely story driven. this allows for much more depth added to well known characters such as mario, bowser, peach, and the mushroom people. the story is quite lengthy and has a few important plot twist and developments. this game also introduces a large variety of new characters into the mario universe, two of them being playable.  the second key change is the battling system. the fighting is all turn based like a traditional rpg. all characters besides having basic attacks also have access to ""spell-like"" attacks. this can range from simple jumping or fireball attacks common to mario or such things as lazer guns and elemental spells. a nice addition to the battle system is also the ability to time regular attacks to preform additional hits. this helps break the monotony of turn based battles. all in all this is a fabulous title with an enthrolling and often humorous story to play through with quite a few side quests to keep you busy for many many hours learning all you can about this new villan and his presence in the mushroom kingdom. ",0,0,0,0,0,0,0,1,1,0
Dark Souls III, ,0,0,0,0,0,0,0,0,0,0
Yokai Watch 3: Sushi / Tempura / Sukiyaki, ,0,0,0,0,0,0,0,0,0,0
Dark Souls,"       when the flame is extinguished only the darkness remains...
       the flame is now about to die.       without the flame lighting the human world, a morning will never come.       meanwhile a mysterious mark of a dark curse starts appearing on people's bodies.
------------------------------
- your soul and patience will be tested again …
dark  souls is an actionrpg which focuses on a strong sense of accomplishment  and true joy of rpg such as exploring deep dungeons, encountering  dreadful monsters and discovering new items .
- meticulous graphics of dark fantasy world
dark  souls also emphasizes on the graphics to render a perfect atmosphere of  a dark fantasy world. the in-game world consists of various dungeons  and fields to explore, and all of them are seamlessly connected. it is  possible to walk to areas that you can see far off in the distance.
-  solid game system and well thought-out level design 
although  the game can be extremely challenging sometimes, intense swordfight  actions and rich variety of equipment that expend your play style will  help you to overcome the difficulties in the game. well thought-out  level design is for nothing but a sense of accomplishment. after going  though the levels, you will realize the importance and fun of trial and  error.
- new network system for new online gaming experience
dark  souls allows you to experience casual online gaming. non-synchronized  communication will always make you feel a sense of appropriate distance  to other players as well as a sense of mild unity. you will also have  opportunities to role-play mutually in the game so that even the  multiplayer games blend into the story.
 
official website ",0,0,1,0,0,1,2,0,0,1
Dragon Quest XI: Echoes of an Elusive Age, ,0,0,0,0,0,0,0,0,0,0
Bloodborne,"face your fears in this dangerous new world, where danger, death and madness lurk around every corner.
introducing bloodborne, the latest action rpg from renowned japanese developer fromsoftware, makers of the hit dark souls series, coming exclusively to the playstation®4 system. face your fears as you search for answers in the ancient city of yharnam, now cursed with a strange endemic illness spreading through the streets like wildfire. danger, death and madness lurk around every corner of this dark and horrific world, and you must discover its darkest secrets in order to survive.

a terrifying new world: journey to a horror-filled gothic city where deranged mobs and nightmarish creatures lurk around every corner.
strategic action combat: armed with a unique arsenal of weaponry, including guns and saw cleavers, you'll need wits, strategy and reflexes to take down the agile and intelligent enemies that guard the city's dark secrets.
a new generation of action rpg: stunningly detailed gothic environments, atmospheric lighting, and advanced new online experiences showcase the power and prowess of the playstation(r)4 system.
ever-changing chalice dungeons to explore: use holy chalices to gain entrance to a network of vast underground ruins, filled with traps, beasts, and rewards, to explore and conquer alone or with others. these procedurally generated dungeons offer brand new challenges to master, and can be uploaded or shared with friends.

 source: playstation ",0,0,0,0,0,2,0,0,0,1
Diablo II: Lord of Destruction,"since the beginning of time, the forces of order and chaos have been engaged in an eternal struggle to decide the fate of all creation. that struggle has now come to the mortal realm...and neither man, demon, nor angel will be left unscathed...in diablo ii: lord of destruction, you will return to follow the path of baal, the last of the prime evils, into the barbarian highlands of the north. traveling with hordes of demonic minions, baal intends to corrupt the powerful worldstone, which protects the whole of the mortal plane from the forces of hell.you will face a new series of quests and challenges to prevent the vile minions of the underworld from destroying the world of sanctuary.
expansion set features    * two new character classes (the assassin and the druid) each with 30 unique skills/spells    * one new act set in the barbarian highlands    * many new monster types, including bosses and uniques    * interactive environments, such as siege towers and fortified battlements    * thousands of new weapons, armor, and magical items, including class-specific quest items    * new recipes for the horadric cube    * increased stash size    * supports 800x600 resolution 
 
 
source: http://www.blizzard.com/us/diablo2exp/ ",0,0,0,0,0,0,0,0,0,0
Dragon Quest Monsters: Joker 2,"a monster scouting report
as monster scouts, players can recruit wild monsters to build a team and        battle against other players in this turn-based role-playing game. each        year, monster scouts from around the world gather to compete for the        title of world’s greatest scout. players crash-land on a mysterious        island after their airship is struck by lightning. they must rescue        their missing passengers and crew members by fighting various enemies        using their own monster parties. the only way off the island is to solve        its many mysteries.

 become the world’s greatest monster scout in dragon quest          monsters: joker™ 2, a spinoff of the fan-favorite dragon          quest core series. players scout and collect monsters in order to          build a team to battle enemies. 


 when a player’s party encounters other monsters in a battle, they can          try to recruit those monsters with their scouting skills. a meter on          the top screen indicates the chance that players can scout a monster.          the higher the number, the higher the chance the monster will join a          player’s party. 


 more than 300 different monsters are available to scout and          synthesize. by synthesizing two different monsters, players can create          new, more powerful monsters. these monsters can be customized using          more than 240 skill trees. some monsters return from previous dragon          quest games, while others are new. 


 in battles, monsters level up to learn new skills and become more          powerful. 


 players can battle their monster teams against one another using a          local wireless connection. or, using a broadband internet connection,          they can connect to nintendo® wi-fi connection to battle against other          players. 


 the wi-fi world tournament lets players battle against other monster          teams around the world. 


 the game supports a variety of tag mode options that let players          connect and share data with others: 

- players who connect via tag mode with owners of dragon quest vi®:        realms of revelation™ or dragon quest ix: sentinels of the        starry skies™ can scout monsters from those games.
- players who connect via tag mode with other dragon quest monsters:        joker 2 players can battle against them and have a chance to scout their        monsters without affecting their games.
 
nintendo ",0,0,10,0,0,0,0,0,0,0
Dragon Warrior,"in olden days of yore, the realm of alefgard was cloaked in darkness. according to legend, a brave warrior, erdrick, brought light back to the land by defeating an evil being.  he used the ball of light bequeathed to him by a friend to drive off the enemies of alefgard.  he then gave the ball of light to king lorik, who unified alefgard.  the land was at peace for many generations.  in the time of king lorik xvi, the ball of light were stolen from tantegel castle by the evil dragonlord, and once again the kingdom of alefgard was plunged into darkness.  many travelers fell prey to the merciless fangs of monsters, and the beautiful was transformed into poisonous swamps that hindered travelers.  it was also rumored that several towns and villages were destroyed; wiped off the face of the land by ghosts & dragons.many brave warriors tried to recover the ball of light, but none of them returned from charlock, the dragonlord's dark castle.  the people longed for peace, but did not give up hope.  the great seer mahetta predicted that ""one day, a descendent of the valiant edrick shall come forth to defeat the dragonlord.""who is this brave soul?  there is only one possible answer. you.your quest is to find and defeat the dragonlord.  the time has come.  this is the start of your adventure.
game instruction manual ",0,0,0,0,0,0,0,0,0,0
Inazuma Eleven 2: Blizzard / Firestorm, ,0,0,0,0,0,0,0,0,0,0
Pokemon Battle Revolution," step up to the plate and prove that when it comes to training pokémon, you’re a true world-beater! pokémon battle revolution lets you copy the pokémon you have captured and raised in pokémon diamond and pokémon pearl on your nintendo ds to wii for epic 3d battles against trainers all over the world! pokémon battle revolution begins the moment you step into pokétopia; a theme park made up of 10 different colosseums custom-built for pokémon battles. as you explore pokétopia you will be able to customise the look of your trainer, unlock cool secrets and watch your favourite pokémon fight it out in spectacular style against opponents from all over the world! in colosseum mode, you will challenge trainers around pokétopia; earning the right to fight tougher opponents and unlocking secret content as you go. some of the secrets you unlock can be sent from pokémon battle revolution to your copy of pokémon diamond or pokémon pearl. even if you don’t have a copy of pokémon diamond or pokémon pearl, you can still battle in pokétopia by collecting a rental pass at the front gate! a rental pass provides you with a random selection of six pokémon to get you started and lets you save your progress as you advance. in multiplayer mode, there are plenty of battle options for you to explore. in free battle, friends who are in pokétopia with rental passes can challenge each other, while ds battle mode allows up to four people to connect their ds to a wii and import their pokémon before doing battle. in ds battle mode, it’s even possible to control the action on your television by commanding your pokémon on the ds touch screen. with this option activated, none of the commands shown on your ds will appear on the tv screen – leaving you and your friends to watch battles unfolding in all their cinematic glory!  last, but by no means least, is the option to go online via nintendo wi-fi connection and take on other trainers from around the world. you can opt to battle random trainers or challenge friends whose friend codes you have saved to a roster. you can save up to 60 friends to your roster, meaning you’ll never have to look far for a willing opponent!  controlling the on-screen action couldn’t be easier. apart from the option to use a nintendo ds to control the action in ds battle mode, you have the choice of navigating through menus by pointing the wii remote at the screen and making selections with a cursor or holding the wii remote sideways and sorting through your options with the +control pad. walking through the doors of pokétopia is just the first step on a journey that will let you see your pokémon in action like never before – as well as giving you the power to prove yourself one of the greatest trainers on earth. your favourite pokémon have never looked so good, and watching them fight it out on wii is, truly, a battle revolution!  copy the pokémon you have caught and raised in pokémon diamond and pokémon pearl onto wii and take control of them in stunning 3d battles. battle with other pokémon trainers from around the world via nintendo wi-fi connection. unlock cool new features and download content to pokémon diamond and pokémon pearl on your ds. also playable without a copy of pokémon diamond or pokémon pearlsource - www.nintendo.com  ",0,25,0,0,0,0,0,0,0,0
X-Men Legends," the brotherhood of evil mutants has freed their leader, the diabolically intelligent magneto. an unprovoked attack on mutant-kind by a secret sentinel army compels magneto to plan his most maniacal scheme yet. he intends to use his mutant superpowers to shroud the earth in cosmic debris, blotting out the sun and plunging the globe into eternal winter. from this chaos the brotherhood will emerge to reign supreme over humankind. as the sentinels continue to wage worldwide mutant genocide, the x-men must confront magneto and save the earth from certain destruction.penned by former x-men writers and based on the ultimate x-men comic book series, x-men legends blends visceral superhero action, a dynamic experience system and a vivid, cinematic story into one of the most thrilling forays into the x-men universe yet.          recruit your squad of 4 mutants from a team of 15—including wolverine, gambit, nightcrawler and storm—and battle evildoers across a vast, interactive, fully destructible landscape. switch among squad members at will and use their unique abilities for puzzle-solving and combat. upgrade your heroes’ abilities on the fly. combine superpowers to unleash awesome mutant attacks that obliterate all obstacles and enemies in your path. over 40 fully rendered cinematic sequences illustrate the cliffhanger plot and lead the x-men into brutal confrontation with the greatest evil mutant-kind and humankind alike have ever faced.
 
source - www.activision.com (publisher)
  ",0,0,0,0,0,0,0,0,0,0
Paper Mario: The Thousand-Year Door,"what sleeps behind the door?time passes, the pages turn...and a new chapter unfolds in an unfamiliar land! get ready for a two-dimensional role-playing adventure for the ages as mario returns to paper form to discover a mystery that sleeps behind an ancient, legendary portal called the thousand year door. the quest is long, the dangers many, and this time, mario will have to make full use of his papery qualities just to survive.take to the stage! impressing the crowd builds power for super attacks, but don't disappoint the audience, or you'll pay!no need to go it alone! you'll need to rely on sidekicks to survive, and even enemies have roles to play...don't fold under pressure! fold into a paper airplane, turn sideways to slip through cracks, and much more.stay on your toes! stomp foes, swing your hammer, and use timely button presses to do damage!*nintendo - back of box  ",0,0,0,0,0,0,0,0,0,0
Dragon Quest Monsters: Joker,"enter the world of dragon quest monsters: joker as the young hero, locked in a prison by your own father, the leader of a mysterious organization known as cell. released under orders to enter the monster scout challenge, you will embark on a journey starting with a single monster and a scout ring, unaware of the dark and mysterious intentions that surround the competition.features

the “big three,” comprised of series creator yuji horii, legendary manga artist akira toriyama and renowned composer koichi sugiyama, teams up once again to create an unforgettable gaming experience
witness the same breathtaking visuals that brought akira toriyama’s art to life in dragon quest viii: journey of the cursed king®
create new species as you synthesise customized monsters from a selection of more than 200 different dragon quest creatures
experience an innovative and exciting mix of the monster arena battles from dragon quest viii and traditional dragon quest gameplay
challenge your friends via local wireless play to see whose team is the strongest
robust nintendo wi-fi connection component allows players to upload and download monster team data for battle on their nintendo ds systems
 ",0,0,1,0,0,0,0,0,0,0
Monster Hunter Tri,"monster hunter is set in a massive, sublime land where humans and monsters co-exist. you play the role of an up-and-coming hunter, who must accomplish various quests to achieve glory and help the residents of their village survive.
hunters will track monsters, set traps, and either capture or slay a variety of majestic monsters. when a monster is slain, the hunter can carve off their horns, scales and bones, which can be used to create a huge variety of weapons and armor. these items can be bought or crafted by giving the village blacksmith materials and a fee.
using wii to its fullest, showcasing beautiful graphics and a dynamic ecosystem, monster hunter tri allows for unparalleled co-op gameplay, both on and offline. hunt with up to four players online or two players offline in arena mode. also, in arena mode, you’ll have the ability to save your character’s information to the wii remote directly so you’re always ready to play at a friend’s house!
do you have the courage to hunt the monsters that roam your world? it won’t be easy – the monsters are strong and numerous. yet by hunting together with friends, or braving it solo with your chacha fighting companions, there is no monster that cannot be defeated. sharpen your favorite weapon and invite your friends, hunting season is about to begin...
features
• hunt together: in the hunt, you’re never alone. hunt together with up to 4 players online or take on arena quests with 2-player split-screen action. in single-player mode, you even have the ability to hunt with ai-controlled characters named chacha.• monsters with unique abilities and attacks: monsters have unique and dynamic personalities, abilities and defenses, increasing in complexity as the player progresses. they camouflage themselves to ambush hunters, but will flee or call for help if outmatched.• immense living, breathing world with ecosystem: monsters interact amongst each other in a living breathing ecosystem, complete with food chain. monsters have stamina, migrate and even attack one another, the strong feeding on the weak.• new underwater maps: for the first time ever in any monster hunter game, you will be able explore land and sea and hunt monsters of the deep.• fully customizable equipment: with seven weapon categories – including the all-new switch axe – and new armor and weaponry created from the remains of slain monsters, there are almost limitless opportunities for equipment customization.• choice of controls: play with either the wii remote and nunchuk, with the classic controller or classic controller pro                            source-nintendo.com ",0,0,8,0,0,0,0,0,1,0
Parasite Eve,"parasite eve is a genre melding game developed and published by squaresoft. based on the novel series of the same name from japanese author hideaki sena, parasite eve follows a series of strange events as viewed by heroine aya brea that take place over seven days beginning christmas eve 1997. the game has been renown for it's merging of the survival horror and role-playing genres, taking elements seen in other squaresoft (like item & equipment management, a rpg driven character development system, and atb driven combat) titles as well as concepts and storytelling elements from games like resident evil. ",0,0,0,0,0,0,0,0,0,1
