Name,Summary,sim,fifa,nfl,pro,league,soccer,nba,football,sports,baseball
NHL 11,"celebrating the 20th anniversary of the franchise, nhl 11 aims to to raise the bar yet again for hockey fans. with a revolutionary real-time physics engine that brings an unprecedented amount of realism to the franchise, gameplay innovations like broken sticks and a revamped face-off system, as well as the addition of the canadian hockey league, nhl 11 promises to be the most complete hockey videogame ever created. ",0,0,0,0,0,0,0,0,0,0
MLB 14 The Show,"the highest rated sports franchise over the last 8 years is back and better than ever. welcome to the show.
the best is getting better. mlb 14 the show for the playstation®4 system will feature the most amazing visuals ever seen in a baseball video game. the stadiums are better. boasting up to 4x the fidelity as their ps3 counterparts, stadiums will come to life like never before. improved physics and player animations make the game more lifelike than ever.
so step up to the plate, to the greatest sport ever played. which just got better. welcome to the show.

year to year saves 
over 4x visual fidelity on ps4 system
a more evolved and immersive road to the show experience

source: playstation.com ",0,0,0,0,0,0,0,0,1,1
Madden NFL 11,"madden nfl 11 reenergizes the game of football with a fun, exhilarating experience that ignites the passion of any nfl fan. a revamped franchise mode puts you at the helm of your favorite nfl team, giving you the power to lead the greatest dynasty of all time in the deepest single-player experience to date. new players can get up to speed quickly utilizing the all-new gameflow system, where the plays are called for you until you're ready to go under center. lead your team to glory with madden nfl 11, the ultimate nfl experience on wii. ",0,0,5,0,0,0,0,1,0,0
NCAA Football 07,"momentum changes everything - now college football's most celebrated videogame turns the tide with ncaa® football 07.
whether battling your biggest rival or playing for the first-ever bcs national championship game in dynasty mode, success on the field depends on your ability to maintain momentum. featuring unprecedented graphics that capture every moment in complete detail from the authenticity of the stadiums, mascots, and marching bands, to the true-to-life look and feel of the players on the field.
playstation ",0,0,0,0,0,0,0,1,0,0
Shaun Palmer's Pro Snowboarder,"think you can ride like this guy?

ride with the skills and attitude of 6-time x-games gold medalist shaun palmer or as nine other top boarders including tara dakides, shaun white, and ingemar backman
trick off anything in sight and link tricks with tight controls true to the feel of the tony hawk’s pro skater series
real-world destinations including aspen, snowbird, gotcha glacier, and mt. hood
innovative play modes including palmer x racing and two-player pus--in which the better rider gets more screen space
featuring songs by alien ant farm, static-x and papa roach

us.playstaion.com
 ",0,0,0,1,0,0,0,0,0,0
NBA Live 08,"
when the game is on the line and the ball is in your hands, what will you do? will you penetrate, drive the lane and rise above the rim for a monster dunk, or find an opening on the perimeter and sink a game-winning three? take control of the game with a full arsenal to win the one-on-one match-up from every spot on the floor with nba live 08.
providing an unrivaled level of authenticity to the sport, nba live 08 introduces all-new signature go-to moves that capture the essence of the nba’s best, and you can now play the game on a console like you see it from the stands.
pass the ball inside and rule down low with ‘own the paint’ post play. string together combos of fakes and shots to fool your defender into committing and create space for the game-defining bucket. on the perimeter, in the paint, and with unparalleled depth, dominate with your go-to move with nba live 08.
electronic arts uk ",0,0,0,0,0,0,3,0,0,0
MLB 09: The Show,"sony computer entertainment's top-tier, playstation-exclusive baseball series hits '09 with a slew of improvements, new features and added details. road to the show is back once again, this time introducing interactive training to improve player abilities and performance in a variety of skill sets. franchise mode is also going deeper, adding items such as salary arbitration and september call-ups. adding to the online feature set, mlb 09 the show introduces online season leagues to allow players to hold fully functional drafts and utilize a flex schedule, allowing players to play games ahead of the schedule. users can also access a new roster vault to tweak player attributes, appearance, and accessories to create the ideal roster. ",0,0,0,0,0,0,0,0,0,1
Tiger Woods PGA Tour 07,"earn respect and climb the ranks with team play in tiger woods pga tour® 07. the top-selling golf video game franchise is packed with new content, including 21 new courses and 50 golfers. in all-new team tour mode, assemble a team, improve team status, establish rivalries, and compete for the coveted ea™ cup as you chase down tiger woods and company.
features

all-new team tour mode team tiger is on the prowl and it’s up to you to take it down. after crafting your skills, assembling your team, and challenging the top squads in a variety of game modes, set your sights on a showdown against tiger woods and his team of championship golfers.
the most pga tour® players featuring 21 of the world’s top players, including tiger woods, john daly, vijay singh, and annika sorenstam, the most decorated golfer on the lpga tour®.
21 championship and fantasy courses new pga tour licensed courses include the four seasons resort aviara, the ocean course at kiawah island, riviera country club, the national, and the k club, home of the ryder cup 2006.
game face facelift the innovative character creation tool is revamped with deeper modifications, more apparel, equipment licenses, and specialty items.
become the world’s best on the playstation®2 computer entertainment system or xbox live®, challenge up to three players in online* tournaments complete with full stat tracking, league leaders, and more.
all-new espn integration get the latest sports updates and breaking news from the always-on espn ticker, espn radio updates, and espnews.
refined swing types the dual analog swing system has been refined to make the quest for the perfect shot just a little tougher. choose from a classic swing style featuring the shape stick, or the standard style, which allows you to swing and putt with the left analog stick.
golf’s best commentators the announcing dream team of david feherty and gary mccord provide commentary and irreverent observations during every round.
more mini-game challenges work on your game or take on a friend with elimination mode, battle golf, one-ball, and more.
improved sound players hear the crowd just like tiger woods does on championship sunday. crowds cheer and jeer in surround sound based on your performance.

electronic arts uk ",0,0,0,0,1,0,0,0,1,0
Major League Baseball 2K7,"it's a whole new ballgame! major league baseball 2k7 redefines the pure baseball video game experience with true, next-gen details, all-new throwing mechanics and a revolutionary presentation system. featuring stunning, lifelike player models, signature style™ animations, inside edge™ data and more, major league baseball 2k7 delivers the most authentic baseball action to date.
features:

 signature style - batting stances, waggles, home run celebrations, step-ins and step-outs bring each player to life like never before. 
 true fielding – fielder positioning, relay and cutoff a.i. has been redesigned to allow for better, more authentic major league defensive play. defensive alignments are now based on who is at the plate.
 dynamic throwing system - responsive throwing mechanics coupled with unique animations for infield, outfield and situational throws brings your command of the ball to a new level. 

take 2 ",0,0,0,0,3,0,0,0,0,4
Madden NFL 10,"built from the ground up, madden nfl 10 arrives with breath-taking        visuals designed exclusively for wii that will captivate both seasoned        veterans and new comers to the franchise. all-new player models embody        characteristics of your favorite athletes, plus new larger-than-life        stadiums showcase details found at each of the 32 nfl fields. madden nfl        10 for wii also makes playing with friends more exciting than ever        before. play with up to 4 players in the road to the super bowl co-op        season mode, or gather a group at your party to crown the king of the        couch in the all-new madden showdown tournament. a fresh, new visual        style, together with quick, exciting game modes ensure that anytime is        the right time for madden nfl 10 on wii.
all-new visual style, madden showdown, huddle up, road to the super        bowl, call your shots, spotlight moments ",0,0,4,0,0,0,0,0,0,0
NBA Live 09,"nba live 09 is back with the best playing basketball game in the category that rewrites the book on authenticity and makes good on the promise of next gen connectivity. new features like pick and roll control, defensive lockdown control, signature playcalling and quickstrike ankle-breakers will make the live experience fun, long-lasting and satisfying. nba live 365 takes the statistical data of dynamic dna and brings it to life.  nba live 09 is made fresh daily all season long. ",0,0,0,0,0,0,3,0,0,0
Madden NFL 2003,"sounds of the game: up-to-the-minute stat commentary, on-field player banter, and improved crowd reactions keep the audio realistic and fresh from game to game. audio dream team: dynamic play-by-play and analysis by madden and michaels. all-new mini-camp: hop on john madden's cruiser tour bus and travel to all nfl cities to complete skilled tasks. create-a-playbook: customize receiver routes, player formations and more. deepest franchise mode ever: play 30 years of franchise mode and draft players each season with tips from your scouts.
[ea sports] ",0,0,1,0,0,0,0,0,0,0
Skate,"skate is the closest thing to skateboarding without actually putting your feet on a board. with innovative controls that take advantage of the dual analog sticks, the power of the next gen hardware, and the ability to sculpt tricks that define your own style, skate delivers an authentic boarding mecca like no other videogame.
individual style combined with physics-driven animations promise that no two tricks will ever be the same. and there's plenty of room to pull off those tricks-san vanelona challenges you to explore, find, and own the best spots.
you can even capture footage to create and show off your style with friends across the world-because without footage, it's fiction. get ready for all the fun, creativity and culture of skateboarding without the hours of practice, broken bones, and hospital visits.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
Madden NFL 08,"feel what it’s like to be a field general making key personnel decisions on both sides of the ball during the game’s biggest moments in madden nfl 08. quickly identify your strongest players on the field before every snap then move them into position to make game-changing, momentum-altering plays. play to your team’s strengths by immediately reading your opponent’s schemes and reacting to the action as soon as the ball is snapped. create mismatches and exploit weaknesses as you read and react with madden nfl 08.
key features
all-new read and react system
new player skill icons identify on-field strengths and weaknesses, providing an immediate read on what your opponent is giving you. quickly react, create mismatches, and exploit opponent weaknesses before every play.
 all-new skill drills
take on an army of tackling dummies in an all-new skill drills mini-game designed to teach you the game of football. a progressive learning system teaches you how to use game controls under pressure, while advanced and multiplayer modes allow you to finetune your skills or challenge a friend to a head-to-head competition.
 new fantasy challenge mode
leverage your fantasy football knowledge by drafting the ultimate nfl dream team. play through four competition levels with your fantasy squad in hope of winning challenges, increasing your salary cap, and adding new superstars to your team.
 madden unmatched
all-new player moves, including auto-motion and low-hitting tackles, plus ultra-smooth gameplay provide the most realistic nfl gaming experience ever.
-ea ",0,0,4,0,0,0,0,1,0,0
Madden NFL 09,"celebrating 20 years of innovation and counting, madden nfl 09 delivers its most authentic nfl football experience ever.
prove you can win on the road
celebrating 20 years of innovation, madden nfl 09 delivers its most fun and exciting football package ever for the psp and nds, combining wi-fi multiplayer games and rec room minigames with all-new ea sports™ family play, featuring an easy-to-use game control system. with an all-new tri-level playcalling system, plus the new last-minute miracle mini-game, the franchise takes its next leap in bringing you the greatest football experience on the go with madden nfl 09.
 fun, accessible rookie mode 
now anybody can dominate the game like a pro with all-new ea sports? rookie mode. simplified playcalling controls and an easy-to-use passing system make madden nfl 09 the most accessible psp football game ever.
 all-new playcalling 
players of all skill levels can be competitive by calling plays from three unique playbooks, ranging from easy to advanced. intelligent coach tips provide instant feedback to help you become a better player on the fly.
 deliver big hits with ease 
dominate on the defensive side of the ball with an all-new one-button control scheme featuring assisted player movement allowing new players to enjoy early success.
 new player indicators 
find the open man effortlessly with the help of new open receiver icons identifying who's open or covered. wide-open receivers help you out even more, calling for the ball by waving their arms. player indicators also tell you when to evade an approaching defender or perform a crushing tackle.
 
-ea ",0,0,5,1,0,0,0,4,0,0
SSX,"[ this is ssx ]a modern day reinvention of one of the most critically acclaimed arcade franchises of all-time, ea sports ssx will allow players to experience the franchise’s signature fun and adrenaline-packed gameplay across iconic mountain ranges all over the world. watch this video to catch up on everything you need to know about ssx, then check out the game features in more detail below.[ explore ]explore every drop in the massive world of ssx. set your fastest time on race drops, post your highest score in trick drops, and descend as far down the mountain as you can in survival drops. once you’ve set a personal best, a ghost of your run will be uploaded to the ssx universe. you can challenge your friends’ ghosts to earn in-game credits, or let your ghost rake in the credits for you, even while you’re away from your console. ongoing competition with friends on your own schedule is the core experience of explore mode.[ ridernet ]inspired by the incredible autolog engine from need for speed™, ridernet is ssx’s recommendation engine. it will allow you to ‘like’ your favorite drops, recommend new drops to you, recommend new friends for you, point you to drops where your friends are competing, and much more. ridernet acts as your guide through the online world of ssx.[ global events ]constant global competition at every drop point in the ssx universe against real people in real-time. events can last for a single run, hours, or even days, with your friends and closest competitors phasing in and out of your immediate surroundings at all times. compete in multiple events at the same time - post a score in one event then jump in to another and move up or down the leaderboards even after you turn off your console.[ trick it ]defying the laws of reality, ssx enables players to pull off tricks that would make even the world’s greatest snowboarders sick to their stomachs. with a trick system and levels designed to deliver trick opportunities at every turn, linking your combos is a must for posting record-setting scores. fill your tricky meter to unleash your favorite uber tricks![ survive it ]a new gameplay element inspired by big mountain snowboarding, ssx asks players to survive some of the most treacherous descents on earth. challenged by the power of mother nature, players will have to survive avalanches, white outs, freezing cold temperatures and much more as they make their way down these natural boss battles.[ race it ]way beyond your typical racing experience, ssx allows players to experience intense high-speed races down huge open mountains with multiple paths and no invisible walls to hem the player in. challenge a friend in explore, or take on the whole world in a global event.[ a massive world ]from antarctica to africa and the himalayas to the alps, players can navigate a google-earth inspired globe and drop into nine of the most iconic mountains ranges and regions on the planet. using nasa satellite topographical data and our proprietary mountain man development tool, each of these iconic mountain ranges have been built, then exaggerated, to deliver a gameplay experience that is true to ssx.[ ssx characters ]favorite characters, as selected by the fans, make their return to ssx along with some new faces joining the franchise. roster includes: elise, mac, kaori, psymon, moby, zoe, griff, ty, tane, alex, eddie, and the first real-world snowboarder ever to be a playable character in ssx - travis rice.
source: the official website ",0,0,0,0,0,0,0,0,1,0
NCAA Football 09,"
powered behind groundbreaking gameplay controls and unique college-style animations, ncaa football 09 delivers all the excitement and pageantry of a storied college bowl game. with authentic collegiate gameplay and thousands of school-specific plays, college saturdays jump to life like never before with ncaa football 09.


all-new breakaway animation engine: the most dynamic football animation system ever lets you take complete control of the game. break in and out of jukes, stiff arms, spins, and more in a swift, fluid motion, or use the analog stick to steer a player in any direction mid-move.
authentic college football gameplay: with huge cut-back lanes, arm tackles, over-pursuing defenders, and downfield pump fakes, this college game is wide open. bring a new level of strategy to your game and keep your opponents guessing with new playcall bluffs and formation-specific audibles, allowing you to quickly check off to a secret play at the line of scrimmage.
all-new onlnine dynasty mode: build a collegiate powerhouse online and invite up to 11 players across the country to join. with the same ease and flexibility of managing a fantasy football league, recruit, schedule, and play for up to 60 seasons.
build the ultimate fan base: shape your program into a perennial powerhouse and watch your team's prestige rating increase after every season. with dynamic attendance, fans hungry for a championship flock to the stadium and even travel with you on the road into the most hostile environments. string together consecutive losing seasons and your faithful won't hesitate to jump ship as your rating decreases in defeat.
the electricity of college gameday: experience the pageantry of college football saturdays as cheerleaders bring the sidelines to life with aerial stunts, celebrating every momentum-swinging moment. take the party to the next level by celebrating touchdowns with your school mascot after a big score.
home of the twelfth man: maintaining your composure is key as less experienced players are prone to making bad decisions. signal callers can re-gain composure by acing the quarterback quiz mid-game.

 
xbox.com ",0,0,0,0,0,0,0,6,0,0
Tony Hawk's Underground,"you own the underground!   get ready for a totally new breed of the tony hawk experience - tony hawk's underground.   play as yourself, not a pro skater, and make your way through a plot-twisting, true-to-life story that takes you from unknown local skate punk to fame and fortune as a superstar skater.   for the first time ever, you'll be able to get off your board and explore 9 expansive levels on foot or by vehicle. enjoy unprecedented customization by designing and naming your own original tricks through the all-new create-a-trick. or create bigger parks and include your own goals in the expanded skate park editor.            after you're done, share your tricks and parks online with your friends. you can even download your own face into the game! and, with all-new online play - new games, stats, and online rankings - you'll have infinite expansion through downloadable content.
source - www.activision.com (publisher) ",0,0,0,1,0,0,0,0,0,0
FIFA Soccer 11,play on until the final whistle with the 2011 edition of ea's officially-licensed fifa game series. fifa soccer 11 delivers a true soccer experience with authentic club and leagues licenses and gameplay refinements and innovations that combine to create the complete soccer simulation. ,0,2,0,0,0,3,0,0,0,0
NCAA Football 08,"
put your heart, hustle and toughness on the line and lead your program to the bcs national championship game in ncaa® football 08. the all-new leadership control allows you to boost the motivation level of your teammates by taking control and making big plays. put your coaching prowess and integrity to the ultimate test with the all-new campus legend mode and an even deeper dynasty mode. with the new my shrine, home field advantage, and exciting new plays like the statue of liberty, ncaa football 08 is everything that's great about college football. what kind of legacy will you leave?




all-new leadership control: lead by example and control the action on the field as you increase your sphere of influence by improving your players' personal ratings on each big play. track all your user stats to determine the true king of the gridiron.
enhanced recruiting: use the dynasty mode's all-new prospect search tool to hone in on incoming players with specific attributes. make sure you live up to your promises or players could transfer, damaging your coaching integrity rating.
campus legend mode: attend practice, learn the playbook, and earn reps as a college freshman while utilizing the simulation engine system to fast-forward through events in which you're not participating.
relive your highlights: revisit your top accomplishments in my shrine, your personal hall of fame that stores your trophies, custom photos, video highlights and more.
save and share your greatest moments: create video highlights of your favorite plays and show them off online, or download your instant classics to your pc to share with friends.
weather channel updates: get real-time weather from the actual locations of your favorite campuses when playing your rivals online.



 
xbox.com ",0,0,0,0,0,0,0,2,0,0
Madden NFL 2005,"in its 15th year and with close to 37 million copies sold, madden nfl football continues to dominate as the most popular football videogame franchise of all time with a combination of innovative new features and the most authentic football gameplay. madden nfl football is currently displayed in the pro football hall of fame—the only videogame to receive this honor.  in the tradition of ea sports™ innovation, madden nfl 2005 introduces the hit stick. by giving players the ability to turn a game around with a crucial tackle, the hit stick delivers the power to take control of the game from the defensive side of the ball like never before. along with all-new defensive pre-play controls and defensive ai enhancements, the defense now has a diverse arsenal of weapons available. the incredible depth of franchise mode grows with the addition of storyline central.   madden nfl 2005 delivers unprecedented depth and upgrades, with hundreds of new animations, even more franchise mode additions and the ability to create your own nfl super fan in the all-new create-a-fan feature. this is the deepest, most complete and authentic sports videogame ever made, making madden nfl football the ultimate judge for gamers.
electronic arts uk ",0,0,6,1,0,0,0,6,1,0
NCAA Football 98,"ncaa football 98 is a football sim game, developed by ea tiburon and published by electronic arts,  which was released in 1997. ",1,0,0,0,0,0,0,2,0,0
Mario & Sonic at the Rio 2016 Olympic Games,"compete on-the-go with mario and sonic
all of your favorite mario™ and sonic characters are ready to join the        fun in rio de janeiro, host of the olympic games in 2016. then take the        rivalry on the road with this portable collection of supercharged events        like soccer, table tennis, or test your skills in a challenging game of        golf.
features:

 take on fun and exciting events set throughout host city rio de          janeiro. 
 join mario, sonic and your favorite characters to take on new          challenging events like soccer and beach volleyball. 
 soccer is a popular sport in brazil where the rio 2016 olympic games          are set. 
 golf returns to the olympic games for the first time in 112 years;          enjoy the event exclusively in the nintendo 3ds™ version of mario &          sonic at the rio 2016 olympic games. 

source: nintendo.com ",0,0,0,0,0,2,0,0,0,0
NHL 12,"

as the sport's next superstar, earn every shift on the ice with stellar play, big hits, and spectacular goals and prove you have the toughness and skill to lead your team to the stanley cup®. be the next legend in hockey with nhl 12.
ea.com

 ",0,0,0,0,0,0,0,0,0,0
NCAA Football 2001,"ncaa football 2001 is a football sim game, developed and published by ea sports,  which was released in 2000. ",1,0,0,0,0,0,0,2,0,0
MLB 08: The Show,"already widely considered the most authentic baseball game available, mlb® 08 the show™ is set to provide fans with the most realistic baseball experience to date with innovations such as a more immersive road to the show mode, enabling gamers to play both offense and defense from the created player’s perspective. providing players with some additional performance incentives, the mlb® franchise introduces the new progressive batting performance feature, which will both reward players for superior performance and penalize them for hitting slumps. specific to each individual batter, players will be rewarded with slight contact bonuses, or punished with slight decreases in contact, based on how that batter that performs beyond his ""natural ability"" while under user control. adding to the online feature set, which includes customizable online league play with up to 30 teams, scrolling mlb® score ticker and more, mlb® 08 the show™ introduces scout (sportsconnect online user tracking), which allows gamers to set and store their game preferences on the mlb® server, and enables the system to look for a quick match with opponents that fits similar competitive criteria.  source - www.us.playstation.com  ",0,0,0,0,1,0,0,0,0,2
MotionSports,"grab your friends and rush the living room, it is time to catapult into the wide world of motion sports. race  down the slopes of a super g slalom, score the mind-blowing penalty  kick, duck-and-run your way to a game-winning touchdown or throw punches  at the champ as you test your skills in over 40 awesome sports  challenges. motion sports live in game show will follow your hits... and  misses, as you compete to go from local hero to a global sports  phenomenon.
http://www.ubi.com/us/games/info.aspx?pid=9097 ",0,0,0,0,0,0,0,0,3,0
FIFA 13,"fifa 13 captures all the drama and unpredictability of real world football. this year, the game creates a true battle for possession across the entire pitch, and delivers freedom and creativity in the attack.
 
source from the back of the box. ",0,1,0,0,0,0,0,0,0,0
J-League Soccer: Prime Goal,"j-league soccer: prime goal is a soccer sim game, published by namco,  which was released in japan in 1993. ",1,0,0,0,0,1,0,0,0,0
NFL Xtreme, ,0,0,0,0,0,0,0,0,0,0
Top Spin 4,"top spin 4 redefines the way you  experience the game of tennis.  intuitive controls make gameplay  immediately accessible yet deep and rewarding for the tennis experts who  want to plan their strategy, target their opponent's weaknesses and  become an unstoppable force on the court.  the most feature-rich title  of the top spin franchise, top spin 4, puts you front and center of the  professional tennis experience with the deepest player roster to date  complete with 2k's signature style, an enhanced player creator with new  coaching and development systems, an incredibly immersive career mode,  all-new visually stunning tv broadcast presentation elements, and a  fully online world tour mode.  do you have what it takes to rise above  the competition and become #1 in the world?
- official 2k sports website : http://www.2ksports.com/games/topspin4 ",0,0,0,0,0,0,0,0,1,0
Hot Shots Golf: Open Tee 2," step out of the clubhouse and onto the open tee with hot shots golf open tee® 2. the classic, entertaining golf franchise returns to the psp® system with new quirky characters, beautiful courses and a huge variety of customizable options that enable you to take your golf game wherever you go. key features  new internet play - tee off in hot shots tournaments up to 16 players.12 exotic courses - play on tropical islands, the arid desert, beside snow-capped mountains and along the coast.in-depth character customization with more than 320 options.experience the fun of hot shots golf with the widely acclaimed classic game play. tee off locally with up to 8 players and settle the score via ad hoc either head-to-head or in tournament play.upgrade your clubs and golf balls to execute more accurate shots, longer drives, tighter approach shots and perfect putts. source - www.us.playstation.com  ",0,0,0,0,0,0,0,0,0,0
NBA Street Vol. 2,"nba street vol. 2 allows players to choose from a roster of more than 150 nba stars past and present, including larry bird, wilt chamberlain, bill walton, jerry west, george ""iceman"" gervin, ""pistol"" pete maravich and magic johnson, complete with their signature moves. gamers can pursue their quest for street ball dominance alone, with a friend, or in the all-new 4-player multiplayer mode. ",0,0,0,0,0,0,2,0,0,0
NCAA Football 2005,"do you have what it takes to survive in college football’s most hostile environments?
for the first time in videogame football history, the game day atmosphere directly affects players’ on-field performances. with ncaa® football 2005, you can track the crowd’s impact on players and see if they have enough composure to withstand the pressure.
take advantage of key personnel mismatches with the new match-up stick. add in fan celebrations, like the gator chomp or texas hook 'em horns, and you’ll see that ncaa football 2005 delivers the real emotion, collegiate atmosphere, and traditional gameplay of college football.

new xbox live® support: join the world’s greatest online gaming community and play as your favorite school—complete with team-specific ranking lists.
new stadium pulse: pump up the crowd and keep your composure as the stadium rocks with energy via shaking cameras and controller vibrations.
new match-up stick: ratings change based on the player's ability to handle the pressure. track the crowd’s impact on each player and exploit mismatches.
top 25 toughest places to play: build your team’s stadium atmosphere to compete with the most elite stadiums in the country.
deeper dynasty mode™: monitor discipline levels to ensure your program’s integrity. keep players happy with their playing times, or you'll risk them transferring to a rival.

 
xbox.com ",0,0,0,0,0,0,0,3,0,0
FIFA Soccer 06,"fifa 06 brings the total football experience to your xbox. it delivers a combination of attacking gameplay, complete customization, pure authenticity, and the deepest manager mode ever.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,1,0,0,0,0,0,1,0,0
NHL 13, ,0,0,0,0,0,0,0,0,0,0
Street Sk8er, ,0,0,0,0,0,0,0,0,0,0
Summer Sports: Paradise Island (Others sales), ,0,0,0,0,0,0,0,0,0,0
Madden NFL 10,"experience first-hand what it’s like to fight for every yard in madden nfl 10. with the all-new pro-tak™ animation technology, players have more control over the outcome of each play. whether driving a receiver towards the first down, or battling for a fumble at the bottom of a pile, the play won’t end until the whistle blows. add to that the most immersive broadcast presentation and online innovation to date, and madden nfl 10 captures the authenticity and emotion of the nfl like never before.
 
key features

pro –tak™ – this all new animation technology provides unprecedented control over the outcome of every play. drag defenders towards the first down marker, including up to 9-man gang tackles, fight for a fumble at the bottom of the pile, and evade the rush with all-new quarterback avoidance actions. enhanced play at the line of scrimmage features a new blocking system that allows the quarterback to step into the pocket and gives the defensive line more control over the rush. 
unprecedented authenticity – referees peeling players off a fumble pile, the chain gang rushing in to measure for a key first down, and all-new player equipment ensure that if you see it on sunday, you’ll see it in madden nfl 10. 
fight for online dominance – delivering the most comprehensive online offerings in franchise history, madden nfl 10 includes new modes to satisfy the competitive and cooperative football gamer. 
the emotion of the nfl – new tv broadcast-style presentation and cinematic cameras bring the suspense and intensity of the nfl to your living room. 
enhanced franchise mode – run each aspect of an nfl franchise: draft players, sign free agents, manage the salary cap - just like a real gm. enjoy all of the action throughout the league via a new, network inspired highlight show. 
madden nfl your way – the most customizable version of madden nfl to date! alter gameplay options to adjust the experience to your liking. a revamped play calling system and menu takes you to kickoff faster than ever before. speed up online matches with accelerated clocks, streamlined presentation and more. 

www.us.playstation.com ",0,0,10,1,1,0,0,1,0,0
NFL Street,"from the developers of madden nfl™ football comes a new brand of football where style is big: nfl street. nfl street blends fast paced arcade action with street culture to create a unique new gameplay experience where nfl stars become larger than life personalities. players battle to earn the enhanced gear and attributes necessary to dominate the urban environments.  nfl street features fast-paced, 7-on-7 gameplay where players high step, pitch, and crush their way down the field. choose from 300 of the nfl’s biggest ballers from all 32 teams including legends like barry sanders. the gameplay controls are easy to pick up, but challenging to master.  outscoring your opponents is no longer enough. bring some style to your game by stylin’ down the field to earn the gamebreakers necessary to rule the streets.
 
source - www.electronicarts.co.uk (publisher) ",0,0,4,0,0,0,0,2,0,0
NHL 13, ,0,0,0,0,0,0,0,0,0,0
Tony Hawk's Proving Ground,"every skater has a different story. create yours.
in tony hawk’s proving ground, you have the freedom to create yours. experience a tony hawk game that lets you create and share your own lifestyle, where the choices you make impact how your character develops and the story unfolds.
 key features:  freedom to play your way – with unprecedented control of their skating experience, players shape how their characters evolve. mix and match any combination of skill sets from the different skater classes whether that be from a contest-winning career skater, a fast and furious hardcore skater, or an innovative skatepark creating rigger.
full-featured video editor* – capture all of your sickest tricks and bails with this new video editor using a full-suite of editing tools, lens modes, camera angles and effects to cut and combine clips, add a personal soundtrack and even showcase online to share with others or move up the leaderboard rankings.
greater variety of customization* – players have the ability to use the rig-a-kit and environment altering mechanics to transform any locale into their own personal skate park. they can even personalize their skate lounge with items such as furniture, plasma tv’s and more.
 expanded gameplay mechanics deliver unprecedented control** – eight all new gameplay mechanics empower players to play the way they want: bowl carving, aggro push, skate checking, climbing/exploration.
activision ",0,0,0,0,0,0,0,0,0,0
MLB 2004,"          989 sports® makes their debut appearance on the playstation®2 baseball diamond with mlb 2004. mlb 2004 boasts 12 unique types of gameplay for all skill levels, from novice to expert. build yourself an unbeatable dynasty with franchise mode, take your favorite team or player through a 10-year career mode, manage the front office in general manager mode or take a rookie from a-ball to the show in spring training mode. mlb 2004 incorporates dozens of camera angles, auto action replays, play-by-play from hall of famer vin scully and commentary from espn's dave campbell for a true network-style presentation that delivers all the action and excitement from opening day to the fall classic.  989 sports delivers, pitches and knocks one out of the park with mlb 2004. source - www.us.playstation.com  ",0,0,0,0,0,0,0,0,1,1
2014 FIFA World Cup Brazil,"road to brazil
experience all the fun, excitement, and drama of football's greatest event.
-over the back headers.-road to río de janeiro.-captain your country.
 
source from the back of the box. ",0,0,0,0,0,0,0,0,0,0
WWE 2K18, ,0,0,0,0,0,0,0,0,0,0
London 2012: The Official Video Game of the Olympic Games, ,0,0,0,0,0,0,0,0,0,0
FIFA 15, ,0,0,0,0,0,0,0,0,0,0
Tiger Woods PGA Tour 2000, ,0,0,0,0,0,0,0,0,0,0
NCAA March Madness 2003,"do you dream of cutting down the net in new orleans? now is your chance with ncaa® march madness™ 2003 - the ultimate college basketball experience. 
from the crazed fans in the stands, to the mascots on the court, to the fight songs being played in the arenas - ncaa march madness 2003 captures the spirit and excitement that is unique to college basketball. ",0,0,0,0,0,0,0,0,0,0
Jikkyou World Soccer 2000 Final Edition,"jikkyou world soccer 2000 final edition is a soccer sim game, published by konami,  which was released in japan in 2000. ",1,0,0,0,0,2,0,0,0,0
