Name,Summary,crops,mech,aircraft,farm,beatmania,care,farming,pet,pets,sims
Armored Core 2,"the latest installment in the armored core series takes the action to mars where the ravens bring the battle for their corporations to new heights. players can go head-to-head in relentless battles using an endless combination of parts. never before have players been given so many options for configuring their ac unit for non-stop action -- especially with graphics that dazzle the imagination as the armored core series debuts on the playstation 2 computer entertainment system. players choose between solo missions or vs. friends in 2-player split screen or linked combat sorties.

more than 200 customizable parts available -- featuring interior equipment & extension packs.
enter all new arenas to challenge more than 45 menacing ac's.
over-boost propulsion generates lightening speed for ac units.
more than 35 single-player missions and over a dozen vs. battles stages

us.playstation.com
 ",0,0,0,0,0,0,0,0,0,0
The Sims 3,"for the first time ever, enjoy a complete life simulation experience in 3d on handheld!
create sims with unique personalities, fulfill their desires, and  control their lives within a living neighborhood. unlock new karma  powers with karma points and unleash amazing effects on your sims.
as you guide your sims through life you can build relationships and  experience different careers to unlock new items, outfits, and various  rewards!
(electronic arts) ",0,0,0,0,0,0,0,0,0,2
My Baby Girl,"
it's finally here - a baby of your very own!
you're the mom or dad and your baby needs your love and care to grow! you will need to do everything real parents do - feeding, changing, bathing, playing - to put your baby on the right track to development. just as in real parenting, follow your instinct and the doctor's advice. keep your baby happy or you will hear about it! with a wide variety of skills to teach and new experiences in every game, there is no end to the fun you'll have raising your own baby!
features

enjoy 14 months of realistic baby simulation
innovative game play that is based on stylus, touch pad, voice recognition, and the microphone - not a compilation of mini-games
interact with your baby whenever you want and experience more than 200 real baby-like reactions
take photos of your favorite memories with your baby and keep a scrapbook - or share them with grandma and get fun presents
over 350 unlockable clothing, accessory, and toy items allow you to express your baby's personality to the fullest
watch your baby grow from both a physical and psychological point of view
colorful 3d environments
over 25 skills to teach your baby in addition to 8 activities



southpeak ",0,0,0,0,0,1,0,0,0,0
Universe Sandbox, ,0,0,0,0,0,0,0,0,0,0
Zone of the Enders,"concept the concept of a ""robot animation simulator"" 
z.o.e is a 3d robot action game in which you can fly around freely in 3d space.
its strongest appeal is the simple and exhilarating controls and the deep actions that enable elegant battle as you get used to them. the actions the player takes you directly into the story, and you will experience a dramatic world you have never seen before.
this experience as if you are the main character of a robot animation. this is a ""robot animation simulator""!!
story story - the background of z.o.e
in the remote reaches of the solar system in the 22nd century, there is a colony on jupiter called ""antilia""...
in a sudden outbreak of war, a shy youth named leo stenbuck loses his friends right before his eyes. blaming himself for not being able to save them, he panicked and ran away from the scene of the attack, inadvertently stumbling onto the cause of the war, the orbital frame ""jehuty"", a colossal war machine with a human form that holds the key to civilization's existence.. .



combat system allows close-quarter weapon attacks and long-range laser attacks against multiple enemies.
battle ai accompanies you in combat, learning from and reacting to your actions.
richly crafted, immersive story unfolds through stunning 3d anime-style cut scenes.
versus mode enables heated 2-player battles.
missions change each time they are re-played, introducing a universe of new experiences.
produced by hideo kojima, creator of the renowned metal gear® series.

- from konami and game back cover. ",0,0,0,0,0,0,0,0,0,0
Style Savvy: Trendsetters,"in the style savvy: trendsetters game, you take on the role of a budding        fashion mogul, working your way to the top of the fashion world! manage        your own boutique and help customers find the perfect outfit by keeping        up with fashion trends, stocking new clothes for your store, and        customizing your shop to reflect your personality.
 
choose from over 12,000 clothing items and accessories spanning 19        different brands to put together dream-come-true ensembles for hundreds        of customers. share your creations with friends who have the game        through an online shopping portal, download additional outfits online,        and discover an ar photo shoot mode that virtually puts your outfits        into the real world!
source: publisher ",0,0,0,0,0,0,0,0,0,0
Harvest Moon: Animal Parade,"a divine tree which once stood in the middle of the harvest goddess’ pond has begun to weaken, the creatures are beginning to leave the land, and the five bells have lost their power. only the strength of the harvest king can revive the earth and bring the tree back to life, but he is nowhere to be found. can you ring the five bells, bring the the harvest king back to the island, and help revive the goddess’ tree and the land?
 
natsume ",0,0,0,0,0,0,0,0,0,0
The Sims 4, ,0,0,0,0,0,0,0,0,0,0
Harvest Moon DS: Island of Happiness," 
you're shipwrecked on a deserted island! starting with an abandoned farm, a handful of seeds, and the determination to start a new life, it's up to you to tame the land and make the island prosper! by farming crops, raising animals, and mining for precious gems, you'll help the island grow into a vibrant town bustling with people, businesses, and eligible bachelors and bachelorettes. are you a good enough farmer to turn this island into a paradise? 
 


play as a boy or as a girl! 
attract settlers by building your farm! 
fall in love and start a family! 
explore the biggest portable harvest moon ever! 
compete against other ranchers via nintendo wi-fi connection!


 
 
source:  www.natsume.com ",0,0,0,0,0,0,1,0,0,0
Imagine: Interior Designer,"as a young interior designer, renovate homes, decorate furniture and more – express your creativity and design your clients' dream rooms!
key features:

explore your creativity in seven different workshops including painting, pottery and framing. 
become a great decorator by completing your clients’ projects, taking into account their wishes and budget. 
use the money you earn to buy new furniture or decorative objects and accessories. 
share or trade your masterpieces with your friends!
 ",0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Encounters in Space, ,0,0,0,0,0,0,0,0,0,0
The Sims 2: Castaway,"help your sims build a life from scratch after washing ashore on a deserted tropical island. overcome the forces of nature to help them become the ultimate survivors and thrive in this undiscovered paradise while unearthing clues that will lead them back to civilisation.
build shelters, craft unique items, and discover many useful treasures and ancient mysteries hidden deep within a diverse jungle environment filled with plants, fruits, and even wildlife.
your sims change as they take on the challenges of island life and learn to survive in style. create a new life for your sims on an uncharted island in the sims 2 castaway.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,4
Youtubers Life, ,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Journey to Jaburo,"bandai's newest mobile suit gundam brings movie-quality graphics and super-fast-action gameplay to the playstation 2. take on the role of amuro ray and fight against enemy mobile suits in the one year war. battle your way through multiple stages and fight for victory in the final battle at jaburo! featuring all of the characters and giant robot mecha from the favorite gundam anime series, the game puts you in the pilot's suit against zeon's incredible enemy forces. you'll relive the thrilling gundam first chapter of the original series, recreated with over 40 minutes of new gundam animation created for the game--only when the fighting starts, you are in control of the rx-78-2! the battles explode with unbelievable effects and graphics propelled out by the playstation 2 computer entertainment system--each of the amazing transforming mechs are brought to reality in true 3d forms and fight it out in real-time combat amongst the crumbling cityscape of the earth federation. for true gundam buff, battle your way through it all and earn the chance to take command of 20 additional mobile suits in battle mode!get ready to kick some rusty metal butt!
 
us.playstation.com ",0,0,0,0,0,0,0,0,0,0
The Sims: Medieval,"
the middle ages come to life with the sims.
 introducing next-gen sims tech and features

 a world of sims filled with stories, adventures, romance, drama and comedy
 enhanced environment and character graphics, lighting, and gameplay

rich dramatic medieval setting

 experience epic stories of the age, full of drama, fantasy, conflict, comedy, romance, and intrigue

new features: heroes, quests, kingdom-building

 create heroes - build up their skills and send them on epic quests
 quests - drive your kingdom’s story - good or evil, cruel or kind, romantic or warlike
 build a kingdom - start with an empty field and build up your kingdom, deciding its ultimate ambition and working to achieve its destiny

other features

 achievement system – be rewarded you for your skill in reaching your kingdom ambitions and completing your quests.
 magic - your wizard will learn a variety of powerful  spells that will help him complete quests and carry out his duties to  the kingdom.
 crafting system - your blacksmith will forge weapons of varying quality and your physician will create cures for a variety of ailments.
 diplomatic system - negotiate treaties, conduct trade or declare war on surrounding kingdoms.
 fishing - yes, there is fishing.

http://www.ea.com/the-sims-medieval ",0,0,0,0,0,0,0,0,0,2
World of Zoo,"world of zoo takes players beyond the fences and into their own zoo, allowing them to care for and build relationships with numerous animals through hands-on interactive gameplay.  packed full of customization features, players will be able to experience their own personalized virtual zoo creating an experience unlike any other animal-based simulation game. 

world of zoo is a family-friendly game that will open the gates for gamers to freely roam their zoo in ways they have only imagined.  with more than 90 different animals spanning 11 families to care for, players will have ample opportunities to engage with all types of species.  the animal creator feature will allow players to create an unlimited number of animals and be able to customize each one.  they can even add animals to any of the 20 different exhibits available in the game utilizing the animal adoption network feature.  players can also learn about their animals through fun animal facts provided by national geographic. each animal is completely unique with different personalities and behaviors.  it will be up to the player to determine ways to gain their trust and keep their animals happy, ultimately earning a magic moment from their animal. ",0,0,0,0,0,2,0,0,0,0
The Sims 2: Apartment Pets,"live in the most pet-friendly apartment around! your sim is moving into an apartment building full of interesting neighbors and a wide variety of pets. from loveable cats and dogs to all-new exotic animals including slithery snakes, colorful birds, and cuddly rabbits, your sim will experience all the fun of playing with pets while enjoying their new apartment lifestyle!
features:


run your very own pet spa to groom and dress pets

share your apartment with dogs, cats, snakes, rabbits, and more

meet interesting neighbors and take care of their pets

play fun mini-games to unlock toys, clothing, furniture, and accessories
 ",0,0,0,0,0,1,0,1,3,0
IL-2 Sturmovik: Birds of Prey," 
il-2 sturmovik: birds of prey is based around large-scale aerial combat over the ground-based military operations of world war ii. players participate in the war’s most famous confrontations piloting fighters, battle planes or heavy bombers across a range of thrilling missions. there are five seats of war to engage in – the battle of britain, stalingrad, berlin, sicily and korsun – representing the main airborne battles of world war ii in europe.   as well as advanced environmental visuals enriching the game play, il-2 also boasts an all new damage effects engine. players can see real time damage to the aircraft such as holes in the wings and trail lines during dog fights.
hundreds of airplanes taking part in air battles is a distinguishing feature of il-2 sturmovik: birds of prey and the unique environmental engine also produces highly detailed, realistic landscapes that allows players to see a brand new simulation of ground support actions.
features


authentic world war ii atmosphere 
engage in more than 50 thrilling missions from famous historical battles over eastern and western europe and fly historically accurate aircraft
completely flexible difficulty level system: from arcade to realistic simulation 
thrilling multiplayer mode support customisation – from the colour scheme of your plane to your choice of weapons. 
cutting edge, highly-detailed visuals, realistic sound and original music from jeremy soule (composer of company of heroes, dungeon siege, the elder scrolls iii: morrowind, the elder scrolls iv: oblivion, guild wars, neverwinter nights, prey, star wars: knights of the old republic, total annihilation, unreal ii, warhammer 40,000: dawn of war, and many more.)


-505games.co.uk
  ",0,0,2,0,0,0,0,0,0,0
Lalaloopsy,"
sew magical! sew cute! with your love and a little bit of imagination,        the lalaloopsy™ magic can go on forever!
features
• welcome to the whimsical world of lalaloopsy! explore the colorful        world and make new friends!• friends, silliness and fun! make        cookies, grow flowers and more!• sew sweet! show how much you care        for your pets and keep their tummies full with special treats

 
nintendo ",0,0,0,0,0,1,0,0,1,0
Armored Core 3,"player was always fighting alone basically up to now but it will have consorts for support this time. player can choose having consorts or not before mission starts. the consorts automatically move and fight or help player. player can reject to have the consorts but if player takes the consorts they will maybe turn the situation to player's advantage. not only ac but also mt can be selected as a consort.
using i-link cable, up to 4 players can fight against each other on the same battlefield. objectives such as destroying enemy leader or battle royal will be selected by players. players can enjoy battles only available by multiplayer battle. choosing ac (balance of two acs) will be very important with some objectives. with live monitor function, audience can see the battle on other monitor. of course, split-versus, i-link battle and on-line battle with ps2 modem will be available as usual ",0,0,0,0,0,0,0,0,0,0
The Sims 3,"the sims return yet again in this third full evolution of the long-running and always-expanding sim series. in this home console version of the sims 3, players will be able to create sims with unique personalities, fulfill their desires (... or not,) and control their lives within a living neighborhood. additionally, all-new features make it easier than ever to mess with life as players can unlock the ultimate ""karma powers"" for instant control and unleash them on their sims. players can help their sim ""get lucky,"" bless them with ""instant beauty"" or be deviant and curse them with an ""epic fail."" but players should use these powers wisely—they may have unexpected results and karma may come back to bite.

with the nintendo ds version of the game, players can use the stylus to build their sims' homes with tools, draw walls and floors, and customize virtually everything from décor objects, textures, and more. players will use the stylus to sculpt their sims’ facial features, choose hair styles and clothing, and dictate personalities in the most robust create a sim yet for a handheld game. in story mode, players will control multiple sims within a family and enjoy life's special moments. for the first time ever on the nintendo ds, players can enjoy a complete life simulation as they guide their sims through completing challenges to unlock additional items, new buildings and landmarks, and more. ",0,0,0,0,0,0,0,0,0,5
Blazing Angels: Squadrons of WWII,"experience the true feeling of flight combat using the motion-sensitive feature of the sixaxis(tm) wireless controller. whether it's a steep attacking dive or tight dog-fighting turn, the aircraft will intuitively respond to hand movements and you'll feel more like a real fighter pilot than ever before. from the battle of britain, through the dramatic air combat of pearl harbor, your pilot skills will create wwii history as you fight to dominate the skies of western europe and the pacific. ",0,0,1,0,0,0,0,0,0,0
The Sims 3: High-End Loft Stuff,"create the ultimate high-end loft lifestyle for your sims
transform  your sims’ homes into sleek, edgy lofts with the sims 3 high-end loft  stuff. upgrade your sims lifestyle with sophisticated furnishings,  must-have electronics, and cutting edge fashions.
features


add a sleek, high-end, tech-inspired look to your sims bedroom, living room, bathroom, office and den.


upgrade your sims’ wardrobes with forward looking apparel, tailored suits and sophisticated outerwear.


transform your sims’ homes into cutting edge spaces with contemporary inspired furnishings, eclectic art and modern designs.


give your sims coveted electronics including high-tech, ultra-slim tvs, video game systems, stereos and more.


as  a special 10th anniversary gift this pack includes three coveted items  from the sims and the sims 2 games: the heart shaped vibrating bed, the  electric guitar, and the aquarium. 


- thesims3.com ",0,0,0,0,0,0,0,0,0,7
The Sims: Bustin' Out," the sims™ are making a big return to the console and this time they are bustin' out of the house and exploring all-new locations around town. in the sims™ bustin' out, players can choose from a variety of new career paths. along the way, players can unlock and collect over a hundred of new objects and social moves exclusive to the console. play, work, and socialize with a cast of over 25 new outrageous characters and climb through a dozen new careers. the sims bustin' out also features new integrated two-player gameplay and memory card support, for those players who like to take their sims over to a friend's house and show them off.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,2
Crafting Mama,"mama returns in an entirely new experience that will challenge your  creativity. join mama and her award-winning formula of addictive,  stylus-based activities as you sew, mold, paint, cut and much more. crafting mama is the only dedicated crafting game that features 40 different craft projects so you make a new creation every time!
features:

the latest addition to the best selling franchise: more than 6 million games sold! 
use your stylus as your master crafting tool as you sew, glue, fold, cut, pin, paint and much more
includes  40 different projects across a huge variety of crafts: make aprons,  mini mama dolls, paper airplanes, birdhouses, patchwork quilts,  earrings, boomerangs, mugs, candles, kaleidoscopes, flower decorations,  xylophones, and so much more!
use  your creations to accessorize mama, decorate her rooms or play a  mini-game. sew an apron for mama to wear, fly a paper airplane you've  freshly folded and more!
create your own unique craft by choosing your materials, colors and patterns 
how your creation ultimately looks depends on how well you perform each step of the activity-get a different result every time!
mama will award you bronze, silver and gold medals based on how well you made your craft 
highlight your crafting memories in the scrapbook where you can preserve pictures of all of your creations 
2 player play lets you craft with a friend 

http://www.majescoentertainment.com/games/nintendo-ds/crafting-mama/ ",0,0,0,0,0,0,0,0,0,0
Paws & Claws: Pet Vet,"
you love animals and they love you! congratulations! you’re the owner of your very own paws & claws pet clinic! it’s your job to nurture and love all of the animals to bring them back to health. grow your vet clinic into a thriving business and become every animal’s best friend!

nurse all of the animals back to health through 20+ cases using your veterinary skills and tender loving, caring touch.
what are your favorite animals? you'll get to treat them all, including dogs, cats, horses, birds, and more.
design your own clinic! choose what kennels to build and expand existing buildings to provide more services to your patients.
become the best vet and you'll grow your business into the biggest pet clinic in town! love is the most powerful medicine!
get your dog a bone! run with your canine patients, playing fetch with them after you’ve nursed them back to health.
brush, pamper and even ride your thoroughbreds so they are happy and healthy when you return them to their owners.
snuggle with your kitty cats as you treat their ailments. they’ll be purr-fectly healthy after visiting your clinic!
treat and heal the bunnies that come to your clinic so they can hop and jump to their heart’s content!
you’re in charge! use the money you earn from your clinic to expand your business by offering more services to your customers.
listen to the budgies sine and play with your guinea pigs all while making them feel better!


http://www.valusoft.com/drhm/store?action=displayproductdetailspage&siteid=valusoft&locale=en_us&env=base&productid=78047500 ",0,0,0,0,0,0,0,2,0,0
The Sims 3: Generations,"
enjoy a whole spectrum of rich life experiences with your sims! start  off in the imagination-fuelled world of childhood and embrace the drama  of the teen years. experience the complicated realities of adult life,  then reap the benefits of growing up in each life stage. a wealth of new  options and activities makes your sims’ lives more meaningful than ever  before, whatever their ages. with new celebrations, dramatic life  events, and all-new ways for your sims to express their creativity, the  sims 3 generations lets your sims live life to the fullest!
key features
sims of every age can enjoy new activities! kids can hang out with  friends in tree houses. teens can pull hilarious pranks. adults can  suffer midlife crises. and so much more! 
whether it’s a raging all-teen party while the parents are out,  a high school graduation or an official wedding ceremony, new  celebrations make every age more fun! 
from bachelor party hi-jinks to getting in trouble for bad  grades to hearing rumors around town about sims who cheat on their  spouses, hilarity ensues when new drama unfolds! 
sims will enjoy all-new ways to be creative including tinkering  with chemistry sets, making their own home movies that they can watch  on their own tvs, playing make believe as an astronaut, dinosaur,  princess, and more! 
all of the new activities, celebrations, and drama are easier  than ever to remember and reminisce about with a new memories system  that keeps track of major life moments and also lets you share them on  facebook or your sims my page! 

 
(official site) ",0,0,0,0,0,0,0,0,0,7
Dogz,"
adopt and raise a puppy of your own! 
features 49 different dogs across 18 popular breeds. 
control a main character in the game for more direct interaction with your puppy. 
more places to hang out with your puppy, including the living room, yard, kitchen and bedroom—even take your puppy for a walk on a leash! 
game includes 3 mini games: puppy run, puppy reversi and puppy quiz. 
game link® cable allows your puppy to go visit your friends' houses. 
 ",0,0,0,0,0,0,0,0,0,0
Cooking Mama 4: Kitchen Magic!,"she cultivated your green thumb in gardening mama, turned your world into a work of art in crafting mama, and rocked the little ones to sleep in the innovative babysitting mama,  but mama's talent is truly unparalleled in the kitchen. the original  video game chef is whipping up all kinds of fresh fun in her 3ds debut.  from new recipes and ways to play to exciting kitchen activities and  dish combinations, the iconic kitchen cutie has some tricks up her  sleeve that will magically transform kitchen newbies into master  culinary artists!   

use the stylus  as your ultimate cooking utensil to chop, slice, stir, knead, roll, toss  and more in more than 200 unique mini games.


use  the 3ds gyroscope to cook in brand new ways:  crack eggs, balance  plates of food, flip meals in a pan, grate cheese and more. 


watch  kitchen mishaps unfold in comedic 3d events and work to save your  mistakes with additional activities on top of each recipe step.


create  60 mouth watering recipes including: designer cupcakes, gourmet  popsicles, takoyaki, new england clam chowder, corn dogs and cherry pie. 


combine any two recipes to make your very own delicious dish.


become  a true kitchen master with new time-based activities that let you set  the table, wash dishes, clean up, organize, decorate, and more!


recipes  progress from simple to complex, from small to large dishes, so do your  best to meet mama's expectations and impress your friends. if your  friends think your dish is delicious, you'll unlock another new  friend!   


earn bronze, silver, and gold medals from mama based on the quality of your cooking.


customize your kitchen & dress up mama with fun earned outfits and accessories.


combine two recipes to make your very own delicious or unusual dish. a total of 416 different fantastic combinations.


cook off with up to 4 players in challenge mode.

 
- majesco entertainment ",0,0,0,0,0,0,0,0,0,0
The Urbz: Sims in the City,"he sims™ have moved to the city where action is 24/7 and reputation means everything. sims who live in the city are known as urbz, and they have a bold new look and attitude.   go to work and be challenged by bosses at locations like the sushi bar, chop shop, or bootleg fireworks, inc. success at work brings promotions, access to new power socials and gear to influence your new lifestyle.   flaunt your attitude by styling your urbz using the detailed new character engine; then cross the velvet ropes of an uptown night club or explore the subway to earn new skills and items for your high-rise crib.   it's up to you whether your urbz become big-time players on the street or are lost in the crowd. it's all about reputation as the urbz are living the dream in a city that never sleeps.  the game boy®advance version also has a brand new city adventure. welcome to miniopolis, a bustling city poised on the brink of ruin. after getting fired from your job as a window washer, you stumble upon daddy bigbucks' devious plot to take over the city. to thwart his evil schemes you have to get access throughout the city by building up your reputation to become the biggest ""player"" in the city; ultimately making it to that deluxe penthouse in the sky.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,1
World of Zoo,"what would you do if you had the keys to the zoo?world of zoo is the only game that pushes you past the fences and into a world of your own zoo.create and customize your zoo experience and develop hands on relationships to earn the trust and love of your animals.get up close and personal with the world’s most amazing zoo animals!

build relationships with the world’s most amazing animals through hands on interaction.
create and customize your own zoo.
create unlimited animals with the animal creator.
hours of play with mini-games, achievements and unlockables.
experience over 90 different animal species.
learn about each animal with the national geographic animal fact cards.
play together with friends on the wii!

thq ",0,0,0,0,0,0,0,0,0,0
Petz: Dogz Pack, ,0,0,0,0,0,0,0,0,0,0
Littlest Pet Shop: Garden,"collect and name 20 pets - including brand new fanciest, cuddliest,        sportiest, chilliest and more! dress up your pets with over 100        accessories to make them even cuter. explore 4 unique pet-sized worlds!        compete in mini games with your little pets to earn kibble coins! play        16 fun and challenging games with your pets to unlock accessories,        playsets, and new pets too! ",0,0,0,0,0,0,0,0,5,0
BeatMania Append 3rdMix,"beatmania append 3rd mix is a rhythm / music game, developed and published by konami,  which was released in japan in 1998. ",0,0,0,0,1,0,0,0,0,0
SimCity DS, ,0,0,0,0,0,0,0,0,0,0
Littlest Pet Shop: Jungle,"
your littlest pet shop pets come to life! each game comes with 6 unique        pets, collect them all!
collect and name 20 pets - including brand new fanciest, cuddliest,        sportiest, chilliest and more! dress up your pets with over 100        accessories to make them even cuter. explore 4 unique pet-sized worlds!        compete in mini-games with your little pets to earn kibble coins! play        16 fun and challenging games with your pets to unlock accessories,        playsets, and new pets too!
 
nintendo ",0,0,0,0,0,0,0,1,6,0
FaceRig, ,0,0,0,0,0,0,0,0,0,0
Harvest Moon: Friends of Mineral Town,"harvest moon: friends of mineral town takes place in mineral town and is based on the world and characters from harvest moon: back to nature. you need to build and maintain a farm while befriending the town's people. features:

harvest moon: friends of mineral town will communicate with the new harvest moon: a wonderful life title for the nintendo gamecube.  
by linking these two games together new events and items will become available! 

source: ubi.com ",0,0,0,1,0,0,0,0,0,0
Tokimeki Memorial: Forever with You, ,0,0,0,0,0,0,0,0,0,0
Farming Simulator 19,"farm like never before!     the multimillion-selling franchise takes a giant leap forward for 2018  – the ultimate farming simulation returns this year with a    complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the    deepest and most complete farming experience ever on     consoles and pc.   farming simulator 19 takes the biggest step forward yet with the         franchise’s most extensive vehicle roster ever!  you’ll take control of vehicles and machines faithfully recreated from all the leading brands in the industry, including    for the first time john deere, the largest agriculture     machinery company in the world, case ih, new holland, challenger, fendt,     massey ferguson, valtra, krone, deutz-fahr and many more.  farming simulator 19  will feature new american and european environments in which to develop and     expand your farm and will introduce many exciting new farming activities,     including new machinery and crops with cotton and oat! tend to your     livestock of pigs, cows, sheep, and chickens - or ride your horses for the     first time, letting you explore in a brand-new way the vast land around     your farm.  farming simulator 19 is the richest and most complete farming experience ever made for consoles     and pcs, releasing at the end of the year! key features:

 the biggest step forward for the farming simulator franchise, offering the most striking and immersive graphics ever 
 use and drive hundreds of faithfully reproduced farming  vehicles and tools, including for the first time the largest agriculture  machinery company in the world: john deere 
 tend to your livestock including pigs, cows, sheep, chicken, and for the first time horses 
 ride your own horses and explore the vast areas offered in huge open worlds loaded with farming activities 
 develop your farm online with up to 16 players and enrich your  farming experience with community-created mods on consoles and pc

source: http://www.focus-home.com/games/farming-simulator-19
 ",1,0,0,3,0,0,11,0,0,0
I Am Bread,"from the creators of surgeon simulator comes an adventure with a hero  like no other! ‘i am bread’ is the epic story of a slice of bread’s  journey to become toast.
take the intrepid, crumby adventurer on a journey from his natural  confines of the kitchen, through the home of an unsuspecting owner and  into the outside world. this bread will be boldly going where no other  bread has gone before . . .
as you become attuned to bread’s uniquely challenging control system,  you’ll progress from a fumbling slice of bread to a masterful bread  ninja. traversing your environment is intentionally demanding but  reliable, making it possible to master even the most majestic and  acrobatic of manoeuvres.
in addition to the deepest story ever seen in a video game, about a  slice of bread, there are a wealth of baked options to sink your teeth  into.
additional game modes and other types of bread will cater for all  tastes! set speed records racing across the levels as a bagel; realise  your destiny as crispbread in cheese hunt mode; relieve your stress as  the baguette and smash everything in sight in rampage mode. oh, and did  we mention bread goes into space too?
features
story mode: embark on an epic journey to become  toast! take on all hazards to deliciousness as you embark on your  adventure throughout the home of an unsuspecting owner: from the  kitchen, through the house, to the lounge, and then venture outside into  the garden and beyond.
cheese hunt: realise the destiny of crisp-bread as  you hunt down pieces of cheese to smother yourself in. can you find all  the pieces before you crack up?
bagel race: satisfy your taste for speed and bagels  as you race across the checkpoints in each level and complete the tracks  in the fastest possible time.
rampage: cause as much destruction as possible  throughout the house as you smash everything in sight as (possibly)  angry baguette. mon dieu!
zero-g: literally bread in space! make studious use  of your bread boosters as you manoeuvre across environments with no  gravity, avoiding all the floating hazards this entails in zero-g mode.
free-play: explore the world and play as any of the bread types you have unlocked, having crumby fun in your own sweet time.
team fortress 2 level: features brand new team  fortress 2 level…climb heavy’s face, use tumour-inducing teleporters,  fire the minigun and traverse a floor filled with sticky mines, all in  the name of becoming “‘sandvich”’…
starch wars: we bring you….starch wars – a new loaf’ – a fully playable space combat level!
source: http://www.iambreadgame.com/overview/ ",0,0,0,0,0,0,0,0,0,0
Disney Magic World 2,"
live your dream life in disney magical world 2 alongside fan-favorite        disney characters! adventure with elsa and olaf from disney frozen,        dance with disney princesses, soar with mickey in magical dream parades,        and more, while snapping photos to share your memories. the magic is in        your hands, so use your wand to solve a ghostly mystery along the way!
explore six different disney-themed worlds from classics like disney        frozen, disney the little mermaid, and walt disney lilo & stitch. you        can harvest a field with winnie the pooh, fish with donald duck, mine        with the seven dwarves, explore ghost-filled dungeons for treasures, and        more! on your journey, you’ll discover the magical town of castleton,        where you’ll live amongst classic disney characters. shop with daisy,        minnie, and others to build and buy hundreds of disney-themed items. you        can customize amazing outfits and even decorate your dream home and        café. ready to make a memory? then dance at the enchanted ball or throw        a café party with your new disney friends!
source: publisher
 ",0,0,0,0,0,0,0,0,0,0
Petz Dogz 2,"pick a puppy pal from a pack of fuzzy and adorable puppies in petz dogz 2! together, you and your new cuddly companion will encounter a world that’s fun to play in, explore, and share.dress up your puppy in fun puppy clothes, play for hours with new toys, or look for hidden surprises that can give your puppy new abilities. customize your puppy’s environment with items and toys, and unlock more goodies as you get better at caring for your new best friend.watch your puppy grow, go on quests and adventures together, and unlock awesome mini-games.

choose a puppy from over 40 different breeds, and make him cuter with clothing and accessories 
create a comfortable pet village and guide your lovable bundle of fur through 60 fun adventures 
compete against your friends in mini-games such as racing and treasure-hunting 

ubisoft ",0,0,0,0,0,0,0,1,0,0
Harvest Moon: The Tale of Two Towns,"konohana and bluebell villages were once the friendliest of  neighbors. then a huge dispute erupted between them…over food! both  towns were certain that their cooking was the best in the world. this  fierce food feud has transformed the two happy neighbors into the  bitterest of rivals.
as a new farmer to the area, you choose which village to live in.  will it be eastern-styled konohana with its abundant fields of crops, or  the animal-loving, european-styled bluebell? pick a home, build a  thriving farm, and compete in a huge variety of festivals. develop your  skills enough, and you might even find a way to bring these two towns  together once again!

choose from two different villages, each with their own shops, villagers, and festivalsl
choose to play as a boy or as a girl! 
grow crops, raise livestock, woo a spouse, and start a family!
visit your friends’ fields using local wireless or nintendo wi-fi connection! 

http://www.natsume.com/
(the publisher) ",0,0,0,0,0,0,0,0,0,0
Harvest Moon: Sunshine Islands,"the 6th harvest moon installment for the nintendo ds (including the puzzle spin-off and two rune factory games, excluding the duplicate versions solely to play as a female)not too much is known about this game except this time there are several islands to explore and you can travel via boat, you must build and work to achieve a thriving community, like most recent harvest moon's you can choose to be a boy or girl from the beginning.unlike the previous installment, this time you may use the d-pad to control your character.your child can also help you out on your farm more than he/she could in any previous harvest moon. ",0,0,0,1,0,0,0,0,0,0
The Sims 3: World Adventures,"players can take their sims on new journeys to famous real-world inspired destinations around the globe and seek out new adventures. while exploring the landmarks of an exotic city, there is no telling what the sims will find. from mastering martial arts in shang simla, china, discovering rich culture and famous landmarks on a romantic getaway to champs les sims, france or exploring the depths of ancient tombs in al simhara, egypt, players can take their sims on a journey that will change their sims' lives. 

players can accept challenges to search for secret treasures, learn new skills and chase down new personal opportunities, meet new sims with unique personalities, share their culture and bring them home, discover new styles on their travels, and share everything they encounter on their adventures with the world through personal photographs, movies, and stories. ",0,0,0,0,0,0,0,0,0,4
